Start,Border,End,Score
844084.01,845084.01,846084.01,1.3705815457514585
845084.01,846084.01,847084.01,2.1276503948869414
846084.01,847084.01,848084.01,1.4992123751118291
847084.01,848084.01,849084.01,1.7278696236819693
848084.01,849084.01,850084.01,2.284987119022393
849084.01,850084.01,851084.01,2.1024797741870405
850084.01,851084.01,852084.01,1.9970358469949439
851084.01,852084.01,853084.01,1.8905978929487606
852084.01,853084.01,854084.01,2.154663589976569
853084.01,854084.01,855084.01,2.5195098116018597
854084.01,855084.01,856084.01,2.007392279503894
855084.01,856084.01,857084.01,2.40590310491553
856084.01,857084.01,858084.01,2.71792049464753
857084.01,858084.01,859084.01,2.2655472582004834
858084.01,859084.01,860084.01,1.2940731664354441
859084.01,860084.01,861084.01,1.8114000082647466
860084.01,861084.01,862084.01,2.2998863948063555
861084.01,862084.01,863084.01,1.9150601263060636
862084.01,863084.01,864084.01,1.5045033917656798
863084.01,864084.01,865084.01,2.1782050064604395
864084.01,865084.01,866084.01,1.0100490655966112
865084.01,866084.01,867084.01,1.705711295584961
866084.01,867084.01,868084.01,1.7044066122731791
867084.01,868084.01,869084.01,1.2312192807575333
868084.01,869084.01,870084.01,1.897855022253661
869084.01,870084.01,871084.01,1.0962353766517847
870084.01,871084.01,872084.01,2.686685301769823
871084.01,872084.01,873084.01,2.219635683398713
872084.01,873084.01,874084.01,1.4809340316869222
873084.01,874084.01,875084.01,2.1204935754840872
874084.01,875084.01,876084.01,1.6697157512198537
875084.01,876084.01,877084.01,1.7423879079383804
876084.01,877084.01,878084.01,1.8222140418657164
877084.01,878084.01,879084.01,2.4856792525072287
878084.01,879084.01,880084.01,2.142879753818022
879084.01,880084.01,881084.01,1.4123549580691641
880084.01,881084.01,882084.01,1.5928372653229002
881084.01,882084.01,883084.01,1.912480756414435
882084.01,883084.01,884084.01,1.5085078575412285
883084.01,884084.01,885084.01,1.2347462064024348
884084.01,885084.01,886084.01,2.185559769753931
885084.01,886084.01,887084.01,1.5706621294968914
886084.01,887084.01,888084.01,1.472798435747148
887084.01,888084.01,889084.01,1.762740686355125
888084.01,889084.01,890084.01,1.9124512547962873
889084.01,890084.01,891084.01,1.9421287945203398
890084.01,891084.01,892084.01,2.0972589346019976
891084.01,892084.01,893084.01,1.770542893598634
892084.01,893084.01,894084.01,2.6876672823265624
893084.01,894084.01,895084.01,2.5845778036527696
894084.01,895084.01,896084.01,2.1710782259824244
895084.01,896084.01,897084.01,2.7834353489106363
896084.01,897084.01,898084.01,1.826336394982651
897084.01,898084.01,899084.01,1.7241596003451003
898084.01,899084.01,900084.01,2.370637504383641
899084.01,900084.01,901084.01,1.88018872453434
900084.01,901084.01,902084.01,1.7446570423496202
901084.01,902084.01,903084.01,2.2590871849106637
902084.01,903084.01,904084.01,1.1413382536867487
903084.01,904084.01,905084.01,1.9588928298425352
904084.01,905084.01,906084.01,2.5114303162953755
905084.01,906084.01,907084.01,1.448435152135883
906084.01,907084.01,908084.01,1.5705249864913546
907084.01,908084.01,909084.01,1.462922915680425
908084.01,909084.01,910084.01,2.413820510836621
909084.01,910084.01,911084.01,2.1346277889928524
910084.01,911084.01,912084.01,1.4535097051052819
911084.01,912084.01,913084.01,2.1258502055037316
912084.01,913084.01,914084.01,2.2662864542284042
913084.01,914084.01,915084.01,1.5166295137203452
914084.01,915084.01,916084.01,2.237623391258665
915084.01,916084.01,917084.01,2.2506491390348895
916084.01,917084.01,918084.01,2.256990343455227
917084.01,918084.01,919084.01,2.1508286395978766
918084.01,919084.01,920084.01,1.6606117511522216
919084.01,920084.01,921084.01,1.5308322963611432
920084.01,921084.01,922084.01,1.652086085113322
921084.01,922084.01,923084.01,1.757792460873675
922084.01,923084.01,924084.01,1.5171971242818847
923084.01,924084.01,925084.01,2.7091614054969977
924084.01,925084.01,926084.01,2.04150961946008
925084.01,926084.01,927084.01,1.7535301378627761
926084.01,927084.01,928084.01,2.7078155512181614
927084.01,928084.01,929084.01,1.6767195699707387
928084.01,929084.01,930084.01,2.686585491559505
929084.01,930084.01,931084.01,2.6516848186640836
930084.01,931084.01,932084.01,1.4920813567863547
931084.01,932084.01,933084.01,2.2115377142375943
932084.01,933084.01,934084.01,1.4248902945143613
933084.01,934084.01,935084.01,2.569850739346684
934084.01,935084.01,936084.01,1.6510303629680905
935084.01,936084.01,937084.01,2.7105497653632487
936084.01,937084.01,938084.01,1.7577815221681377
937084.01,938084.01,939084.01,1.9536993606019881
938084.01,939084.01,940084.01,1.9666784539894615
939084.01,940084.01,941084.01,3.335095851943827
940084.01,941084.01,942084.01,2.61646979077859
941084.01,942084.01,943084.01,2.3709895447338942
942084.01,943084.01,944084.01,2.257310698425776
943084.01,944084.01,945084.01,2.3036187814096096
944084.01,945084.01,946084.01,1.581010751414578
945084.01,946084.01,947084.01,2.6394239686791723
946084.01,947084.01,948084.01,2.5775695599447124
947084.01,948084.01,949084.01,1.5858953922530183
948084.01,949084.01,950084.01,2.1786050759648106
949084.01,950084.01,951084.01,1.988705538730183
950084.01,951084.01,952084.01,1.2418467693892485
951084.01,952084.01,953084.01,0.7965455893589495
952084.01,953084.01,954084.01,1.6645937522246952
953084.01,954084.01,955084.01,2.1095668954674913
954084.01,955084.01,956084.01,1.6971580719718447
955084.01,956084.01,957084.01,1.49067060046782
956084.01,957084.01,958084.01,1.7697302862565345
957084.01,958084.01,959084.01,1.1043576142575808
958084.01,959084.01,960084.01,1.1692866958196033
959084.01,960084.01,961084.01,1.7400040920843474
960084.01,961084.01,962084.01,1.6006128500430947
