Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
6,2184854,2189853,29.637,29.581,5.0,5.0,5.0,5.0
6,2189853,2194853,29.581,29.183,5.0,5.102,5.0,5.0
6,2194853,2199853,29.183,29.053,5.102,5.19,5.0,5.0
6,2199853,2204853,29.053,28.86,5.19,5.308,5.0,4.89
6,2204853,2209852,28.86,28.627,5.308,5.308,4.89,4.836
6,2209852,2214852,28.627,28.521,5.308,5.308,4.836,4.836
6,2214852,2219852,28.521,28.379,5.308,5.297,4.836,4.863
6,2219852,2224851,28.379,28.253,5.297,5.149,4.863,5.0
6,2224851,2229851,28.253,27.969,5.149,5.139,5.0,5.0
6,2229851,2234851,27.969,27.716,5.139,5.139,5.0,5.0
6,2234851,2239851,27.716,27.511,5.139,5.293,5.0,4.908
6,2239851,2244850,27.511,27.208,5.293,5.425,4.908,4.833
6,2244850,2249850,27.208,26.944,5.425,6.196,4.833,4.814
6,2249850,2254850,26.944,26.632,6.196,6.166,4.814,5.028
6,2254850,2259849,26.632,26.337,6.166,5.463,5.028,4.922
6,2259849,2264849,26.337,26.033,5.463,5.463,4.922,5.017
6,2264849,2269849,26.033,25.726,5.463,5.463,5.017,5.017
6,2269849,2274849,25.726,25.312,5.463,5.439,5.017,5.017
6,2274849,2279848,25.312,25.103,5.439,5.1,5.017,5.0
6,2279848,2284848,25.103,24.681,5.1,5.09,5.0,5.0
6,2284848,2289848,24.681,24.326,5.09,5.086,5.0,5.0
6,2289848,2294847,24.326,23.943,5.086,5.24,5.0,5.0
6,2294847,2299847,23.943,23.407,5.24,5.367,5.0,4.953
6,2299847,2304847,23.407,23.112,5.367,5.483,4.953,4.969
6,2304847,2309847,23.112,22.678,5.483,5.45,4.969,4.998
6,2309847,2314846,22.678,22.292,5.45,5.45,4.998,4.998
6,2314846,2319846,22.292,21.968,5.45,5.45,4.998,4.998
6,2319846,2324846,21.968,21.602,5.45,5.441,4.998,4.998
6,2324846,2329845,21.602,21.164,5.441,6.099,4.998,4.991
