Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.010267326732673,5.019,5.0,5.019
2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4,5.015722772277228,5.076,5.0,5.0,4.786623762376238,5.0,4.006,5.0
5,4.963475247524753,5.019,4.85,5.002,3.5354851485148533,4.006,3.456,3.472
6,5.016970297029703,5.062,4.984,5.002,3.5407821782178215,3.685,3.456,3.526
7,4.9547821782178225,4.984,4.841,4.972,3.5260000000000002,3.526,3.526,3.526
8,4.724396039603962,4.841,4.721,4.721,3.514930693069306,3.526,3.486,3.526
9,4.721000000000001,4.721,4.721,4.721,3.485999999999999,3.486,3.486,3.486
10,4.721000000000001,4.721,4.721,4.721,3.4789603960396045,3.486,3.43,3.486
11,4.721000000000001,4.721,4.721,4.721,3.399148514851485,3.43,3.394,3.394
12,4.721000000000001,4.721,4.721,4.721,3.3939999999999992,3.394,3.394,3.394
13,4.721000000000001,4.721,4.721,4.721,3.389455445544555,3.394,3.389,3.389
14,4.721000000000001,4.721,4.721,4.721,3.387326732673268,3.389,3.363,3.389
15,4.734336633663368,4.749,4.721,4.734,3.3485841584158424,3.363,3.345,3.345
16,4.758059405940595,4.759,4.749,4.759,3.3376435643564353,3.345,3.335,3.337
17,4.7628019801980175,4.763,4.759,4.763,3.320217821782179,3.335,3.319,3.319
18,4.769247524752476,4.771,4.763,4.771,3.3190000000000013,3.319,3.319,3.319
19,4.494330000000001,4.771,4.341,4.5,3.368060000000001,3.439,3.319,3.356
20,4.192623762376237,4.341,4.114,4.159,3.5661881188118816,3.635,3.444,3.597
21,3.787990099009901,4.114,3.513,3.735,3.714485148514851,3.801,3.635,3.698
22,3.403851485148515,3.513,3.36,3.371,3.8010000000000006,3.801,3.801,3.801
23,3.2222871287128716,3.36,3.139,3.226,3.678316831683167,3.801,3.525,3.68
24,3.121831683168317,3.139,3.108,3.123,3.520049504950495,3.525,3.52,3.52
25,3.0805346534653473,3.108,3.045,3.083,3.5212277227722764,3.534,3.52,3.52
26,3.0170198019801986,3.045,2.999,3.014,3.533999999999999,3.534,3.534,3.534
27,2.994950495049506,2.999,2.994,2.994,3.5416336633663374,3.553,3.514,3.549
28,2.9727821782178214,2.994,2.957,2.97,3.5212376237623766,3.536,3.488,3.514
29,2.9371300000000002,2.957,2.845,2.947,3.27953,3.488,2.936,3.295
30,2.7336435643564347,2.833,2.686,2.718,2.778831683168316,2.927,2.707,2.744
31,2.685999999999999,2.686,2.686,2.686,2.6834158415841594,2.707,2.677,2.677
32,2.685999999999999,2.686,2.686,2.686,2.6770000000000014,2.677,2.677,2.677
33,2.686,2.686,2.686,2.686,2.677,2.677,2.677,2.677
