Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.038584158415841,5.162,5.0,5.0,5.0,5.0,5.0,5.0
2,5.385861386138613,5.487,5.162,5.35,4.963415841584158,5.026,4.901,4.988
3,5.4800099009900975,5.487,5.472,5.479,5.045910891089108,5.054,5.026,5.047
4,5.101673267326734,5.472,5.019,5.059,5.006950495049505,5.054,5.0,5.0
5,5.018999999999999,5.019,5.019,5.019,5.0,5.0,5.0,5.0
6,5.016613861386139,5.019,5.0,5.019,5.0,5.0,5.0,5.0
7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
8,5.0,5.0,5.0,5.0,4.865059405940594,5.0,4.685,4.92
9,5.054178217821784,5.057,5.0,5.057,4.624752475247524,4.685,4.58,4.623
10,5.063128712871289,5.091,5.057,5.057,4.466643564356436,4.58,4.314,4.482
11,5.1029801980198,5.111,5.091,5.111,4.153504950495049,4.314,3.952,4.177
12,5.085079207920794,5.111,5.028,5.105,3.7283564356435632,3.952,3.628,3.672
13,5.075643564356436,5.105,5.037,5.063,3.5497128712871278,3.628,3.431,3.573
14,5.01779207920792,5.037,4.851,5.019,3.3798316831683173,3.431,3.199,3.378
15,5.018801980198019,5.053,4.851,5.05,3.099069306930694,3.26,3.014,3.055
16,5.052999999999999,5.053,5.053,5.053,2.988930693069307,3.014,2.973,2.985
17,5.052999999999999,5.053,5.053,5.053,2.972603960396039,2.973,2.969,2.973
18,5.052999999999999,5.053,5.053,5.053,2.9631188118811895,2.969,2.963,2.963
19,5.054777777777777,5.061,5.053,5.053,3.136808080808082,3.211,2.963,3.136
20,5.060999999999999,5.061,5.061,5.061,3.211,3.211,3.211,3.211
21,5.078950495049505,5.091,5.061,5.091,3.2918514851485146,3.368,3.211,3.329
22,5.091,5.091,5.091,5.091,3.3679999999999994,3.368,3.368,3.368
23,5.096861386138615,5.118,5.091,5.097,3.4256237623762367,3.489,3.368,3.431
24,5.118000000000001,5.118,5.118,5.118,3.5090396039603955,3.707,3.415,3.468
25,5.118000000000001,5.118,5.118,5.118,3.737039603960397,3.761,3.707,3.735
26,5.0800495049504955,5.118,5.063,5.063,3.8195643564356425,3.861,3.761,3.826
27,5.063,5.063,5.063,5.063,3.8647524752475237,3.866,3.861,3.866
28,5.062643564356436,5.063,5.055,5.063,3.8508514851485147,3.894,3.551,3.866
29,5.003792079207921,5.055,4.994,5.0,3.350346534653466,3.551,3.16,3.409
30,4.969232323232324,4.994,4.963,4.968,3.0330707070707077,3.16,2.982,3.01
31,4.985158415841583,5.078,4.927,4.963,2.889782178217822,3.117,2.615,2.914
32,5.067765306122449,5.078,5.061,5.061,2.507234693877551,2.615,2.465,2.497
