Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3,5.607569999999999,5.911,5.0,5.761,4.12662,5.0,3.735,3.976
4,5.92723,5.928,5.911,5.928,3.9865999999999984,3.989,3.979,3.989
5,5.927999999999998,5.928,5.928,5.928,3.992270833333334,3.999,3.989,3.993
6,5.927999999999998,5.928,5.928,5.928,4.005020833333334,4.028,4.002,4.003
7,5.929474747474747,5.93,5.928,5.93,4.063575757575758,4.07,4.036,4.067
8,5.929999999999997,5.93,5.93,5.93,4.114831683168317,4.151,4.07,4.123
9,5.878153061224491,5.93,5.863,5.863,3.977438775510204,4.151,3.892,3.9515000000000002
10,5.831315789473683,5.863,5.814,5.827,4.114031578947369,4.126,4.054,4.126
11,5.853642857142858,5.86,5.827,5.86,3.975591836734694,4.095,3.95,3.95
12,5.8166875000000005,5.847,5.763,5.834,4.14134375,4.228,4.018,4.164
13,5.677545454545453,5.75,5.654,5.686,4.188757575757576,4.295,4.103,4.121
14,5.928333333333333,6.05,5.687,6.03,3.7071313131313124,4.097,3.42,3.629
15,6.1372222222222215,6.425,5.944,6.018,4.148030303030304,4.911,3.794,3.934
16,6.601581632653062,6.668,6.438,6.6345,5.398602040816327,5.642,4.946,5.499
17,6.657642105263159,6.665,6.648,6.665,5.552715789473684,5.628,5.476,5.537
18,6.9358613861386145,7.12,6.648,7.007,5.3184653465346505,5.48,5.281,5.29
19,6.899,6.899,6.899,6.899,5.286673469387755,5.29,5.254,5.29
20,6.898948453608247,6.899,6.898,6.899,5.238670103092784,5.249,5.238,5.238
21,6.844659999999999,6.891,6.697,6.883,5.237020000000001,5.238,5.224,5.238
22,6.687142857142859,6.697,6.652,6.695,5.211642857142857,5.224,5.183,5.214
23,6.629762886597938,6.652,6.605,6.623,5.161134020618556,5.175,5.159,5.159
24,6.4770206185567,6.6,6.02,6.565,5.132422680412372,5.159,5.014,5.146
25,6.142202020202021,6.162,6.114,6.152,4.882505050505051,4.964,4.822,4.904
26,6.078919191919193,6.114,6.043,6.091,4.7531313131313135,4.822,4.696,4.732
27,6.31163,6.51,6.043,6.4475,5.235050000000001,5.566,4.725,5.3715
28,6.51,6.51,6.51,6.51,5.565000000000001,5.565,5.565,5.565
29,6.51,6.51,6.51,6.51,5.549589999999999,5.565,5.521,5.553
30,6.510000000000001,6.51,6.51,6.51,5.5094123711340215,5.52,5.499,5.518
31,6.366568421052632,6.51,6.278,6.278,5.463526315789474,5.499,5.426,5.44
32,6.278000000000001,6.278,6.278,6.278,5.415999999999999,5.416,5.416,5.416
