Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.01619801980198,5.048,5.0,5.0
2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3,5.737287128712872,6.773,5.0,5.586,4.811346534653466,5.0,4.657,4.766
4,6.88370297029703,6.975,6.773,6.873,4.809841584158416,4.867,4.704,4.812
5,6.9750000000000005,6.975,6.975,6.975,4.79121782178218,4.795,4.764,4.795
6,6.9750000000000005,6.975,6.975,6.975,4.747762376237624,4.764,4.747,4.747
7,7.055732673267327,7.26,6.975,7.006,4.602049504950495,4.747,4.242,4.707
8,7.37020792079208,7.384,7.26,7.384,4.05911881188119,4.242,4.014,4.032
9,7.545653465346534,7.943,7.384,7.391,4.16380198019802,4.577,4.014,4.054
10,7.603217821782179,7.92,7.572,7.572,4.564009900990099,4.622,4.478,4.583
11,7.541316831683166,7.572,7.505,7.542,4.901425742574259,5.045,4.622,4.966
12,7.504999999999999,7.505,7.505,7.505,5.064950495049506,5.098,5.045,5.063
13,7.504999999999999,7.505,7.505,7.505,5.148663366336632,5.181,5.098,5.18
14,7.504999999999999,7.505,7.505,7.505,5.182465346534653,5.199,5.181,5.181
15,7.5050396039603955,7.509,7.505,7.505,5.17731683168317,5.227,5.018,5.224
16,7.51661386138614,7.533,7.509,7.515,5.017999999999999,5.018,5.018,5.018
17,7.538613861386138,7.539,7.533,7.539,5.0239009900990075,5.025,5.018,5.025
18,7.462059405940594,7.539,7.351,7.532,5.048217821782179,5.093,5.025,5.025
19,7.351,7.351,7.351,7.351,5.097920792079209,5.108,5.093,5.097
20,7.339415841584159,7.351,7.04,7.351,5.111841584158418,5.112,5.108,5.112
21,6.928059405940597,7.049,6.792,6.953,4.745792079207921,5.112,4.392,4.774
22,6.792000000000002,6.792,6.792,6.792,4.339247524752476,4.392,4.326,4.326
23,6.792000000000002,6.792,6.792,6.792,4.326000000000001,4.326,4.326,4.326
24,6.884960396039606,6.94,6.792,6.936,4.521960396039604,4.631,4.326,4.598
25,6.940000000000001,6.94,6.94,6.94,4.598,4.598,4.598,4.598
26,6.940000000000001,6.94,6.94,6.94,4.598,4.598,4.598,4.598
27,6.940000000000001,6.94,6.94,6.94,4.633742574257426,4.648,4.598,4.648
28,6.895960396039603,6.94,6.552,6.94,4.588386138613861,4.648,4.341,4.648
29,6.054574257425739,6.552,6.035,6.035,4.1095742574257415,4.345,4.013,4.043
30,5.987722772277228,6.035,5.919,5.999,3.9701386138613866,4.013,3.947,3.976
31,5.768574257425742,5.919,5.63,5.759,3.8749009900990092,4.094,3.816,3.816
32,5.759099009900991,5.768,5.759,5.759,3.8130891089108916,3.816,3.812,3.812
33,5.768,5.768,5.768,5.768,3.812,3.812,3.812,3.812
