Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.054574257425742,5.211,5.0,5.0
2,5.053108910891089,5.316,5.0,5.0,4.999881188118811,5.0,4.998,5.0
3,5.480574257425742,5.503,5.316,5.501,4.959019801980198,4.998,4.952,4.954
4,5.570900990099011,6.073,5.42,5.449,4.958772277227722,4.974,4.952,4.952
5,6.257158415841587,6.277,6.073,6.277,4.94949504950495,4.974,4.897,4.957
6,6.277000000000002,6.277,6.277,6.277,4.877346534653465,4.897,4.871,4.875
7,6.280693069306931,6.352,6.277,6.277,4.871,4.871,4.871,4.871
8,6.35970297029703,6.36,6.352,6.36,4.871,4.871,4.871,4.871
9,6.360000000000001,6.36,6.36,6.36,4.871,4.871,4.871,4.871
10,6.360000000000001,6.36,6.36,6.36,4.871,4.871,4.871,4.871
11,6.359207920792081,6.36,6.352,6.36,4.871,4.871,4.871,4.871
12,6.3491089108910925,6.352,6.349,6.349,4.871,4.871,4.871,4.871
13,6.348633663366334,6.349,6.348,6.349,4.871,4.871,4.871,4.871
14,6.342811881188119,6.348,6.341,6.341,4.871,4.871,4.871,4.871
15,6.444435643564354,6.661,6.322,6.341,4.910277227722772,4.952,4.871,4.9
16,6.543118811881187,6.661,5.91,6.661,4.959653465346534,5.014,4.952,4.952
17,5.9099999999999975,5.91,5.91,5.91,5.014000000000001,5.014,5.014,5.014
18,5.908920792079207,5.91,5.899,5.91,5.01439603960396,5.018,5.014,5.014
19,5.866663366336636,5.899,5.859,5.859,5.017999999999999,5.018,5.018,5.018
20,5.859000000000003,5.859,5.859,5.859,5.017999999999999,5.018,5.018,5.018
21,5.859000000000003,5.859,5.859,5.859,5.017999999999999,5.018,5.018,5.018
22,5.859000000000003,5.859,5.859,5.859,5.018039603960396,5.019,5.018,5.018
23,5.647009900990098,5.859,5.108,5.859,5.028603960396039,5.044,5.0,5.027
24,5.020950495049505,5.108,5.0,5.0,5.04518811881188,5.119,5.0,5.018
25,6.06708910891089,6.539,5.084,5.992,5.090237623762378,5.121,5.007,5.096
26,6.539,6.539,6.539,6.539,5.096000000000001,5.096,5.096,5.096
27,6.539,6.539,6.539,6.539,5.096000000000001,5.096,5.096,5.096
28,6.539,6.539,6.539,6.539,5.096000000000001,5.096,5.096,5.096
29,6.538069306930694,6.539,6.532,6.539,5.091356435643565,5.096,4.926,5.096
30,6.504316831683166,6.532,6.497,6.497,4.70770297029703,4.926,4.618,4.709
31,6.485148514851482,6.497,6.478,6.478,4.703950495049507,4.719,4.694,4.694
32,6.470366336633664,6.478,6.464,6.473,4.693356435643566,4.694,4.673,4.694
33,6.464,6.464,6.464,6.464,4.6695,4.673,4.666,4.6695
