Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2,5.0,5.0,5.0,5.0,4.991603960396041,5.0,4.97,5.0
3,5.0,5.0,5.0,5.0,4.967495049504952,4.97,4.963,4.97
4,5.0,5.0,5.0,5.0,4.958960396039602,4.963,4.955,4.959
5,5.0,5.0,5.0,5.0,4.941435643564356,4.955,4.908,4.955
6,5.0,5.0,5.0,5.0,4.887910891089107,4.908,4.876,4.876
7,5.0,5.0,5.0,5.0,4.875999999999999,4.876,4.876,4.876
8,5.0,5.0,5.0,5.0,4.875999999999999,4.876,4.876,4.876
9,4.856148514851486,5.0,4.305,5.0,4.933445544554455,5.021,4.71,5.0
10,4.057386138613861,4.305,3.963,4.027,4.350485148514853,4.763,4.132,4.23
11,4.0073333333333325,4.027,3.932,4.01,3.804676767676767,4.204,3.214,3.754
12,3.950673267326733,4.004,3.932,3.932,2.977564356435643,3.209,2.535,3.087
13,3.945178217821783,4.01,3.523,4.004,2.926227722772277,3.026,2.883,2.923
14,3.530495049504952,3.533,3.523,3.533,2.9859009900990086,3.026,2.977,2.977
15,3.562742574257426,3.601,3.533,3.561,2.9529603960396043,2.977,2.942,2.944
16,3.6026831683168328,3.603,3.601,3.603,2.940811881188118,2.942,2.929,2.942
17,3.6071089108910885,3.611,3.603,3.607,2.916188118811882,2.929,2.896,2.925
18,3.610999999999999,3.611,3.611,3.611,2.896000000000001,2.896,2.896,2.896
19,3.610999999999999,3.611,3.611,3.611,2.894009900990098,2.896,2.893,2.893
20,3.615623762376237,3.616,3.611,3.616,2.88538613861386,2.893,2.885,2.885
21,3.616554455445546,3.619,3.616,3.616,2.881059405940593,2.885,2.876,2.885
22,3.61949504950495,3.62,3.619,3.619,2.8749405940594066,2.876,2.874,2.874
23,3.62,3.62,3.62,3.62,2.9134356435643567,3.019,2.874,2.903
24,3.3216435643564357,3.62,3.145,3.406,3.605693069306932,3.921,3.019,3.627
25,3.217821782178218,3.224,3.2,3.224,3.434000000000001,3.434,3.434,3.434
26,3.2239999999999998,3.224,3.224,3.224,3.4255247524752486,3.434,3.367,3.434
27,3.232633663366337,3.235,3.224,3.235,3.3670000000000004,3.367,3.367,3.367
28,3.235900990099009,3.236,3.235,3.236,3.3670000000000004,3.367,3.367,3.367
29,3.235999999999999,3.236,3.236,3.236,3.3670000000000004,3.367,3.367,3.367
30,3.235999999999999,3.236,3.236,3.236,3.3670000000000004,3.367,3.367,3.367
31,3.2857524752475236,3.294,3.236,3.294,3.154950495049506,3.367,3.056,3.095
32,3.2939999999999987,3.294,3.294,3.294,3.0946899999999995,3.096,3.087,3.095
