Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2,4.922554455445544,5.0,4.695,5.0,5.052831683168316,5.22,5.0,5.0
3,4.465326732673268,4.846,3.983,4.338,5.179524752475248,5.24,5.003,5.222
4,4.396544554455445,4.776,4.095,4.338,4.500069306930693,5.244,3.896,4.399
5,4.812821782178216,4.83,4.776,4.811,3.8306237623762374,3.896,3.808,3.827
6,4.96309900990099,5.053,4.83,4.957,3.903722772277227,4.111,3.844,3.854
7,5.138227722772278,5.253,5.053,5.143,4.095297029702971,4.111,4.095,4.095
8,5.315613861386138,5.351,5.253,5.351,4.191485148514851,4.238,4.095,4.238
9,5.370702970297028,5.4,5.351,5.367,4.208544554455445,4.238,4.147,4.238
10,5.496554455445544,5.67,5.4,5.479,4.108841584158415,4.147,3.965,4.143
11,5.670633663366335,5.728,5.549,5.696,3.842475247524753,3.965,3.674,3.895
12,5.779653465346533,5.803,5.728,5.773,3.7185643564356425,3.733,3.711,3.711
13,5.797574257425743,5.884,5.731,5.774,4.102336633663367,4.219,3.733,4.134
14,5.835138613861386,5.85,5.789,5.85,4.201881188118811,4.241,4.156,4.21
15,5.759960396039603,5.884,5.562,5.822,3.97008910891089,4.314,3.768,3.884
16,5.798435643564353,5.838,5.526,5.835,3.7550990099009893,3.768,3.682,3.759
17,5.416970297029701,5.526,5.385,5.391,3.561455445544555,3.682,3.521,3.561
18,5.383386138613859,5.385,5.382,5.383,3.513366336633665,3.521,3.499,3.521
19,5.376435643564355,5.382,5.356,5.382,3.475168316831683,3.499,3.464,3.472
20,5.4927623762376205,5.555,5.356,5.537,3.463999999999999,3.464,3.464,3.464
21,5.537831683168317,5.555,5.496,5.535,3.443237623762376,3.464,3.395,3.443
22,5.126752475247526,5.496,5.109,5.109,3.3398910891089115,3.395,3.317,3.349
23,5.1312277227722785,5.133,5.12,5.133,3.3863762376237636,3.387,3.372,3.387
24,5.148148514851485,5.235,5.133,5.133,3.407762376237623,3.568,3.384,3.384
25,5.235158415841584,5.236,5.235,5.235,3.612168316831683,3.8,3.536,3.568
26,5.239603960396042,5.24,5.236,5.24,3.8327029702970297,3.9,3.8,3.808
27,5.240000000000001,5.24,5.24,5.24,3.9812673267326724,4.14,3.843,3.934
28,5.2078811881188125,5.24,5.19,5.2,3.8594158415841577,4.14,3.707,3.799
29,5.19,5.19,5.19,5.19,3.7061188118811885,3.742,3.693,3.702
30,5.19,5.19,5.19,5.19,4.031752475247526,4.136,3.742,4.136
31,5.19,5.19,5.19,5.19,3.871475247524753,4.086,3.839,3.849
32,5.19,5.19,5.19,5.19,3.829782178217821,4.258,3.806,3.806
33,5.186,5.19,5.182,5.186,4.395,4.532,4.258,4.395
