Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.057000000000002,5.057,5.057,5.057
2,5.0,5.0,5.0,5.0,5.057000000000002,5.057,5.057,5.057
3,5.0,5.0,5.0,5.0,5.057000000000002,5.057,5.057,5.057
4,5.0,5.0,5.0,5.0,5.057000000000002,5.057,5.057,5.057
5,5.0,5.0,5.0,5.0,5.057000000000002,5.057,5.057,5.057
6,5.0,5.0,5.0,5.0,5.057000000000002,5.057,5.057,5.057
7,5.0,5.0,5.0,5.0,5.057000000000002,5.057,5.057,5.057
8,5.0,5.0,5.0,5.0,5.057000000000002,5.057,5.057,5.057
9,5.0,5.0,5.0,5.0,5.057000000000002,5.057,5.057,5.057
10,5.16441584158416,5.916,5.0,5.0,5.061960396039606,5.255,5.0,5.057
11,5.775504950495048,5.916,5.747,5.769,5.383425742574257,5.413,5.255,5.403
12,5.735405940594061,5.747,5.734,5.734,5.422148514851485,5.448,5.413,5.413
13,5.735544554455449,5.75,5.734,5.734,5.472049504950494,5.491,5.448,5.476
14,5.75,5.75,5.75,5.75,5.491485148514854,5.493,5.491,5.491
15,5.755405940594056,5.757,5.75,5.757,5.495693069306934,5.498,5.493,5.498
16,5.770554455445545,5.835,5.757,5.76,5.503613861386137,5.515,5.498,5.498
17,5.876554455445545,5.948,5.835,5.87,5.527772277227725,5.544,5.515,5.528
18,6.004217821782177,6.015,5.948,6.011,5.550584158415843,5.552,5.544,5.552
19,5.259792079207921,6.015,5.0,5.0,5.125376237623763,5.552,5.0,5.0
20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
28,5.076871287128713,5.301,5.0,5.0,4.588861386138613,5.0,3.933,5.0
29,5.072,5.072,5.072,5.072,4.031732673267327,4.077,3.936,4.039
30,5.072,5.072,5.072,5.072,4.089544554455446,4.095,4.077,4.093
31,5.072,5.072,5.072,5.072,4.095000000000001,4.095,4.095,4.095
32,5.072,5.072,5.072,5.072,4.095237623762376,4.101,4.095,4.095
33,5.072,5.072,5.072,5.072,4.101,4.101,4.101,4.101
