Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4,4.5792871287128705,5.0,4.526,4.526,5.018247524752476,5.132,4.989,4.998
5,4.525999999999999,4.526,4.526,4.526,5.015930693069305,5.02,5.011,5.014
6,4.525999999999999,4.526,4.526,4.526,5.0199405940594035,5.02,5.014,5.02
7,4.526227722772276,4.543,4.526,4.526,4.460128712871287,5.014,4.183,4.32
8,4.8187623762376255,4.99,4.543,4.733,4.464544554455445,4.58,4.289,4.419
9,4.989138613861387,4.99,4.967,4.99,4.581455445544552,4.604,4.58,4.58
10,4.832584158415842,4.967,4.468,4.925,4.620485148514851,4.629,4.604,4.625
11,4.014445544554456,4.468,3.841,3.875,4.550653465346533,4.618,4.467,4.553
12,3.838326732673268,3.841,3.838,3.838,4.567841584158416,4.571,4.553,4.571
13,3.8200396039603963,3.838,3.815,3.821,4.5896633663366355,4.593,4.571,4.593
14,3.630257425742575,3.815,3.259,3.797,4.64460396039604,4.797,4.593,4.602
15,3.508653465346535,3.509,3.478,3.509,4.83721782178218,4.841,4.797,4.841
16,3.5090000000000003,3.509,3.509,3.509,4.841000000000001,4.841,4.841,4.841
17,3.5090000000000003,3.509,3.509,3.509,4.841000000000001,4.841,4.841,4.841
18,3.5090000000000003,3.509,3.509,3.509,4.843257425742575,4.845,4.841,4.845
19,3.5659009900990086,3.811,3.509,3.517,4.871207920792079,4.964,4.845,4.845
20,3.810999999999999,3.811,3.811,3.811,4.9639999999999995,4.964,4.964,4.964
21,3.810999999999999,3.811,3.811,3.811,4.964277227722772,4.966,4.964,4.964
22,3.497732673267325,3.811,3.268,3.515,5.028534653465345,5.085,4.966,5.025
23,3.267999999999999,3.268,3.268,3.268,5.020663366336633,5.025,5.019,5.019
24,3.2680000000000002,3.268,3.268,3.268,5.016684931506849,5.019,5.016,5.016
