Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2,5.362049504950493,6.001,5.0,5.064,5.021237623762374,5.184,4.913,5.0
3,6.008861386138615,6.35,5.735,6.079,5.230445544554456,5.452,5.001,5.21
4,6.3952574257425745,6.459,6.307,6.405,5.542999999999999,5.838,5.426,5.471
5,6.271920792079207,6.307,6.252,6.252,5.748257425742574,5.926,5.668,5.677
6,6.464544554455445,6.916,6.252,6.401,5.77420792079208,6.038,5.668,5.76
7,6.941594059405941,6.956,6.916,6.942,6.168772277227723,6.23,6.038,6.168
8,6.868584158415843,6.927,6.644,6.927,6.030029702970299,6.23,5.379,6.2
9,6.790772277227722,7.044,6.342,6.902,4.677920792079209,5.379,4.252,4.536
10,6.693178217821782,6.749,6.615,6.745,5.22440594059406,5.51,4.704,5.266
11,6.6295841584158435,6.672,6.615,6.615,5.601207920792077,5.666,5.4,5.599
12,7.1129801980198,7.294,6.626,7.175,5.512475247524754,5.662,5.236,5.535
13,7.104138613861386,7.39,6.925,7.114,5.355376237623761,5.417,5.129,5.391
14,7.389999999999999,7.39,7.39,7.39,5.152960396039603,5.262,5.127,5.151
15,7.3109504950495054,7.39,6.947,7.39,5.118792079207921,5.127,5.016,5.127
16,6.798841584158415,6.947,6.445,6.801,4.800415841584158,5.016,4.464,4.998
17,6.540742574257428,6.663,6.469,6.584,4.324168316831683,4.83,3.856,4.293
18,6.7038415841584165,6.74,6.663,6.688,4.828475247524753,4.972,4.74,4.745
19,6.560069306930692,6.688,6.362,6.609,4.391722772277228,4.74,4.132,4.364
20,6.292663366336636,6.362,6.248,6.306,4.05709900990099,4.228,3.842,4.081
21,6.063831683168316,6.248,6.007,6.022,4.11329702970297,4.311,3.894,4.108
22,6.011188118811879,6.039,6.001,6.001,3.947138613861385,4.306,3.726,3.881
23,5.920287128712871,6.001,5.579,5.914,3.8455940594059403,4.159,3.722,3.787
24,5.299356164383561,5.579,5.166,5.249,3.8251643835616442,4.041,3.668,3.804
