Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4,5.0,5.0,5.0,5.0,5.0677524752475245,5.15,5.0,5.05
5,4.782029702970296,5.0,4.557,4.808,4.49791089108911,5.0,4.362,4.375
6,4.758683168316834,4.784,4.749,4.749,4.344049504950493,4.376,4.271,4.376
7,5.18661386138614,5.361,4.749,5.231,4.170386138613861,4.376,4.061,4.136
8,5.36294059405941,5.363,5.361,5.363,4.172841584158417,4.173,4.164,4.173
9,5.363000000000003,5.363,5.363,5.363,4.225158415841585,4.31,4.173,4.224
10,5.363079207920793,5.367,5.363,5.363,4.351524752475247,4.472,4.31,4.316
11,5.406386138613861,5.409,5.367,5.409,4.4719999999999995,4.472,4.472,4.472
12,5.398871287128716,5.409,5.397,5.397,4.614346534653465,4.632,4.472,4.632
13,5.4217623762376235,5.451,5.397,5.431,4.611722772277229,4.632,4.583,4.61
14,5.4510000000000005,5.451,5.451,5.451,4.5682772277227714,4.583,4.524,4.568
15,5.4510000000000005,5.451,5.451,5.451,4.499415841584158,4.524,4.46,4.499
16,5.424960396039604,5.451,5.423,5.423,4.251178217821782,4.46,4.176,4.219
17,5.423000000000001,5.423,5.423,5.423,4.26190099009901,4.272,4.224,4.27
18,5.447247524752479,5.45,5.423,5.45,4.296534653465348,4.316,4.264,4.306
19,5.326445544554456,5.45,5.212,5.237,4.399039603960397,4.458,4.264,4.453
20,5.212000000000001,5.212,5.212,5.212,4.529346534653465,4.572,4.458,4.561
21,5.212000000000001,5.212,5.212,5.212,4.562722772277229,4.631,4.516,4.55
22,5.1944300000000005,5.212,5.191,5.191,4.40276,4.521,4.327,4.432
23,5.183247524752477,5.191,5.182,5.182,4.416108910891089,4.541,4.304,4.392
24,5.182000000000001,5.182,5.182,5.182,4.553166666666666,4.56,4.486,4.56
