Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.032851485148515,5.093,5.016,5.016
2,4.994990099009902,5.0,4.942,5.0,4.949603960396039,5.016,4.638,5.0
3,4.843118811881188,4.942,4.76,4.862,4.404900990099011,4.638,4.158,4.443
4,4.735653465346534,4.76,4.703,4.738,4.06831683168317,4.158,3.997,4.071
5,4.64860396039604,4.703,4.608,4.633,3.840881188118812,3.997,3.68,3.841
6,4.556495049504949,4.608,4.373,4.56,3.568089108910891,3.68,3.203,3.551
7,4.356534653465347,4.373,4.353,4.354,2.9950495049504955,3.203,2.912,3.002
8,4.341227722772278,4.353,4.269,4.35,2.9523762376237634,3.002,2.636,3.002
9,4.369712871287128,4.381,4.269,4.381,2.6754554455445523,2.679,2.636,2.679
10,4.356930693069308,4.381,4.351,4.353,2.42570297029703,2.679,2.379,2.387
11,4.340306930693071,4.351,4.333,4.337,2.5050891089108904,2.521,2.407,2.511
12,4.332881188118812,4.333,4.331,4.333,2.5510495049504947,2.599,2.511,2.548
13,4.315910891089108,4.331,4.299,4.316,2.4937920792079207,2.613,2.326,2.452
14,4.298999999999999,4.299,4.299,4.299,2.557920792079208,2.61,2.444,2.559
15,4.298999999999999,4.299,4.299,4.299,2.550891089108912,2.591,2.526,2.557
16,4.298999999999999,4.299,4.299,4.299,2.5154455445544555,2.559,2.386,2.526
17,4.298999999999999,4.299,4.299,4.299,2.4096633663366345,2.467,2.352,2.397
18,4.297881188118811,4.299,4.294,4.299,2.478871287128713,2.576,2.26,2.529
19,4.276198019801981,4.294,4.267,4.267,2.1826633663366337,2.31,1.981,2.238
20,4.272900990099009,4.289,4.267,4.274,2.3660792079207913,2.402,2.301,2.362
21,4.300799999999999,4.323,4.289,4.294,2.43502,2.508,2.402,2.408
22,4.344079207920791,4.369,4.323,4.351,2.573306930693069,2.688,2.508,2.575
23,4.388752475247523,4.404,4.369,4.389,2.6369108910891086,2.688,2.572,2.645
24,4.404597222222222,4.417,4.404,4.404,2.4523888888888887,2.616,2.391,2.441
