Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.025554455445544,5.029,5.0,5.029
2,5.0,5.0,5.0,5.0,5.000316831683167,5.008,5.0,5.0
3,5.0,5.0,5.0,5.0,5.005257425742574,5.008,5.0,5.008
4,4.850029702970297,5.0,4.78,4.819,4.490356435643564,5.0,3.719,4.416
5,4.856029702970297,4.889,4.804,4.859,3.111247524752474,3.719,2.995,3.069
6,4.844,4.844,4.844,4.844,3.1944356435643577,3.196,3.164,3.196
7,4.735950495049505,4.844,4.528,4.833,3.1960000000000015,3.196,3.196,3.196
8,4.5280000000000005,4.528,4.528,4.528,3.169861386138616,3.196,3.148,3.161
9,4.369336633663366,4.528,4.238,4.349,3.114089108910891,3.15,3.075,3.139
10,4.2219207920792075,4.238,4.2,4.221,3.0202475247524756,3.075,2.988,3.015
11,4.180138613861386,4.2,4.016,4.194,2.9673465346534655,2.988,2.785,2.982
12,3.7992178217821784,4.016,3.731,3.793,2.487267326732673,2.785,2.356,2.474
13,3.728089108910892,3.731,3.728,3.728,2.201881188118812,2.356,2.153,2.198
14,3.7280000000000015,3.728,3.728,3.728,2.1263663366336636,2.153,2.096,2.136
15,3.7280000000000015,3.728,3.728,3.728,2.066425742574258,2.096,2.048,2.048
16,3.7242673267326736,3.728,3.719,3.728,2.058623762376237,2.064,2.048,2.064
17,3.6999603960396032,3.719,3.631,3.713,2.078772277227723,2.1,2.064,2.074
18,3.664138613861386,3.714,3.631,3.631,2.0324158415841582,2.1,1.867,2.048
19,3.69139603960396,3.692,3.69,3.692,2.1193465346534652,2.127,2.04,2.127
20,3.6794455445544556,3.69,3.469,3.688,2.1170891089108905,2.127,2.1,2.122
21,3.128178217821783,3.469,3.014,3.092,1.9768613861386137,2.1,1.88,1.944
22,3.1146138613861383,3.14,3.1,3.112,1.8686534653465348,1.898,1.815,1.869
23,3.1473762376237606,3.15,3.14,3.15,1.8055841584158416,1.815,1.792,1.802
24,3.1503835616438356,3.151,3.15,3.15,1.7724246575342462,1.792,1.76,1.761
