Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5,4.999811881188119,5.0,4.981,5.0,4.994643564356435,5.08,4.681,5.0
6,4.9730198019801986,4.981,4.962,4.981,3.5355148514851478,4.681,3.234,3.401
7,5.178227722772277,5.304,4.963,5.17,3.435356435643564,3.729,3.234,3.256
8,5.170000000000001,5.17,5.17,5.17,3.728999999999999,3.729,3.729,3.729
9,5.170000000000001,5.17,5.17,5.17,3.728999999999999,3.729,3.729,3.729
10,5.673188118811882,6.418,5.166,5.17,3.6133366336633665,3.729,3.472,3.713
11,6.522069306930696,6.767,6.33,6.418,3.409623762376237,3.566,3.247,3.466
12,6.767000000000003,6.767,6.767,6.767,3.259999999999998,3.26,3.26,3.26
13,6.733643564356438,6.767,6.729,6.729,3.3116039603960403,3.317,3.26,3.317
14,6.729000000000003,6.729,6.729,6.729,3.3170000000000006,3.317,3.317,3.317
15,6.72960396039604,6.749,6.729,6.729,3.3170000000000006,3.317,3.317,3.317
16,6.860524752475249,6.902,6.749,6.874,3.173039603960397,3.317,3.113,3.119
17,6.873524752475247,6.874,6.871,6.874,3.124000000000001,3.124,3.124,3.124
18,6.868425742574261,6.871,6.868,6.868,3.1293564356435644,3.137,3.124,3.124
19,6.8666435643564325,6.868,6.862,6.867,3.137,3.137,3.137,3.137
20,6.8619801980198005,6.862,6.86,6.862,3.137,3.137,3.137,3.137
21,6.857316831683168,6.86,6.85,6.86,3.137,3.137,3.137,3.137
22,6.843346534653468,6.85,6.831,6.843,3.137,3.137,3.137,3.137
23,6.929158415841582,6.958,6.831,6.958,3.3334158415841584,3.391,3.137,3.391
24,6.679602739726027,6.958,5.0,6.942,3.525287671232877,5.0,3.227,3.307
