Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.002019801980198,5.036,5.0,5.0
2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3,5.0,5.0,5.0,5.0,4.999930693069307,5.0,4.993,5.0
4,5.184811881188118,5.305,5.0,5.253,4.909267326732674,5.0,4.793,4.964
5,5.285069306930693,5.321,5.273,5.273,4.833811881188118,5.0,4.629,4.819
6,5.395099009900992,5.413,5.321,5.411,4.394415841584158,4.629,4.176,4.456
7,5.378861386138615,5.413,5.326,5.413,4.177455445544554,4.228,4.101,4.228
8,5.3260000000000005,5.326,5.326,5.326,4.101673267326733,4.105,4.101,4.101
9,5.23912871287129,5.326,5.219,5.219,4.1701881188118834,4.192,4.105,4.167
10,5.219000000000001,5.219,5.219,5.219,4.131277227722771,4.16,4.123,4.128
11,5.20990099009901,5.222,5.15,5.219,4.144257425742575,4.264,4.095,4.123
12,5.1635742574257435,5.196,5.106,5.194,3.9636633663366325,4.264,3.818,3.893
13,5.192108910891089,5.195,5.192,5.192,3.8130594059405944,3.818,3.813,3.813
14,5.190792079207922,5.192,5.19,5.19,3.813,3.813,3.813,3.813
15,5.189069306930694,5.19,5.188,5.19,3.813,3.813,3.813,3.813
16,5.184613861386137,5.188,5.161,5.188,3.7703267326732672,3.813,3.63,3.813
17,5.184019801980198,5.241,5.153,5.17,3.4982376237623756,3.63,3.383,3.475
18,5.2442079207920775,5.245,5.241,5.245,3.5529900990098997,3.626,3.383,3.611
19,5.239950495049505,5.242,5.239,5.239,3.6360099009901,3.658,3.626,3.626
20,5.235069306930692,5.239,5.227,5.235,3.6580000000000013,3.658,3.658,3.658
21,5.227,5.227,5.227,5.227,3.6564752475247513,3.658,3.649,3.656
22,5.210940594059407,5.227,5.21,5.21,3.5456732673267326,3.649,3.531,3.531
23,5.21,5.21,5.21,5.21,3.5309999999999997,3.531,3.531,3.531
24,5.209945205479452,5.21,5.206,5.21,3.51913698630137,3.694,3.48,3.524
