Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2,5.0024653465346525,5.004,4.975,5.004,3.779920792079206,5.0,3.289,3.407
3,5.004,5.004,5.004,5.004,3.0545940594059418,3.289,2.994,2.996
4,5.005564356435643,5.014,5.004,5.004,2.902465346534654,2.994,2.295,2.986
5,5.014000000000001,5.014,5.014,5.014,1.8933564356435648,2.295,1.828,1.862
6,5.014000000000001,5.014,5.014,5.014,1.776434343434344,1.828,1.696,1.808
7,4.941930693069307,5.014,4.398,5.014,1.6935049504950492,1.696,1.658,1.696
8,4.295168316831682,4.398,4.14,4.305,1.6250891089108908,1.658,1.605,1.613
9,3.913960396039604,4.14,3.82,3.82,1.6556732673267331,1.673,1.602,1.672
10,3.8199999999999994,3.82,3.82,3.82,1.673,1.673,1.673,1.673
11,3.8199999999999994,3.82,3.82,3.82,1.6039900990099007,1.673,1.579,1.589
12,3.817069306930694,3.82,3.777,3.82,1.524326732673267,1.589,1.242,1.538
13,3.77403,3.777,3.774,3.774,1.3731199999999995,1.403,1.242,1.38
14,3.7740000000000005,3.774,3.774,3.774,1.4126732673267322,1.447,1.252,1.447
15,3.497663366336634,3.774,3.266,3.359,1.344544554455446,1.394,1.289,1.341
16,3.266,3.266,3.266,3.266,1.3230000000000004,1.323,1.323,1.323
17,3.266,3.266,3.266,3.266,1.320940594059406,1.323,1.32,1.32
18,3.266,3.266,3.266,3.266,1.3199999999999998,1.32,1.32,1.32
19,3.266,3.266,3.266,3.266,1.3199999999999998,1.32,1.32,1.32
20,3.1815148514851486,3.772,2.649,3.266,1.923673267326733,2.45,1.32,2.081
21,2.6205940594059407,2.649,2.55,2.644,2.51269306930693,2.807,2.431,2.45
22,2.5336435643564363,2.55,2.52,2.536,2.8760495049504944,2.897,2.807,2.876
23,2.5081683168316826,2.52,2.486,2.508,2.9131980198019805,2.939,2.897,2.915
24,2.4412173913043467,2.486,2.42,2.42,3.039028985507247,3.127,2.939,3.05
