Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
8,5.000940594059406,5.019,5.0,5.0,4.968287128712872,5.0,4.585,5.0
9,4.923079207920793,5.056,4.245,5.019,3.92020792079208,4.585,3.718,3.799
10,3.8379504950495047,4.245,3.762,3.762,3.7089504950495042,3.846,3.691,3.691
11,3.7661782178217806,3.768,3.762,3.768,3.690999999999999,3.691,3.691,3.691
12,3.7698910891089117,3.776,3.768,3.77,3.690999999999999,3.691,3.691,3.691
13,3.7759999999999994,3.776,3.776,3.776,3.690999999999999,3.691,3.691,3.691
14,3.7759999999999994,3.776,3.776,3.776,3.690999999999999,3.691,3.691,3.691
15,3.7759999999999994,3.776,3.776,3.776,3.690999999999999,3.691,3.691,3.691
16,3.7759999999999994,3.776,3.776,3.776,3.690999999999999,3.691,3.691,3.691
17,3.7759999999999994,3.776,3.776,3.776,3.690999999999999,3.691,3.691,3.691
18,3.7732673267326753,3.776,3.773,3.773,3.690999999999999,3.691,3.691,3.691
19,3.7684554455445536,3.773,3.751,3.77,3.690999999999999,3.691,3.691,3.691
20,3.745207920792078,3.751,3.736,3.747,3.687871287128712,3.691,3.676,3.691
21,3.735999999999999,3.736,3.736,3.736,3.6760000000000006,3.676,3.676,3.676
22,3.735999999999999,3.736,3.736,3.736,3.6760000000000006,3.676,3.676,3.676
23,3.735999999999999,3.736,3.736,3.736,3.6785300000000007,3.684,3.676,3.676
24,3.736,3.736,3.736,3.736,3.6894444444444443,3.69,3.684,3.69
