Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2,5.02381188118812,5.23,5.0,5.0,5.080148514851484,5.427,5.0,5.0
3,5.298603960396041,5.38,5.23,5.254,5.398643564356435,5.533,5.231,5.415
4,5.3051386138613825,5.38,5.261,5.282,5.161564356435643,5.231,5.0,5.159
5,5.2036732673267325,5.261,5.159,5.215,5.0,5.0,5.0,5.0
6,5.0400495049504945,5.189,5.0,5.0,5.0,5.0,5.0,5.0
7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
8,5.001257425742575,5.028,5.0,5.0,5.0,5.0,5.0,5.0
9,5.253257425742574,5.419,5.028,5.269,5.240188118811883,5.48,5.0,5.248
10,5.4371485148514855,5.441,5.419,5.437,5.480000000000002,5.48,5.48,5.48
11,5.4410000000000025,5.441,5.441,5.441,5.478405940594063,5.48,5.464,5.48
12,5.453762376237622,5.573,5.441,5.442,5.491257425742574,5.786,5.464,5.464
13,4.9226336633663355,5.573,4.64,4.798,6.220514851485147,6.439,5.786,6.262
14,4.728544554455445,4.975,4.48,4.64,6.588128712871284,6.632,6.439,6.61
15,4.723455445544555,4.965,4.338,4.857,6.67851485148515,6.782,6.632,6.632
16,4.3518217821782175,4.739,4.102,4.237,6.776891089108914,6.889,6.662,6.787
17,4.817445544554455,4.868,4.739,4.818,6.851772277227724,6.895,6.662,6.863
18,4.904138613861387,4.968,4.868,4.892,6.648405940594057,6.817,6.334,6.677
19,5.243821782178219,5.398,4.968,5.319,5.735089108910891,6.334,5.412,5.654
20,5.460524752475247,5.467,5.398,5.467,5.712415841584158,5.792,5.662,5.702
21,5.4418019801980195,5.487,5.304,5.477,5.818099009900991,5.822,5.792,5.822
22,5.25458415841584,5.304,5.251,5.251,5.822000000000002,5.822,5.822,5.822
23,5.281762376237626,5.296,5.255,5.286,5.822000000000002,5.822,5.822,5.822
24,4.9384554455445535,5.319,4.513,5.023,6.306752475247525,6.525,5.822,6.417
25,4.567405940594059,4.836,4.423,4.483,6.839861386138611,6.895,6.525,6.881
26,4.663554455445543,4.784,4.647,4.647,6.830653465346536,6.872,6.82,6.821
27,4.689366336633661,4.782,4.647,4.647,6.769742574257425,6.85,6.596,6.82
28,4.6621386138613845,4.782,4.631,4.631,7.051504950495049,7.086,6.85,7.086
29,4.633514851485149,4.637,4.631,4.631,7.084099009900988,7.086,7.082,7.085
30,4.720118811881188,4.752,4.637,4.736,6.861059405940595,7.082,6.806,6.811
31,4.766940594059405,4.815,4.752,4.753,6.792108910891092,6.806,6.743,6.8
32,4.898079207920793,5.398,4.815,4.817,6.26772277227723,6.743,5.368,6.352
33,5.419158415841585,5.427,5.398,5.427,5.291940594059404,5.368,5.262,5.262
34,5.386534653465345,5.545,5.227,5.427,5.31680198019802,5.432,5.255,5.262
35,5.714336633663366,5.789,5.545,5.789,5.340663366336634,5.432,5.321,5.321
36,5.7793069306930684,5.789,5.685,5.789,5.344198019801979,5.524,5.321,5.321
37,5.7006534653465355,5.853,5.621,5.694,5.9087623762376245,6.061,5.524,6.001
38,5.854683168316835,5.855,5.853,5.855,6.1323663366336625,6.332,6.061,6.061
39,5.855000000000002,5.855,5.855,5.855,6.331999999999999,6.332,6.332,6.332
40,5.826775,5.855,5.818,5.818,6.330450000000001,6.332,6.316,6.332
