Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,4.999584158415843,5.12,4.956,5.0,5.558376237623764,6.57,5.0,5.0
2,4.960831683168316,4.965,4.956,4.962,6.565851485148518,6.638,6.522,6.561
3,4.965,4.965,4.965,4.965,6.398128712871287,6.522,6.259,6.48
4,4.987871287128713,5.0,4.965,5.0,5.312871287128713,6.259,5.0,5.0
5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
8,5.0293168316831665,5.039,5.0,5.034,3.7976831683168313,5.0,3.449,3.477
9,5.012732673267327,5.044,5.0,5.0,4.418217821782179,5.0,3.449,5.0
10,4.999782178217822,5.0,4.978,5.0,5.011722772277228,5.283,5.0,5.0
11,5.020079207920791,5.05,4.978,5.05,6.11828712871287,6.376,5.283,6.315
12,5.04210891089109,5.133,4.463,5.1,6.777702970297028,7.15,6.376,6.897
13,3.75549504950495,4.463,3.457,3.625,7.294316831683167,7.358,7.15,7.311
14,3.4478613861386154,3.457,3.446,3.446,7.358485148514853,7.363,7.358,7.358
15,2.680297029702969,3.446,2.205,2.382,7.811445544554453,8.045,7.363,7.988
16,2.1975049504950506,2.205,2.193,2.193,8.061930693069304,8.069,8.045,8.065
17,2.1926336633663372,2.193,2.192,2.193,8.076980198019802,8.087,8.069,8.076
18,2.1920000000000006,2.192,2.192,2.192,8.087000000000002,8.087,8.087,8.087
19,4.6894851485148505,5.0,2.192,5.0,5.48828712871287,8.087,5.0,5.078
20,4.5780099009901,4.748,4.507,4.531,5.32908910891089,5.367,5.303,5.323
21,4.6780396039603955,5.0,4.507,4.507,5.13149504950495,5.367,4.278,5.367
22,4.970287128712871,5.0,4.888,5.0,4.812148514851485,5.0,4.261,5.0
23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
24,4.733673267326733,5.0,4.387,4.918,5.724445544554456,6.614,5.0,5.427
25,4.387,4.387,4.387,4.387,6.622217821782181,6.623,6.614,6.623
26,4.387,4.387,4.387,4.387,6.624970297029702,6.659,6.623,6.623
27,4.0327524752475234,4.387,3.292,4.376,7.299603960396039,8.102,6.659,7.369
28,3.284673267326731,3.292,3.284,3.284,7.757821782178216,7.803,7.62,7.765
29,3.283999999999999,3.284,3.284,3.284,7.8069306930693045,7.809,7.803,7.809
30,3.283999999999999,3.284,3.284,3.284,7.81139603960396,7.812,7.809,7.812
31,3.1011188118811868,3.284,2.614,3.284,7.881554455445545,8.039,7.812,7.812
32,2.202326732673267,2.709,1.97,2.071,8.350326732673267,8.394,8.039,8.389
33,2.542990099009901,2.543,2.542,2.543,8.361000000000002,8.361,8.361,8.361
34,2.5429999999999997,2.543,2.543,2.543,8.361000000000002,8.361,8.361,8.361
35,2.5429999999999997,2.543,2.543,2.543,8.361000000000002,8.361,8.361,8.361
36,2.5429999999999997,2.543,2.543,2.543,8.361000000000002,8.361,8.361,8.361
37,2.5429999999999997,2.543,2.543,2.543,8.361000000000002,8.361,8.361,8.361
38,2.5429999999999997,2.543,2.543,2.543,8.361000000000002,8.361,8.361,8.361
39,2.5429999999999997,2.543,2.543,2.543,8.361000000000002,8.361,8.361,8.361
40,2.543,2.543,2.543,2.543,8.361,8.361,8.361,8.361
