Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,4.984613861386138,5.0,4.892,5.0,5.151712871287128,5.526,5.0,5.0
2,4.874910000000001,4.892,4.85,4.876,5.589850000000001,5.673,5.526,5.580500000000001
3,4.815237623762377,4.85,4.797,4.797,5.777871287128713,5.85,5.677,5.817
4,4.769693069306931,4.797,4.729,4.777,5.990950495049505,6.168,5.85,5.966
5,4.699079207920792,4.729,4.687,4.701,6.435207920792081,6.542,6.168,6.493
6,4.687,4.687,4.687,4.687,6.525514851485152,6.542,6.517,6.522
7,4.682663366336634,4.687,4.666,4.687,6.596722772277227,6.718,6.541,6.566
8,4.610029702970298,4.666,4.579,4.598,6.932871287128713,7.063,6.718,6.984
9,4.300188118811882,4.579,3.956,4.375,7.348178217821783,7.756,7.063,7.389
10,3.5620792079207915,3.956,3.358,3.386,8.031,8.332,7.756,7.98
11,3.324831683168316,3.358,3.244,3.319,8.603039603960394,8.886,8.332,8.551
12,3.2119405940594055,3.244,3.209,3.209,8.855811881188119,8.969,8.822,8.837
13,2.3756930693069296,3.215,2.023,2.08,9.43319801980198,9.5,8.88,9.5
14,1.9769900990099012,2.09,1.94,1.94,9.5,9.5,9.5,9.5
15,1.94,1.94,1.94,1.94,9.5,9.5,9.5,9.5
16,1.6286732673267328,1.94,1.215,1.838,9.5,9.5,9.5,9.5
17,1.478712871287129,1.49,1.37,1.49,9.5,9.5,9.5,9.5
18,1.4900000000000004,1.49,1.49,1.49,9.5,9.5,9.5,9.5
19,1.7588712871287133,1.942,1.49,1.788,9.5,9.5,9.5,9.5
20,1.847524752475247,2.008,1.581,1.953,9.5,9.5,9.5,9.5
21,1.5809999999999993,1.581,1.581,1.581,9.5,9.5,9.5,9.5
22,1.578207920792079,1.581,1.577,1.577,9.5,9.5,9.5,9.5
23,1.577,1.577,1.577,1.577,9.5,9.5,9.5,9.5
24,1.6929504950495045,1.755,1.574,1.754,9.5,9.5,9.5,9.5
25,1.7530693069306922,1.754,1.753,1.753,9.5,9.5,9.5,9.5
26,1.7032772277227726,1.753,1.532,1.739,9.5,9.5,9.5,9.5
27,1.5320000000000005,1.532,1.532,1.532,9.5,9.5,9.5,9.5
28,1.5975940594059403,1.751,1.532,1.532,9.5,9.5,9.5,9.5
29,1.8337128712871291,1.979,1.751,1.806,9.414732673267327,9.5,9.134,9.5
30,1.987237623762376,2.005,1.979,1.983,8.980554455445546,9.134,8.64,9.071
31,2.0018118811881185,2.009,1.999,1.999,8.705,8.753,8.572,8.746
32,2.0,2.0,2.0,2.0,8.740524752475247,8.741,8.74,8.741
33,2.027287128712871,2.224,2.0,2.0,8.688386138613861,8.74,8.471,8.735
34,2.4522475247524764,2.46,2.224,2.46,8.43546534653465,8.471,8.433,8.433
35,2.4594752475247526,2.46,2.458,2.46,8.43868316831683,8.458,8.433,8.433
36,2.457564356435643,2.458,2.456,2.458,8.47291089108911,8.5,8.458,8.468
37,2.455999999999999,2.456,2.456,2.456,8.5,8.5,8.5,8.5
38,2.455999999999999,2.456,2.456,2.456,8.5,8.5,8.5,8.5
39,2.455999999999999,2.456,2.456,2.456,8.5,8.5,8.5,8.5
40,2.4560000000000004,2.456,2.456,2.456,8.5,8.5,8.5,8.5
