Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3,5.0,5.0,5.0,5.0,5.009821782178218,5.05,5.0,5.0
4,4.995168316831684,5.009,4.975,5.0,5.23468316831683,5.478,5.0,5.171
5,4.9189207920792075,5.009,4.834,4.926,5.480089108910891,5.523,5.478,5.478
6,4.765663366336634,4.834,4.621,4.782,5.6313465346534635,5.843,5.523,5.6
7,4.536534653465346,4.621,4.43,4.538,5.912099009900991,5.984,5.843,5.922
8,4.274049504950495,4.43,4.05,4.303,6.13730693069307,6.375,5.984,6.061
9,3.950623762376236,4.05,3.907,3.922,6.4374950495049506,6.481,6.375,6.448
10,3.865841584158416,3.907,3.835,3.87,6.508,6.538,6.481,6.494
11,3.7866336633663367,3.835,3.76,3.77,6.590930693069307,6.624,6.538,6.607
12,3.460475247524753,3.76,2.644,3.73,6.79770297029703,7.493,6.624,6.637
13,2.430029702970297,2.644,2.409,2.409,7.869574257425744,7.945,7.493,7.934
14,2.6846930693069297,2.686,2.572,2.686,7.945,7.945,7.945,7.945
15,2.685999999999999,2.686,2.686,2.686,7.9454455445544525,7.953,7.945,7.945
16,2.685999999999999,2.686,2.686,2.686,7.960267326732673,7.961,7.953,7.96
17,2.685999999999999,2.686,2.686,2.686,7.9624851485148485,7.963,7.961,7.963
18,2.685999999999999,2.686,2.686,2.686,7.9629999999999965,7.963,7.963,7.963
19,2.8002475247524763,2.994,2.686,2.725,7.895930693069309,7.963,7.82,7.89
20,3.188485148514851,3.331,2.994,3.196,7.804712871287128,7.82,7.78,7.8
21,3.3404356435643576,3.345,3.331,3.339,7.774158415841583,7.78,7.774,7.774
22,3.3620495049504955,3.406,3.345,3.362,7.773613861386136,7.774,7.771,7.774
23,3.3407916666666666,3.406,3.299,3.315,7.951875,8.006,7.771,8.006
24,2.9850699999999994,3.299,2.936,2.936,8.075750000000001,8.093,8.006,8.093
25,2.935999999999999,2.936,2.936,2.936,8.093,8.093,8.093,8.093
26,2.935999999999999,2.936,2.936,2.936,8.093,8.093,8.093,8.093
27,2.918227722772277,2.936,2.914,2.914,8.093,8.093,8.093,8.093
28,2.9099603960396028,2.914,2.907,2.91,8.093,8.093,8.093,8.093
29,2.9078910891089116,2.933,2.907,2.907,8.092049504950499,8.093,8.071,8.093
30,3.6048061224489802,3.982,2.933,3.5925000000000002,7.9580408163265295,8.071,7.949,7.949
31,3.771297029702969,3.982,3.727,3.749,8.204039603960396,8.226,7.986,8.226
32,3.678752475247524,3.727,3.671,3.671,8.299128712871283,8.314,8.226,8.314
33,3.6709999999999994,3.671,3.671,3.671,8.302594059405944,8.314,8.301,8.301
34,3.6709999999999994,3.671,3.671,3.671,8.299970297029704,8.301,8.299,8.299
35,3.6709999999999994,3.671,3.671,3.671,8.299000000000001,8.299,8.299,8.299
36,3.6709999999999994,3.671,3.671,3.671,8.299000000000001,8.299,8.299,8.299
37,3.6709999999999994,3.671,3.671,3.671,8.297801980198019,8.299,8.295,8.299
38,3.679702970297031,3.708,3.671,3.674,8.139792079207918,8.295,7.934,8.138
39,3.7091287128712866,3.711,3.708,3.708,7.9339999999999975,7.934,7.934,7.934
40,3.7109999999999994,3.711,3.711,3.711,7.932464285714286,7.934,7.929,7.934
