Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,4.513752475247526,5.0,4.172,4.221,5.0843465346534655,5.38,4.771,5.0
2,4.172,4.172,4.172,4.172,5.477108910891089,5.58,5.38,5.469
3,4.199980198019803,4.226,4.172,4.207,5.686940594059404,5.742,5.58,5.691
4,4.235257425742573,4.236,4.226,4.236,5.734118811881188,5.742,5.701,5.742
5,4.179534653465346,4.236,4.132,4.164,5.452742574257426,5.701,5.143,5.435
6,4.28391089108911,4.333,4.132,4.305,5.049039603960394,5.143,4.998,5.007
7,4.339930693069308,4.344,4.333,4.34,4.903198019801981,4.998,4.637,4.998
8,4.315019801980199,4.344,4.124,4.344,4.688049504950496,5.333,4.581,4.581
9,3.8339504950495056,4.124,3.545,3.784,5.748029702970298,6.15,5.333,5.783
10,3.381762376237624,3.545,3.32,3.36,6.366841584158418,6.48,6.15,6.391
11,3.0893861386138624,3.32,2.793,3.14,6.623910891089109,6.837,6.48,6.594
12,2.486316831683168,3.818,0.5,2.793,7.469960396039603,9.406,6.31,7.017
13,1.7902376237623758,2.169,1.331,1.859,8.03988118811881,8.776,7.289,8.174
14,1.3752970297029705,1.449,1.108,1.408,8.566079207920794,8.747,8.389,8.566
15,1.0965148514851484,1.438,0.831,1.042,8.690475247524754,8.765,8.642,8.671
16,0.7456138613861387,0.831,0.72,0.729,8.663712871287128,8.711,8.54,8.689
17,0.7306930693069306,0.741,0.718,0.73,8.679722772277223,8.756,8.54,8.697
18,0.9386435643564356,1.43,0.738,0.872,8.52016831683168,8.799,7.446,8.794
19,1.5365643564356437,1.624,1.43,1.543,6.4104158415841574,7.446,5.649,6.342
20,1.6751089108910897,1.795,1.441,1.747,5.970861386138613,6.747,5.535,5.856
21,1.638485148514851,1.747,1.602,1.619,7.016653465346536,7.095,6.747,7.06
22,1.5821188118811877,1.602,1.558,1.588,7.053663366336634,7.109,6.94,7.095
23,1.5579999999999998,1.558,1.558,1.558,7.020168316831683,7.025,7.002,7.025
24,1.2172376237623763,1.751,0.5,1.504,8.38392079207921,9.5,7.025,8.172
25,1.7842871287128714,1.816,1.751,1.782,7.785148514851485,8.099,7.38,7.948
26,1.7978699999999999,1.799,1.778,1.799,7.3683900000000015,7.773,7.331,7.331
27,1.612841584158416,1.778,1.559,1.582,7.6083267326732695,7.85,7.484,7.591
28,1.5573168316831694,1.559,1.556,1.556,7.50630693069307,7.524,7.483,7.524
29,1.559702970297029,1.576,1.552,1.556,7.4579603960396055,7.599,7.092,7.524
30,1.5759999999999998,1.576,1.576,1.576,7.056405940594059,7.092,7.052,7.052
31,1.7797722772277234,1.853,1.576,1.796,6.789316831683167,7.052,6.655,6.752
32,1.8530099009900998,1.854,1.853,1.853,6.633990099009901,6.655,6.542,6.655
33,1.949039603960396,1.959,1.854,1.959,6.8685940594059405,6.938,6.633,6.887
34,1.959,1.959,1.959,1.959,6.554777777777779,6.938,6.374,6.474
35,1.9599108910891092,1.961,1.959,1.959,6.351019801980198,6.367,6.332,6.355
36,2.0441782178217824,2.217,1.961,1.971,6.669653465346533,7.493,6.365,6.391
37,1.6258811881188113,1.995,1.421,1.631,7.537574257425741,7.934,7.201,7.484
38,1.3934257425742564,1.421,1.378,1.391,7.126702970297031,7.226,7.022,7.154
39,1.3254059405940595,1.378,1.303,1.308,6.8360495049504975,7.023,6.652,6.823
40,1.308324324324324,1.311,1.308,1.308,6.659459459459459,6.689,6.652,6.652
