Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,4.9864554455445536,5.0,4.924,5.0,5.11149504950495,5.276,5.0,5.1
2,4.916663366336635,4.924,4.884,4.924,5.314920792079208,5.412,5.276,5.302
3,4.865732673267327,4.884,4.851,4.871,5.5214554455445555,5.62,5.412,5.502
4,4.849198019801981,4.851,4.848,4.849,5.666366336633664,5.702,5.62,5.673
5,4.848,4.848,4.848,4.848,5.8057326732673245,5.9,5.702,5.802
6,4.880821782178219,4.958,4.848,4.848,6.073722772277229,6.338,5.9,6.052
7,4.958,4.958,4.958,4.958,6.395514851485149,6.423,6.338,6.389
8,4.958171717171717,4.962,4.958,4.958,6.471040404040403,6.526,6.423,6.479
9,4.975841584158417,4.99,4.962,4.973,6.63090099009901,6.734,6.531,6.634
10,4.9917821782178216,4.992,4.99,4.992,6.871079207920793,6.975,6.734,6.877
11,4.992079207920792,4.997,4.992,4.992,7.076405940594058,7.115,6.975,7.111
12,5.015811881188118,5.032,4.997,5.017,7.174118811881187,7.242,7.115,7.179
13,5.040504950495048,5.041,5.032,5.041,7.299851485148515,7.373,7.242,7.285
14,4.92284,5.041,4.822,4.914,7.57571,7.754,7.373,7.5825
15,4.4848,4.82,4.311,4.373,8.00844,8.097,7.754,8.085
16,4.291663366336635,4.311,4.235,4.299,8.223346534653466,8.401,8.097,8.236
17,4.218326732673266,4.235,4.214,4.214,8.464257425742572,8.516,8.401,8.472
18,4.211564356435644,4.214,4.196,4.214,8.546950495049506,8.562,8.516,8.549
19,4.303683168316831,4.618,4.191,4.211,8.526376237623762,8.562,8.411,8.562
20,4.870544554455447,4.951,4.618,4.938,8.402158415841585,8.411,8.402,8.402
21,4.949772277227722,4.951,4.938,4.951,8.390089108910892,8.496,8.267,8.4
22,4.935059405940595,4.938,4.935,4.935,8.244841584158413,8.267,8.216,8.245
23,4.918178217821783,4.935,4.874,4.935,8.050940594059405,8.216,7.833,8.074
24,4.676683168316831,4.874,4.5,4.58,7.847881188118811,7.876,7.82,7.85
25,4.5,4.5,4.5,4.5,7.876,7.876,7.876,7.876
26,4.5,4.5,4.5,4.5,7.876,7.876,7.876,7.876
27,4.5,4.5,4.5,4.5,7.876603960396037,7.877,7.876,7.877
28,4.5,4.5,4.5,4.5,7.876999999999996,7.877,7.877,7.877
29,4.5,4.5,4.5,4.5,7.876999999999997,7.877,7.877,7.877
30,4.5,4.5,4.5,4.5,7.865831683168317,7.877,7.861,7.861
31,4.538029702970297,4.577,4.5,4.552,7.547465346534653,7.861,7.216,7.505
32,4.595465346534654,4.627,4.577,4.596,7.04728712871287,7.216,6.758,7.045
33,4.699306930693068,4.739,4.627,4.72,6.334613861386139,6.758,6.115,6.181
34,4.750871287128712,4.765,4.739,4.749,6.0066138613861355,6.115,5.901,5.999
35,4.765633663366335,4.768,4.765,4.765,5.900148514851488,5.901,5.897,5.901
36,4.783237623762377,4.786,4.768,4.786,5.932089108910892,5.942,5.897,5.942
37,4.7860000000000005,4.786,4.786,4.786,5.942,5.942,5.942,5.942
38,4.882465346534653,4.976,4.786,4.894,6.166673267326731,6.338,5.942,6.236
39,4.984673267326734,4.99,4.976,4.99,6.543544554455443,6.65,6.338,6.569
40,4.990749999999999,4.991,4.99,4.991,6.654357142857143,6.656,6.65,6.656
