Video,Start,End,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd,gsrStart,gsrEnd,sktStart,sktEnd,bvpStart,bvpEnd,rspStart,rspEnd,emg_zygoStart,emg_zygoEnd,emg_coruStart,emg_coruEnd,emg_trapStart,emg_trapEnd
3,1330258,1335259,5.0,5.0,5.0,5.008,42.43,40.455,29.617,29.659,35.46,36.797,45.498,45.478,6.467,5.933,5.81,5.522,5.687,5.768
3,1335259,1340258,5.0,5.0,5.008,5.0,40.455,39.477,29.659,29.684,36.797,38.647,45.478,46.93,5.933,5.974,5.522,5.645,5.768,5.851
3,1340258,1345259,5.0,4.804,5.0,3.788,39.477,38.87,29.684,29.698,38.647,35.887,46.93,46.146,5.974,89.096,5.645,42.442,5.851,7.452
3,1345259,1350259,4.804,4.844,3.788,3.164,38.87,38.728,29.698,29.68,35.887,37.059,46.146,46.466,89.096,6.385,42.442,5.604,7.452,5.81
3,1350259,1355259,4.844,4.844,3.164,3.196,38.728,38.472,29.68,29.663,37.059,35.121,46.466,47.221,6.385,8.192,5.604,6.056,5.81,10.409
3,1355259,1360259,4.844,4.528,3.196,3.196,38.472,37.679,29.663,29.635,35.121,37.359,47.221,46.311,8.192,6.056,6.056,5.727,10.409,5.687
3,1360259,1365260,4.528,4.528,3.196,3.148,37.679,37.092,29.635,29.589,37.359,35.48,46.311,47.405,6.056,6.672,5.727,6.385,5.687,10.615
3,1365260,1370260,4.528,4.238,3.148,3.075,37.092,36.867,29.589,29.551,35.48,36.913,47.405,46.204,6.672,6.343,6.385,6.467,10.615,5.727
3,1370260,1375260,4.238,4.2,3.075,2.988,36.867,36.256,29.551,29.533,36.913,35.586,46.204,47.782,6.343,7.247,6.467,6.631,5.727,5.851
3,1375260,1380260,4.2,4.032,2.988,2.804,36.256,35.763,29.533,29.512,35.586,38.182,47.782,46.35,7.247,6.056,6.631,6.262,5.851,5.687
3,1380260,1385261,4.032,3.731,2.804,2.361,35.763,36.804,29.512,29.495,38.182,38.143,46.35,46.117,6.056,6.138,6.262,6.22,5.687,5.768
3,1385261,1390260,3.731,3.728,2.361,2.153,36.804,36.363,29.495,29.477,38.143,36.003,46.117,47.25,6.138,6.015,6.22,6.179,5.768,5.974
3,1390260,1395261,3.728,3.728,2.153,2.096,36.363,35.606,29.477,29.453,36.003,35.945,47.25,46.601,6.015,6.056,6.179,8.274,5.974,5.768
3,1395261,1400261,3.728,3.728,2.096,2.048,35.606,35.211,29.453,29.449,35.945,39.838,46.601,47.076,6.056,5.974,8.274,6.343,5.768,6.179
3,1400261,1405262,3.728,3.719,2.048,2.064,35.211,34.955,29.449,29.407,39.838,35.305,47.076,46.543,5.974,90.328,6.343,37.72,6.179,7.042
3,1405262,1410261,3.719,3.631,2.064,2.1,34.955,34.431,29.407,29.396,35.305,35.528,46.543,46.727,90.328,5.358,37.72,5.974,7.042,6.015
3,1410261,1415262,3.631,3.693,2.1,2.04,34.431,34.147,29.396,29.372,35.528,36.119,46.727,46.998,5.358,5.44,5.974,5.851,6.015,5.933
3,1415262,1420262,3.693,3.69,2.04,2.127,34.147,33.674,29.372,29.354,36.119,38.415,46.998,47.811,5.44,5.276,5.851,6.015,5.933,6.015
3,1420262,1425262,3.69,3.47,2.127,2.1,33.674,33.268,29.354,29.347,38.415,36.284,47.811,47.376,5.276,5.604,6.015,6.343,6.015,5.892
3,1425262,1430262,3.47,3.1,2.1,1.898,33.268,32.901,29.347,29.326,36.284,38.589,47.376,47.637,5.604,5.727,6.343,6.138,5.892,6.056
3,1430262,1435263,3.1,3.14,1.898,1.815,32.901,32.582,29.326,29.302,38.589,36.216,47.637,48.537,5.727,5.153,6.138,6.262,6.056,5.727
3,1435263,1440263,3.14,3.15,1.815,1.792,32.582,32.034,29.302,29.267,36.216,38.008,48.537,47.705,5.153,5.481,6.262,6.426,5.727,5.892
