Video,Start,End,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd,gsrStart,gsrEnd,sktStart,sktEnd,bvpStart,bvpEnd,rspStart,rspEnd,emg_zygoStart,emg_zygoEnd,emg_coruStart,emg_coruEnd,emg_trapStart,emg_trapEnd
3,1952801,1957802,5.0,5.0,5.0,5.0,26.893,26.861,24.471,24.471,34.695,36.468,31.908,32.082,4.824,4.742,6.302,6.302,13.49,13.859
3,1957802,1962802,5.0,5.0,5.0,5.0,26.861,26.628,24.471,24.474,36.468,36.71,32.082,31.869,4.742,4.701,6.302,6.302,13.859,13.571
3,1962802,1967802,5.0,5.036,5.0,4.207,26.628,26.191,24.474,24.478,36.71,35.741,31.869,32.285,4.701,4.824,6.302,6.138,13.571,13.531
3,1967802,1972802,5.036,5.036,4.207,4.092,26.191,26.001,24.478,24.478,35.741,35.209,32.285,32.547,4.824,4.865,6.138,6.015,13.531,13.982
3,1972802,1977803,5.036,5.036,4.092,4.081,26.001,25.934,24.478,24.481,35.209,35.877,32.547,32.518,4.865,10.163,6.015,6.385,13.982,13.202
3,1977803,1982802,5.036,5.036,4.081,4.081,25.934,25.647,24.481,24.485,35.877,34.995,32.518,32.072,10.163,4.783,6.385,6.385,13.202,13.038
3,1982802,1987803,5.036,5.036,4.081,4.045,25.647,25.248,24.485,24.485,34.995,35.47,32.072,32.043,4.783,4.824,6.385,6.262,13.038,13.448
3,1987803,1992803,5.036,5.017,4.045,4.0,25.248,25.103,24.485,24.485,35.47,37.514,32.043,32.518,4.824,4.701,6.262,6.302,13.448,13.079
3,1992803,1997804,5.017,4.99,4.0,3.945,25.103,24.862,24.485,24.495,37.514,38.105,32.518,32.159,4.701,4.742,6.302,6.22,13.079,13.448
3,1997804,2002803,4.99,4.956,3.945,3.907,24.862,24.811,24.495,24.492,38.105,34.143,32.159,32.324,4.742,4.783,6.22,6.262,13.448,13.777
3,2002803,2007804,4.956,4.949,3.907,3.907,24.811,24.48,24.492,24.495,34.143,36.981,32.324,32.237,4.783,4.701,6.262,6.302,13.777,12.996
3,2007804,2012804,4.949,4.936,3.907,3.872,24.48,24.369,24.495,24.513,36.981,34.269,32.237,32.15,4.701,4.742,6.302,6.22,12.996,13.613
3,2012804,2017804,4.936,4.931,3.872,3.851,24.369,24.109,24.513,24.527,34.269,36.226,32.15,32.334,4.742,4.701,6.22,6.138,13.613,13.407
3,2017804,2022803,4.931,4.924,3.851,3.851,24.109,23.951,24.527,24.544,36.226,33.833,32.334,32.121,4.701,4.742,6.138,6.302,13.407,13.531
3,2022803,2027804,4.924,4.924,3.851,3.711,23.951,23.514,24.544,24.565,33.833,38.066,32.121,33.079,4.742,5.44,6.302,6.343,13.531,13.366
3,2027804,2032804,4.924,4.964,3.711,3.604,23.514,23.589,24.565,24.583,38.066,37.485,33.079,32.101,5.44,4.824,6.343,6.343,13.366,13.038
3,2032804,2037804,4.964,4.964,3.604,3.604,23.589,23.218,24.583,24.601,37.485,37.097,32.101,32.227,4.824,4.742,6.343,6.138,13.038,13.531
3,2037804,2042804,4.964,4.963,3.604,3.604,23.218,23.21,24.601,24.618,37.097,35.586,32.227,32.411,4.742,4.824,6.138,6.138,13.531,18.787
3,2042804,2047805,4.963,4.961,3.604,3.617,23.21,23.052,24.618,24.629,35.586,34.385,32.411,32.14,4.824,4.947,6.138,6.138,18.787,13.654
3,2047805,2052804,4.961,4.951,3.617,3.658,23.052,22.855,24.629,24.646,34.385,36.749,32.14,32.121,4.947,4.742,6.138,6.22,13.654,13.407
3,2052804,2057805,4.951,4.951,3.658,3.658,22.855,22.705,24.646,24.671,36.749,36.119,32.121,32.353,4.742,4.742,6.22,6.015,13.407,13.941
3,2057805,2062805,4.951,4.949,3.658,3.658,22.705,22.52,24.671,24.674,36.119,35.567,32.353,32.111,4.742,4.906,6.015,6.179,13.941,13.202
