Video,Start,End,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd,gsrStart,gsrEnd,sktStart,sktEnd,bvpStart,bvpEnd,rspStart,rspEnd,emg_zygoStart,emg_zygoEnd,emg_coruStart,emg_coruEnd,emg_trapStart,emg_trapEnd
3,221538,226538,5.0,5.0,5.0,5.0,21.345,21.207,23.31,23.307,36.381,36.671,29.585,29.585,4.865,4.865,6.22,6.262,5.974,6.179
3,226538,231538,5.0,5.0,5.0,5.0,21.207,20.99,23.307,23.317,36.671,37.417,29.585,29.575,4.865,4.988,6.262,6.631,6.179,6.056
3,231538,236539,5.0,5.0,5.0,5.0,20.99,20.817,23.317,23.317,37.417,36.477,29.575,29.672,4.988,4.742,6.631,6.877,6.056,5.851
3,236539,241539,5.0,5.0,5.0,5.0,20.817,20.687,23.317,23.31,36.477,35.451,29.672,29.972,4.742,4.66,6.877,6.96,5.851,6.549
3,241539,246539,5.0,5.0,5.0,5.0,20.687,20.553,23.31,23.317,35.451,37.465,29.972,29.594,4.66,4.824,6.96,7.288,6.549,5.933
3,246539,251539,5.0,5.0,5.0,5.0,20.553,20.265,23.317,23.317,37.465,36.613,29.594,29.691,4.824,4.66,7.288,6.672,5.933,5.892
3,251539,256540,5.0,5.0,5.0,5.0,20.265,20.025,23.317,23.31,36.613,36.071,29.691,29.74,4.66,4.824,6.672,7.001,5.892,6.22
3,256540,261539,5.0,5.0,5.0,5.136,20.025,19.891,23.31,23.31,36.071,35.48,29.74,30.301,4.824,4.701,7.001,7.042,6.22,6.262
3,261539,266540,5.0,5.0,5.136,5.209,19.891,19.693,23.31,23.303,35.48,37.223,30.301,29.527,4.701,4.742,7.042,7.206,6.262,5.892
3,266540,271540,5.0,5.0,5.209,5.209,19.693,19.563,23.303,23.307,37.223,36.129,29.527,29.711,4.742,4.701,7.206,7.165,5.892,5.933
3,271540,276541,5.0,5.0,5.209,5.209,19.563,19.35,23.307,23.293,36.129,35.557,29.711,29.74,4.701,4.619,7.165,6.877,5.933,6.59
3,276541,281540,5.0,5.0,5.209,5.209,19.35,19.177,23.293,23.307,35.557,35.393,29.74,29.672,4.619,4.783,6.877,7.042,6.59,6.713
3,281540,286541,5.0,5.0,5.209,5.209,19.177,19.039,23.307,23.31,35.393,37.233,29.672,29.836,4.783,4.947,7.042,7.37,6.713,5.933
3,286541,291542,5.0,5.0,5.209,5.209,19.039,18.846,23.31,23.314,37.233,36.632,29.836,29.575,4.947,4.742,7.37,7.658,5.933,6.015
3,291542,296542,5.0,5.0,5.209,5.209,18.846,18.621,23.314,23.3,36.632,36.022,29.575,29.623,4.742,4.824,7.658,7.042,6.015,7.452
3,296542,301542,5.0,5.0,5.209,5.126,18.621,18.408,23.3,23.3,36.022,37.378,29.623,29.701,4.824,4.742,7.042,6.508,7.452,5.81
3,301542,306543,5.0,5.0,5.126,5.098,18.408,18.349,23.3,23.303,37.378,36.904,29.701,29.662,4.742,4.824,6.508,7.124,5.81,5.974
3,306543,311543,5.0,4.412,5.098,5.168,18.349,18.164,23.303,23.296,36.904,35.644,29.662,29.585,4.824,4.701,7.124,6.919,5.974,10.04
3,311543,316543,4.412,4.412,5.168,5.185,18.164,18.018,23.296,23.286,35.644,37.475,29.585,29.953,4.701,5.481,6.919,7.083,10.04,5.974
3,316543,321543,4.412,4.412,5.185,5.16,18.018,17.84,23.286,23.293,37.475,36.274,29.953,29.546,5.481,4.865,7.083,7.329,5.974,5.892
3,321543,326544,4.412,4.412,5.16,5.128,17.84,17.758,23.293,23.289,36.274,35.896,29.546,29.652,4.865,4.947,7.329,7.288,5.892,8.274
3,326544,331543,4.412,4.412,5.128,5.106,17.758,17.521,23.289,23.282,35.896,35.15,29.652,29.788,4.947,4.824,7.288,7.083,8.274,6.138
3,331543,336544,4.412,4.412,5.106,5.106,17.521,17.438,23.282,23.286,35.15,37.407,29.788,29.527,4.824,4.824,7.083,7.617,6.138,5.892
