Video,Start,End,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd,gsrStart,gsrEnd,sktStart,sktEnd,bvpStart,bvpEnd,rspStart,rspEnd,emg_zygoStart,emg_zygoEnd,emg_coruStart,emg_coruEnd,emg_trapStart,emg_trapEnd
6,799722,804722,5.0,5.0,5.0,5.0,15.506,15.238,27.223,27.205,37.136,35.828,40.813,40.861,6.467,5.81,7.822,7.494,9.259,15.42
6,804722,809722,5.0,5.435,5.0,5.043,15.238,14.998,27.205,27.209,35.828,37.63,40.861,41.81,5.81,5.645,7.494,8.069,15.42,9.342
6,809722,814722,5.435,6.064,5.043,4.985,14.998,14.974,27.209,27.202,37.63,39.054,41.81,40.697,5.645,5.81,8.069,7.37,9.342,9.834
6,814722,819723,6.064,6.212,4.985,4.985,14.974,14.844,27.202,27.202,39.054,35.015,40.697,41.461,5.81,5.235,7.37,7.945,9.834,9.834
6,819723,824722,6.212,6.237,4.985,4.975,14.844,14.639,27.202,27.209,35.015,39.499,41.461,40.842,5.235,5.153,7.945,7.945,9.834,10.081
6,824722,829723,6.237,6.482,4.975,4.948,14.639,14.56,27.209,27.226,39.499,35.267,40.842,41.045,5.153,5.399,7.945,8.15,10.081,10.081
6,829723,834723,6.482,6.678,4.948,4.351,14.56,14.406,27.226,27.244,35.267,39.441,41.045,41.926,5.399,10.45,8.15,9.218,10.081,9.834
6,834723,839724,6.678,7.264,4.351,3.516,14.406,14.063,27.244,27.282,39.441,35.17,41.926,40.9,10.45,5.563,9.218,8.849,9.834,10.204
6,839724,844723,7.264,7.324,3.516,5.176,14.063,14.071,27.282,27.325,35.17,34.54,40.9,41.607,5.563,5.645,8.849,8.356,10.204,10.163
6,844723,849724,7.324,6.289,5.176,5.242,14.071,13.981,27.325,27.367,34.54,39.286,41.607,41.006,5.645,5.604,8.356,8.192,10.163,10.204
6,849724,854724,6.289,6.206,5.242,5.257,13.981,13.657,27.367,27.412,39.286,36.477,41.006,40.881,5.604,5.563,8.192,8.397,10.204,9.916
6,854724,859724,6.206,6.24,5.257,5.257,13.657,13.559,27.412,27.458,36.477,35.257,40.881,41.916,5.563,5.604,8.397,8.315,9.916,10.04
6,859724,864724,6.24,6.638,5.257,5.48,13.559,13.429,27.458,27.503,35.257,35.209,41.916,41.229,5.604,5.645,8.315,9.588,10.04,12.011
6,864724,869725,6.638,5.107,5.48,5.0,13.429,13.188,27.503,27.531,35.209,39.112,41.229,41.026,5.645,5.81,9.588,8.726,12.011,9.916
6,869725,874725,5.107,6.186,5.0,5.097,13.188,13.023,27.531,27.563,39.112,36.022,41.026,40.794,5.81,5.933,8.726,7.658,9.916,9.999
6,874725,879725,6.186,6.563,5.097,5.349,13.023,12.703,27.563,27.608,36.022,34.734,40.794,41.181,5.933,5.44,7.658,8.561,9.999,10.245
6,879725,884725,6.563,6.894,5.349,5.056,12.703,12.66,27.608,27.63,34.734,38.899,41.181,41.035,5.44,5.44,8.561,8.027,10.245,9.957
6,884725,889726,6.894,6.894,5.056,5.056,12.66,12.431,27.63,27.665,38.899,34.831,41.035,40.9,5.44,5.645,8.027,8.561,9.957,9.957
6,889726,894725,6.894,6.894,5.056,5.056,12.431,12.313,27.665,27.696,34.831,34.153,40.9,41.761,5.645,5.522,8.561,9.177,9.957,9.957
6,894725,899726,6.894,6.894,5.056,5.056,12.313,12.068,27.696,27.738,34.153,38.928,41.761,40.881,5.522,5.358,9.177,8.89,9.957,9.876
6,899726,904726,6.894,6.894,5.056,5.056,12.068,11.883,27.738,27.787,38.928,36.1,40.881,41.5,5.358,5.687,8.89,8.274,9.876,9.999
6,904726,909727,6.894,6.947,5.056,5.239,11.883,11.536,27.787,27.833,36.1,35.567,41.5,41.084,5.687,5.358,8.274,8.356,9.999,9.834
6,909727,914726,6.947,6.888,5.239,5.478,11.536,11.296,27.833,27.864,35.567,35.78,41.084,41.055,5.358,5.358,8.356,8.027,9.834,10.081
6,914726,919727,6.888,6.888,5.478,5.461,11.296,11.177,27.864,27.92,35.78,33.649,41.055,41.123,5.358,5.563,8.027,8.849,10.081,19.321
6,919727,924727,6.888,7.051,5.461,5.696,11.177,11.142,27.92,27.956,33.649,34.637,41.123,41.094,5.563,5.851,8.849,8.972,19.321,11.149
6,924727,929727,7.051,6.986,5.696,6.279,11.142,10.913,27.956,28.001,34.637,35.993,41.094,42.042,5.851,5.687,8.972,8.644,11.149,11.189
6,929727,934727,6.986,6.472,6.279,6.29,10.913,10.862,28.001,28.036,35.993,35.693,42.042,41.103,5.687,5.522,8.644,9.301,11.189,10.943
6,934727,939728,6.472,6.506,6.29,6.83,10.862,10.487,28.036,28.057,35.693,38.918,41.103,41.277,5.522,5.317,9.301,9.177,10.943,11.313
