Video,Start,End,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd,gsrStart,gsrEnd,sktStart,sktEnd,bvpStart,bvpEnd,rspStart,rspEnd,emg_zygoStart,emg_zygoEnd,emg_coruStart,emg_coruEnd,emg_trapStart,emg_trapEnd
6,2184857,2189857,5.0,5.029,5.0,5.3,40.1,39.824,23.955,23.955,37.029,36.012,30.301,30.659,4.824,4.906,8.192,7.575,6.22,12.339
6,2189857,2194857,5.029,5.601,5.3,4.362,39.824,39.564,23.955,23.945,36.012,36.574,30.659,31.25,4.906,5.81,7.575,7.863,12.339,6.467
6,2194857,2199858,5.601,6.185,4.362,5.264,39.564,39.426,23.945,23.955,36.574,36.661,31.25,30.417,5.81,6.179,7.863,6.672,6.467,6.343
6,2199858,2204858,6.185,6.314,5.264,5.686,39.426,39.146,23.955,23.931,36.661,36.439,30.417,31.008,6.179,5.81,6.672,6.713,6.343,6.056
6,2204858,2209858,6.314,6.107,5.686,5.472,39.146,38.925,23.931,23.934,36.439,35.838,31.008,30.359,5.81,5.645,6.713,7.288,6.056,6.877
6,2209858,2214858,6.107,6.169,5.472,5.522,38.925,38.606,23.934,23.931,35.838,37.339,30.359,30.891,5.645,5.768,7.288,8.027,6.877,6.138
6,2214858,2219859,6.169,6.143,5.522,5.553,38.606,38.35,23.931,23.931,37.339,36.661,30.891,31.356,5.768,5.892,8.027,7.986,6.138,6.59
6,2219859,2224858,6.143,6.33,5.553,5.686,38.35,38.097,23.931,23.906,36.661,35.683,31.356,30.475,5.892,5.892,7.986,6.919,6.59,7.042
6,2224858,2229859,6.33,5.541,5.686,5.187,38.097,37.892,23.906,23.913,35.683,36.758,30.475,31.917,5.892,5.768,6.919,8.479,7.042,6.138
6,2229859,2234859,5.541,6.548,5.187,5.309,37.892,38.346,23.913,23.906,36.758,35.828,31.917,31.279,5.768,12.504,8.479,6.549,6.138,6.138
6,2234859,2239860,6.548,7.536,5.309,5.756,38.346,38.227,23.906,23.903,35.828,35.761,31.279,31.521,12.504,13.695,6.549,6.672,6.138,6.426
6,2239860,2244859,7.536,7.231,5.756,5.66,38.227,37.9,23.903,23.906,35.761,36.042,31.521,30.514,13.695,8.726,6.672,6.795,6.426,7.945
6,2244859,2249860,7.231,6.889,5.66,5.833,37.9,37.565,23.906,23.903,36.042,36.109,30.514,31.985,8.726,7.534,6.795,6.795,7.945,6.672
6,2249860,2254860,6.889,6.862,5.833,5.723,37.565,37.293,23.903,23.896,36.109,35.964,31.985,30.388,7.534,7.001,6.795,6.837,6.672,6.385
6,2254860,2259860,6.862,7.375,5.723,4.543,37.293,36.986,23.896,23.896,35.964,35.625,30.388,30.466,7.001,6.138,6.837,7.288,6.385,6.138
6,2259860,2264860,7.375,7.271,4.543,4.402,36.986,36.678,23.896,23.892,35.625,37.814,30.466,31.404,6.138,6.015,7.288,7.575,6.138,6.919
6,2264860,2269861,7.271,6.967,4.402,4.302,36.678,36.347,23.892,23.889,37.814,35.528,31.404,30.398,6.015,6.015,7.575,7.494,6.919,6.59
6,2269861,2274861,6.967,6.179,4.302,4.31,36.347,36.154,23.889,23.892,35.528,37.214,30.398,31.83,6.015,5.44,7.494,7.945,6.59,6.385
6,2274861,2279861,6.179,5.504,4.31,3.815,36.154,35.803,23.892,23.889,37.214,35.402,31.83,30.359,5.44,5.317,7.945,7.288,6.385,6.672
6,2279861,2284861,5.504,5.039,3.815,3.81,35.803,35.535,23.889,23.889,35.402,37.756,30.359,30.611,5.317,5.153,7.288,7.658,6.672,6.22
6,2284861,2289863,5.039,5.373,3.81,3.674,35.535,35.129,23.889,23.882,37.756,37.572,30.611,31.724,5.153,5.276,7.658,7.74,6.22,6.549
6,2289863,2294862,5.373,5.407,3.674,3.851,35.129,34.853,23.882,23.889,37.572,36.448,31.724,30.475,5.276,5.194,7.74,7.452,6.549,6.179
6,2294862,2299863,5.407,5.407,3.851,3.838,34.853,34.454,23.889,23.878,36.448,35.945,30.475,31.898,5.194,4.988,7.452,7.575,6.179,6.426
6,2299863,2304863,5.407,5.426,3.838,3.857,34.454,34.115,23.878,23.885,35.945,36.787,31.898,30.466,4.988,5.317,7.575,7.699,6.426,6.138
6,2304863,2309864,5.426,5.514,3.857,3.674,34.115,33.788,23.885,23.871,36.787,36.41,30.466,30.233,5.317,4.947,7.699,8.109,6.138,6.056
6,2309864,2314863,5.514,6.265,3.674,4.503,33.788,33.725,23.871,23.875,36.41,36.516,30.233,30.475,4.947,5.44,8.109,7.74,6.056,6.343
6,2314863,2319864,6.265,6.383,4.503,5.336,33.725,33.52,23.875,23.878,36.516,36.109,30.475,30.824,5.44,5.317,7.74,8.561,6.343,7.247
6,2319864,2324864,6.383,6.333,5.336,5.768,33.52,33.311,23.878,23.885,36.109,35.974,30.824,30.669,5.317,5.276,8.561,8.069,7.247,6.672
6,2324864,2329864,6.333,6.465,5.768,5.804,33.311,33.347,23.885,23.868,35.974,36.09,30.669,32.237,5.276,5.153,8.069,8.069,6.672,10.532
