Subject,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,1.0376417910447764,3.414,0.5,0.956,9.392107794361527,9.5,7.804,9.5
10,3.562210613598673,5.133,1.97,3.457,7.486847429519071,8.394,6.372,7.358
11,5.157859701492537,5.633,4.365,5.201,6.852573134328358,7.362,6.321,6.944
12,4.061773134328358,5.063,2.897,3.853,6.58180895522388,8.927,5.0,6.556
13,1.971083333333333,3.819,0.5,1.9325,7.797118159203981,9.136,6.843,7.658
14,4.990051409618574,5.07,4.636,5.033,7.0638772802653405,8.869,5.0,7.518
15,3.915685572139304,7.513,2.305,3.716,8.777443781094528,9.5,7.216,8.759
16,1.7519452736318408,4.981,0.845,1.372,8.292167495854065,9.058,6.406,8.505
17,4.07804535933532,4.882,3.133,3.946,7.543990379098659,8.271,6.206,7.764
18,5.001080845771145,5.573,4.48,5.101,6.145432835820895,6.806,5.262,6.093
19,0.8427109328358209,4.655,0.5,0.5,9.087748880597015,9.5,3.926,9.5
2,1.8660696517412936,4.078,1.399,1.695,8.552142620232173,8.827,7.899,8.687
20,2.741813930348259,4.719,1.464,2.994,8.399832835820895,9.5,6.763,8.737
21,4.888389303482586,5.041,4.822,4.8495,6.175950248756219,7.754,5.412,5.801
22,1.1019850746268658,3.876,0.5,0.5,7.893155887230516,9.479,5.344,8.043
23,4.16001824212272,5.015,3.378,3.933,7.939485903814263,8.468,6.628,8.311
24,3.0337512437810945,3.224,2.902,3.1005000000000003,6.165169154228856,6.649,5.734,6.1325
25,5.043800995024876,5.848,3.181,5.090999999999999,8.851196517412937,9.5,5.921,9.453
26,3.348608131218906,4.051,2.409,3.3005,7.266357509328358,8.093,6.375,7.439
27,1.463893864013267,2.169,0.832,1.412,7.989069651741294,8.784,6.94,8.421
28,4.367445273631841,5.228,3.399,4.43,8.43715671641791,9.399,6.102,8.2945
29,4.555968490878939,5.0,3.716,4.72,5.5189502487562185,6.143,4.947,5.159
3,2.7071393034825872,4.666,1.532,2.6045,8.622977611940298,9.5,6.717,8.8265
30,1.854958208955224,5.437,0.5,0.5,7.313742288557213,9.5,5.062,6.699
4,0.8184718714121699,3.549,0.5,0.5,8.178537696134711,9.5,5.027,8.391
5,1.0783929815209667,4.711,0.5,0.643,7.182584893390192,9.5,1.023,6.852
6,4.379064676616916,5.061,2.985,4.9575,6.174626865671642,6.943,5.0,5.9465
7,4.183151243781094,5.102,2.561,4.299,6.769240796019901,9.5,5.303,6.293
8,0.7421691542288558,1.18,0.5,0.814,8.821297263681592,9.5,6.721,8.7135
9,2.874418905472637,3.766,2.052,2.896,6.769344278606965,7.157,5.929,7.01
