Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4,5.0233564356435645,5.16,5.0,5.0,4.991594059405941,5.0,4.911,5.0
5,5.168039999999999,5.169,5.16,5.169,4.9110000000000005,4.911,4.911,4.911
6,5.168999999999999,5.169,5.169,5.169,4.9110000000000005,4.911,4.911,4.911
7,5.168999999999999,5.169,5.169,5.169,4.9110000000000005,4.911,4.911,4.911
8,5.168999999999999,5.169,5.169,5.169,4.9110000000000005,4.911,4.911,4.911
9,5.283178217821782,5.417,5.169,5.335,4.848009900990098,4.911,4.731,4.809
10,5.453039603960396,5.461,5.417,5.457,4.832138613861386,4.867,4.731,4.854
11,5.461,5.461,5.461,5.461,4.870919191919191,4.878,4.867,4.872
12,5.461,5.461,5.461,5.461,4.877999999999999,4.878,4.878,4.878
13,5.461,5.461,5.461,5.461,4.877999999999999,4.878,4.878,4.878
14,5.461,5.461,5.461,5.461,4.877999999999999,4.878,4.878,4.878
15,5.461,5.461,5.461,5.461,4.877999999999999,4.878,4.878,4.878
16,5.6015643564356425,6.337,5.461,5.461,4.877999999999999,4.878,4.878,4.878
17,6.550900990099009,6.592,6.337,6.584,4.962079207920791,5.008,4.878,4.998
18,6.591999999999999,6.592,6.592,6.592,4.997999999999999,4.998,4.998,4.998
19,6.591999999999999,6.592,6.592,6.592,4.997999999999999,4.998,4.998,4.998
20,6.591999999999999,6.592,6.592,6.592,4.997999999999999,4.998,4.998,4.998
21,6.591999999999999,6.592,6.592,6.592,4.997999999999999,4.998,4.998,4.998
22,6.591999999999999,6.592,6.592,6.592,4.997999999999999,4.998,4.998,4.998
23,6.591999999999999,6.592,6.592,6.592,4.997999999999999,4.998,4.998,4.998
24,6.591999999999999,6.592,6.592,6.592,4.997999999999999,4.998,4.998,4.998
25,6.884287128712872,7.299,6.592,6.759,4.923920792079209,4.998,4.841,4.933
26,7.370633663366338,7.384,7.299,7.384,4.891118811881188,4.957,4.81,4.888
27,7.385257425742576,7.398,7.384,7.384,5.0276435643564374,5.076,4.957,5.039
28,7.684980198019802,7.938,7.398,7.687,5.035178217821783,5.096,4.974,5.038
29,7.993603960396042,8.037,7.938,7.984,4.93881188118812,4.974,4.92,4.941
30,8.079099009900991,8.219,8.037,8.076,4.910782178217821,4.92,4.904,4.906
31,8.458435643564355,8.612,8.219,8.535,5.165237623762378,5.249,4.904,5.23
32,8.653960396039604,8.671,8.612,8.667,5.249000000000001,5.249,5.249,5.249
33,8.671,8.671,8.671,8.671,5.249000000000001,5.249,5.249,5.249
34,8.598762376237625,8.671,8.508,8.603,5.253029702970296,5.266,5.249,5.253
35,8.059220338983051,8.508,7.126,8.194,5.276237288135594,5.277,5.266,5.277
