Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.070643564356437,5.177,5.0,5.0,5.563920792079206,6.459,5.0,5.0
2,6.173148514851485,7.206,5.177,6.107,6.229673267326731,6.459,5.844,6.312
3,7.516247524752473,7.587,7.206,7.583,5.7362079207920775,5.844,5.713,5.713
4,7.582999999999998,7.583,7.583,7.583,5.691247524752476,5.713,5.673,5.69
5,7.6043861386138625,7.61,7.583,7.61,5.580267326732673,5.673,5.559,5.559
6,7.610000000000001,7.61,7.61,7.61,5.580000000000002,5.58,5.58,5.58
7,7.49339603960396,7.61,7.076,7.592,5.629584158415839,5.742,5.58,5.608
8,6.24630693069307,7.076,5.649,6.048,5.796712871287128,5.945,5.689,5.791
9,5.598158415841584,5.649,5.592,5.593,5.735039603960397,5.778,5.731,5.731
10,5.549464646464647,5.592,5.258,5.588,5.5762323232323245,5.731,4.678,5.731
11,5.629376237623764,5.801,5.425,5.602,3.9979900990099013,4.983,3.488,3.571
12,6.033792079207918,6.084,5.801,6.05,4.155891089108912,4.269,3.534,4.206
13,8.339742574257421,8.963,6.084,8.963,4.301316831683168,4.585,3.383,4.533
14,8.913990099009899,8.963,8.52,8.963,4.614950495049504,4.856,4.583,4.583
15,8.546554455445545,8.557,8.52,8.553,4.920960396039604,5.135,4.774,4.821
16,8.725237623762379,9.431,8.557,8.557,4.970425742574257,5.135,4.594,5.106
17,9.174158415841587,9.431,9.114,9.138,5.081712871287129,5.177,4.594,5.099
18,9.114000000000004,9.114,9.114,9.114,5.099000000000001,5.099,5.099,5.099
19,9.114000000000004,9.114,9.114,9.114,5.099000000000001,5.099,5.099,5.099
20,9.248039603960398,9.394,9.114,9.278,4.926188118811879,5.099,4.775,4.856
21,9.37765346534653,9.394,9.353,9.394,4.960059405940595,5.221,4.775,4.775
22,9.352999999999996,9.353,9.353,9.353,5.208554455445544,5.221,5.193,5.209
23,9.318237623762373,9.353,9.285,9.309,5.117940594059406,5.222,4.979,5.144
24,9.446792079207922,9.455,9.34,9.453,5.5445544554455415,5.574,5.222,5.574
25,9.43769306930693,9.446,9.427,9.446,5.569346534653462,5.574,5.555,5.574
26,9.426999999999998,9.427,9.427,9.427,5.554999999999997,5.555,5.555,5.555
27,9.426999999999998,9.427,9.427,9.427,5.546594059405939,5.555,5.544,5.544
28,9.426999999999998,9.427,9.427,9.427,5.543999999999997,5.544,5.544,5.544
29,9.426999999999998,9.427,9.427,9.427,5.54789108910891,5.552,5.544,5.544
30,9.383267326732675,9.427,9.14,9.417,5.564792079207918,5.776,5.552,5.552
31,9.15855445544554,9.16,9.147,9.16,5.8685148514851475,5.903,5.776,5.873
32,9.159999999999997,9.16,9.16,9.16,5.849633663366339,5.861,5.831,5.846
33,9.163603960396042,9.167,9.16,9.164,5.738683168316831,5.831,5.708,5.71
34,9.24259405940594,9.427,9.167,9.199,5.639039603960395,5.708,5.53,5.664
35,9.427000000000001,9.427,9.427,9.427,5.5299999999999985,5.53,5.53,5.53
