Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4,5.594306930693069,6.292,5.0,5.628,5.00929702970297,5.049,4.931,5.0
5,6.292000000000002,6.292,6.292,6.292,5.024267326732673,5.032,4.993,5.027
6,6.292000000000002,6.292,6.292,6.292,4.9809504950495045,4.993,4.972,4.987
7,6.292000000000002,6.292,6.292,6.292,4.962019801980198,4.972,4.959,4.961
8,6.292000000000002,6.292,6.292,6.292,4.957564356435645,4.959,4.951,4.957
9,6.292000000000002,6.292,6.292,6.292,4.948980198019803,4.951,4.947,4.948
10,6.292000000000002,6.292,6.292,6.292,4.94412121212121,4.947,4.943,4.943
11,6.142623762376236,6.292,6.092,6.092,4.966356435643565,4.97,4.948,4.966
12,6.091999999999999,6.092,6.092,6.092,4.963128712871286,4.966,4.955,4.966
13,6.318277227722771,6.53,6.092,6.46,4.954574257425744,4.971,4.943,4.955
14,6.7635544554455445,6.883,6.53,6.869,4.976277227722771,4.979,4.971,4.979
15,6.891891089108913,6.894,6.883,6.892,4.978742574257424,4.979,4.972,4.979
16,6.911603960396039,6.915,6.894,6.915,4.957683168316832,4.972,4.957,4.957
17,6.915356435643566,6.918,6.915,6.915,4.94259405940594,4.957,4.921,4.941
18,6.918000000000002,6.918,6.918,6.918,4.9185643564356445,4.921,4.915,4.921
19,6.918000000000002,6.918,6.918,6.918,4.915000000000001,4.915,4.915,4.915
20,5.635138613861387,6.918,5.211,5.293,4.986910891089109,5.0,4.915,4.997
21,5.203821782178218,5.211,5.203,5.203,5.0,5.0,5.0,5.0
22,5.203,5.203,5.203,5.203,5.0,5.0,5.0,5.0
23,5.203,5.203,5.203,5.203,5.0,5.0,5.0,5.0
24,6.509663366336633,6.856,5.203,6.843,5.037247524752474,5.061,4.979,5.054
25,6.855999999999999,6.856,6.856,6.856,5.067128712871288,5.071,5.061,5.07
26,6.855999999999999,6.856,6.856,6.856,5.071,5.071,5.071,5.071
27,6.855999999999999,6.856,6.856,6.856,5.071,5.071,5.071,5.071
28,6.855999999999999,6.856,6.856,6.856,5.071,5.071,5.071,5.071
29,7.116841584158417,7.158,6.856,7.156,5.027594059405942,5.071,5.014,5.032
30,7.417257425742572,7.933,7.158,7.158,5.014544554455447,5.016,5.014,5.014
31,7.932999999999997,7.933,7.933,7.933,5.016,5.016,5.016,5.016
32,7.932999999999997,7.933,7.933,7.933,5.016,5.016,5.016,5.016
33,7.932999999999997,7.933,7.933,7.933,5.016,5.016,5.016,5.016
34,7.932999999999997,7.933,7.933,7.933,5.016,5.016,5.016,5.016
35,7.932999999999999,7.933,7.933,7.933,5.016000000000001,5.016,5.016,5.016
