Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
7,5.0,5.0,5.0,5.0,5.013376237623762,5.094,4.998,5.0
8,5.0158811881188115,5.063,5.0,5.0,4.817881188118811,4.998,4.508,4.882
9,5.026475247524752,5.063,4.947,5.037,4.163138613861387,4.508,4.068,4.088
10,4.905168316831683,4.947,4.875,4.875,4.004227722772279,4.068,3.959,3.985
11,4.875,4.875,4.875,4.875,3.959000000000001,3.959,3.959,3.959
12,4.875,4.875,4.875,4.875,3.9568415841584157,3.959,3.952,3.957
13,4.863445544554454,4.875,4.854,4.854,3.9519999999999986,3.952,3.952,3.952
14,4.853999999999999,4.854,4.854,4.854,3.9519999999999986,3.952,3.952,3.952
15,4.853999999999999,4.854,4.854,4.854,3.951732673267326,3.952,3.949,3.952
16,4.854376237623763,4.869,4.854,4.854,3.9451881188118825,3.949,3.944,3.944
17,5.035128712871288,5.102,4.869,5.044,3.998297029702971,4.033,3.944,4.008
18,4.995168316831682,5.0,4.995,4.995,3.9293762376237624,3.956,3.925,3.925
19,4.994999999999999,4.995,4.995,4.995,3.921168316831683,3.925,3.921,3.921
20,4.994999999999999,4.995,4.995,4.995,3.9209999999999994,3.921,3.921,3.921
21,4.994999999999999,4.995,4.995,4.995,3.9209999999999994,3.921,3.921,3.921
22,4.994999999999999,4.995,4.995,4.995,3.9209999999999994,3.921,3.921,3.921
23,5.004326732673268,5.016,4.995,4.997,3.9209999999999994,3.921,3.921,3.921
24,5.1263814432989685,5.258,5.016,5.144,3.9338041237113397,4.054,3.921,3.921
25,5.450534653465348,5.787,5.258,5.446,4.280594059405941,4.457,4.054,4.34
26,6.014663366336634,6.144,5.787,6.009,4.345801980198019,4.453,4.276,4.324
27,6.116623762376236,6.144,6.108,6.108,4.421158415841584,4.483,4.273,4.455
28,6.410871287128713,7.133,6.108,6.445,4.359950495049505,4.442,4.269,4.37
29,8.183742574257426,8.739,7.133,8.398,4.226980198019802,4.269,4.167,4.243
30,9.277742574257426,9.5,8.739,9.243,4.601019801980197,5.277,4.167,4.473
31,8.881495049504954,9.455,8.816,8.849,5.388019801980196,5.472,5.277,5.35
32,8.846207920792079,8.888,8.784,8.888,5.511207920792082,5.565,5.472,5.472
33,8.784000000000002,8.784,8.784,8.784,5.556504950495051,5.565,5.537,5.565
34,8.89517821782178,8.946,8.784,8.898,5.646326732673266,5.768,5.537,5.601
35,8.87542105263158,8.877,8.874,8.874,5.567999999999999,5.568,5.568,5.568
