Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2,5.0,5.0,5.0,5.0,5.003227722772279,5.011,5.0,5.0
3,5.0,5.0,5.0,5.0,5.013336633663366,5.015,5.011,5.015
4,5.0,5.0,5.0,5.0,5.021178217821781,5.032,5.015,5.015
5,5.467920792079207,6.41,5.0,5.117,5.079128712871286,5.154,5.0,5.078
6,6.457970297029705,6.471,6.41,6.471,5.156128712871286,5.161,5.154,5.154
7,6.471000000000003,6.471,6.471,6.471,5.161,5.161,5.161,5.161
8,6.471000000000003,6.471,6.471,6.471,5.161,5.161,5.161,5.161
9,6.471000000000003,6.471,6.471,6.471,5.16849504950495,5.189,5.161,5.17
10,5.569009900990099,6.471,5.0,5.369,5.133465346534653,5.241,5.0,5.189
11,5.0,5.0,5.0,5.0,5.027207920792079,5.03,5.018,5.03
12,5.0,5.0,5.0,5.0,5.058495049504951,5.095,5.03,5.031
13,5.0,5.0,5.0,5.0,5.095000000000001,5.095,5.095,5.095
14,5.0,5.0,5.0,5.0,5.095000000000001,5.095,5.095,5.095
15,5.0,5.0,5.0,5.0,5.095000000000001,5.095,5.095,5.095
16,5.0,5.0,5.0,5.0,5.095000000000001,5.095,5.095,5.095
17,5.0,5.0,5.0,5.0,5.0816831683168315,5.188,5.0,5.095
18,5.0,5.0,5.0,5.0,5.0134752475247515,5.042,5.0,5.0
19,5.0,5.0,5.0,5.0,5.062247524752475,5.078,5.042,5.066
20,5.0,5.0,5.0,5.0,5.0829900990098995,5.092,5.078,5.078
21,5.0,5.0,5.0,5.0,5.09489108910891,5.104,5.092,5.095
22,5.0,5.0,5.0,5.0,5.105000000000001,5.107,5.104,5.104
23,5.0,5.0,5.0,5.0,5.112445544554455,5.117,5.107,5.117
24,5.0,5.0,5.0,5.0,5.117,5.117,5.117,5.117
25,5.8443267326732675,6.904,5.0,6.081,5.176950495049506,5.321,5.0,5.143
26,6.903999999999997,6.904,6.904,6.904,5.331445544554454,5.347,5.321,5.329
27,6.903999999999997,6.904,6.904,6.904,5.350940594059406,5.356,5.347,5.347
28,6.9039801980198,6.904,6.902,6.904,5.367455445544553,5.377,5.356,5.372
29,6.899940594059407,6.902,6.899,6.9,5.376999999999999,5.377,5.377,5.377
30,6.899,6.899,6.899,6.899,5.376999999999999,5.377,5.377,5.377
31,6.999287128712869,7.108,6.878,7.069,5.348326732673268,5.45,5.213,5.345
32,7.296099009900989,7.489,7.069,7.376,5.325316831683168,5.338,5.319,5.319
33,7.3654554455445576,7.375,7.364,7.364,5.318999999999999,5.319,5.319,5.319
34,7.3640000000000025,7.364,7.364,7.364,5.318999999999999,5.319,5.319,5.319
35,7.363540983606558,7.364,7.36,7.364,5.319000000000001,5.319,5.319,5.319
