Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4,5.0524356435643565,5.221,5.0,5.0,4.886346534653464,5.0,4.65,5.0
5,5.775544554455445,5.933,5.221,5.933,4.634485148514851,4.668,4.589,4.643
6,5.933,5.933,5.933,5.933,4.822237623762378,4.843,4.668,4.843
7,5.536306930693071,5.933,5.196,5.343,4.9097128712871285,5.0,4.843,4.917
8,5.1839801980198015,5.196,5.162,5.183,5.0,5.0,5.0,5.0
9,5.365396039603958,5.607,5.162,5.247,4.871316831683168,5.0,4.722,5.0
10,5.672712871287129,5.726,5.607,5.702,4.853742574257424,4.975,4.722,4.9
11,5.7280792079207945,5.729,5.726,5.728,4.892227722772278,4.9,4.892,4.892
12,5.7733663366336625,5.83,5.729,5.77,4.892000000000001,4.892,4.892,4.892
13,5.830990099009902,5.831,5.83,5.831,4.89150495049505,4.892,4.891,4.892
14,5.831000000000003,5.831,5.831,5.831,4.891,4.891,4.891,4.891
15,6.332306930693068,6.444,5.831,6.425,4.919633663366339,4.968,4.82,4.968
16,5.585346534653468,6.414,5.445,5.445,4.983475247524751,4.989,4.968,4.989
17,5.416178217821783,5.445,5.171,5.419,4.976445544554457,5.0,4.975,4.975
18,5.124712871287128,5.171,5.067,5.168,5.0,5.0,5.0,5.0
19,5.067,5.067,5.067,5.067,5.0,5.0,5.0,5.0
20,5.067,5.067,5.067,5.067,5.0,5.0,5.0,5.0
21,5.067,5.067,5.067,5.067,5.0,5.0,5.0,5.0
22,4.989128712871287,5.067,4.933,5.0,5.005940594059406,5.015,5.0,5.0
23,4.945623762376237,4.977,4.862,4.933,5.003415841584158,5.015,5.0,5.0
24,4.589346534653465,4.862,4.417,4.567,5.147623762376237,5.187,5.0,5.165
25,4.1229603960396055,4.417,3.732,4.138,5.382603960396039,5.66,5.187,5.389
26,3.732000000000001,3.732,3.732,3.732,5.6853465346534655,5.712,5.66,5.676
27,3.732059405940594,3.734,3.732,3.732,5.712000000000001,5.712,5.712,5.712
28,3.7575049504950497,3.769,3.734,3.759,5.712000000000001,5.712,5.712,5.712
29,3.780485148514851,3.803,3.769,3.773,5.699089108910894,5.712,5.671,5.704
30,3.8132574257425738,3.847,3.803,3.813,5.672415841584158,5.75,5.649,5.66
31,3.8708415841584163,3.884,3.847,3.872,5.7519801980198,5.752,5.75,5.752
32,4.001485148514851,4.109,3.884,4.017,5.723227722772276,5.752,5.688,5.73
33,4.4994356435643565,4.882,4.109,4.509,5.605712871287127,5.688,5.491,5.615
34,5.037950495049506,5.109,4.882,5.1,5.430455445544554,5.496,5.39,5.406
35,4.9968548387096785,5.145,4.977,4.988,5.467435483870967,5.506,5.263,5.495
