Video,Start,End,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd,gsrStart,gsrEnd,sktStart,sktEnd,bvpStart,bvpEnd,rspStart,rspEnd,emg_zygoStart,emg_zygoEnd,emg_coruStart,emg_coruEnd,emg_trapStart,emg_trapEnd
2,1347913,1352912,5.0,5.0,5.0,5.0,26.467,28.462,24.169,24.159,36.419,35.983,31.075,29.856,6.919,6.385,7.247,7.124,7.124,13.654
2,1352912,1357913,5.0,6.52,5.0,4.961,28.462,29.345,24.159,24.155,35.983,36.226,29.856,29.807,6.385,7.247,7.124,7.083,13.654,17.925
2,1357913,1362913,6.52,6.538,4.961,4.99,29.345,28.367,24.155,24.159,36.226,36.865,29.807,29.672,7.247,6.877,7.083,6.795,17.925,19.937
2,1362913,1367914,6.538,7.168,4.99,5.45,28.367,27.823,24.159,24.169,36.865,37.678,29.672,29.73,6.877,7.247,6.795,7.452,19.937,18.048
2,1367914,1372913,7.168,7.034,5.45,5.363,27.823,27.417,24.169,24.169,37.678,36.516,29.73,29.953,7.247,7.575,7.452,7.781,18.048,10.163
2,1372913,1377914,7.034,6.818,5.363,4.837,27.417,27.066,24.169,24.162,36.516,36.448,29.953,29.778,7.575,7.042,7.781,6.919,10.163,6.302
2,1377914,1382914,6.818,6.88,4.837,4.801,27.066,26.719,24.162,24.162,36.448,36.787,29.778,29.527,7.042,6.59,6.919,7.165,6.302,6.343
2,1382914,1387914,6.88,6.88,4.801,4.789,26.719,26.593,24.162,24.162,36.787,36.594,29.527,29.527,6.59,6.96,7.165,7.042,6.343,5.645
2,1387914,1392914,6.88,6.88,4.789,4.789,26.593,26.415,24.162,24.148,36.594,36.574,29.527,29.701,6.96,6.919,7.042,7.001,5.645,5.522
2,1392914,1397915,6.88,6.88,4.789,4.863,26.415,26.368,24.148,24.155,36.574,36.419,29.701,30.824,6.919,6.795,7.001,7.452,5.522,5.892
2,1397915,1402915,6.88,6.085,4.863,4.974,26.368,28.079,24.155,24.12,36.419,36.468,30.824,29.856,6.795,6.754,7.452,7.288,5.892,5.522
2,1402915,1407915,6.085,6.146,4.974,5.11,28.079,28.032,24.12,24.12,36.468,35.935,29.856,29.556,6.754,8.726,7.288,8.602,5.522,5.933
2,1407915,1412915,6.146,6.162,5.11,5.235,28.032,27.831,24.12,24.113,35.935,35.722,29.556,30.165,8.726,8.52,8.602,7.124,5.933,5.645
