Video,Start,End,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd,gsrStart,gsrEnd,sktStart,sktEnd,bvpStart,bvpEnd,rspStart,rspEnd,emg_zygoStart,emg_zygoEnd,emg_coruStart,emg_coruEnd,emg_trapStart,emg_trapEnd
2,226513,231512,5.0,5.0,5.0,5.0,10.795,10.665,22.402,22.388,36.962,35.819,33.689,31.821,5.563,5.153,6.59,6.59,9.793,9.218
2,231512,236513,5.0,5.0,5.0,5.0,10.665,10.499,22.388,22.399,35.819,37.737,31.821,31.724,5.153,6.302,6.59,6.672,9.218,9.793
2,236513,241513,5.0,5.0,5.0,5.0,10.499,10.385,22.399,22.402,37.737,36.671,31.724,32.953,6.302,6.22,6.672,6.713,9.793,10.409
2,241513,246513,5.0,5.0,5.0,5.0,10.385,10.641,22.402,22.385,36.671,36.623,32.953,31.801,6.22,5.358,6.713,6.508,10.409,13.859
2,246513,251513,5.0,5.729,5.0,5.153,10.641,10.689,22.385,22.388,36.623,36.758,31.801,31.25,5.358,8.397,6.508,6.22,13.859,11.272
2,251513,256514,5.729,5.711,5.153,5.305,10.689,10.432,22.388,22.388,36.758,37.349,31.25,31.443,8.397,6.96,6.22,6.343,11.272,10.163
2,256514,261514,5.711,5.709,5.305,5.338,10.432,10.338,22.388,22.381,37.349,36.671,31.443,33.321,6.96,7.945,6.343,6.385,10.163,10.532
2,261514,266514,5.709,5.0,5.338,5.0,10.338,10.267,22.381,22.381,36.671,36.206,33.321,31.792,7.945,7.083,6.385,6.96,10.532,11.806
2,266514,271514,5.0,5.0,5.0,5.0,10.267,10.239,22.381,22.367,36.206,35.838,31.792,31.395,7.083,6.508,6.96,6.795,11.806,12.791
2,271514,276515,5.0,5.0,5.0,5.0,10.239,10.172,22.367,22.371,35.838,35.625,31.395,34.26,6.508,15.666,6.795,10.82,12.791,12.216
2,276515,281514,5.0,6.641,5.0,5.076,10.172,10.07,22.371,22.36,35.625,36.836,34.26,30.775,15.666,10.122,10.82,6.22,12.216,13.202
2,281514,286515,6.641,7.016,5.076,5.692,10.07,10.385,22.36,22.371,36.836,39.897,30.775,30.93,10.122,8.109,6.22,6.426,13.202,11.149
2,286515,291515,7.016,6.858,5.692,5.887,10.385,10.436,22.371,22.392,39.897,37.252,30.93,30.775,8.109,10.204,6.426,6.467,11.149,14.639
2,291515,296516,6.858,6.972,5.887,5.865,10.436,10.306,22.392,22.381,37.252,36.371,30.775,32.45,10.204,9.547,6.467,6.467,14.639,13.12
2,296516,301515,6.972,6.988,5.865,5.865,10.306,10.192,22.381,22.374,36.371,35.741,32.45,31.753,9.547,8.849,6.467,6.302,13.12,13.202
2,301515,306516,6.988,6.988,5.865,5.863,10.192,10.101,22.374,22.367,35.741,35.906,31.753,32.953,8.849,9.629,6.302,7.822,13.202,15.748
2,306516,311516,6.988,7.008,5.863,5.875,10.101,10.022,22.367,22.353,35.906,36.381,32.953,33.069,9.629,9.218,7.822,6.015,15.748,13.777
2,311516,316516,7.008,7.012,5.875,5.789,10.022,10.026,22.353,22.357,36.381,36.778,33.069,31.811,9.218,8.109,6.015,6.015,13.777,14.27
2,316516,321516,7.012,6.92,5.789,6.07,10.026,9.971,22.357,22.343,36.778,36.361,31.811,31.617,8.109,9.218,6.015,7.083,14.27,14.803
2,321516,326517,6.92,6.042,6.07,6.209,9.971,10.042,22.343,22.346,36.361,36.322,31.617,31.075,9.218,14.311,7.083,6.426,14.803,14.023
2,326517,331517,6.042,6.425,6.209,6.746,10.042,10.322,22.346,22.353,36.322,37.901,31.075,30.688,14.311,18.787,6.426,9.711,14.023,13.448
2,331517,336517,6.425,5.874,6.746,7.001,10.322,10.286,22.353,22.353,37.901,36.942,30.688,30.64,18.787,12.709,9.711,6.302,13.448,13.325
2,336517,341517,5.874,6.733,7.001,6.963,10.286,10.35,22.353,22.346,36.942,36.516,30.64,32.856,12.709,9.957,6.302,6.508,13.325,11.888
2,341517,346518,6.733,5.124,6.963,7.008,10.35,10.748,22.346,22.353,36.516,37.126,32.856,32.731,9.957,9.876,6.508,6.96,11.888,10.697
2,346518,351517,5.124,3.806,7.008,7.568,10.748,10.882,22.353,22.346,37.126,36.845,32.731,32.827,9.876,9.916,6.96,7.124,10.697,10.204
2,351517,356518,3.806,4.01,7.568,7.035,10.882,10.622,22.346,22.346,36.845,36.129,32.827,32.498,9.916,9.259,7.124,6.877,10.204,14.27
2,356518,361518,4.01,3.058,7.035,6.988,10.622,10.503,22.346,22.35,36.129,36.274,32.498,31.946,9.259,15.132,6.877,8.52,14.27,10.656
2,361518,366519,3.058,3.804,6.988,6.873,10.503,10.452,22.35,22.346,36.274,35.528,31.946,32.382,15.132,10.368,8.52,7.74,10.656,9.629
2,366519,371518,3.804,3.934,6.873,6.857,10.452,10.405,22.346,22.346,35.528,36.458,32.382,33.369,10.368,10.861,7.74,7.617,9.629,9.013
2,371518,376519,3.934,3.521,6.857,7.362,10.405,10.306,22.346,22.343,36.458,37.0,33.369,32.953,10.861,12.832,7.617,7.863,9.013,11.354
2,376519,381519,3.521,3.514,7.362,7.362,10.306,10.251,22.343,22.336,37.0,35.751,32.953,33.398,12.832,8.192,7.863,6.549,11.354,10.491
2,381519,386519,3.514,3.514,7.362,7.408,10.251,10.239,22.336,22.339,35.751,36.196,33.398,33.911,8.192,7.986,6.549,6.385,10.491,11.559
2,386519,391519,3.514,6.279,7.408,7.078,10.239,10.204,22.339,22.336,36.196,36.574,33.911,32.847,7.986,15.42,6.385,6.22,11.559,10.122
