Video,Start,End,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd,gsrStart,gsrEnd,sktStart,sktEnd,bvpStart,bvpEnd,rspStart,rspEnd,emg_zygoStart,emg_zygoEnd,emg_coruStart,emg_coruEnd,emg_trapStart,emg_trapEnd
2,506641,511640,6.703,7.134,4.728,5.596,21.468,21.503,27.514,27.524,36.09,37.097,32.566,34.637,11.683,14.393,5.358,5.194,6.795,6.96
2,511640,516641,7.134,7.631,5.596,6.812,21.503,21.893,27.524,27.549,37.097,36.749,34.637,34.066,14.393,25.933,5.194,5.481,6.96,6.96
2,516641,521641,7.631,7.309,6.812,6.564,21.893,21.767,27.549,27.535,36.749,35.819,34.066,34.231,25.933,15.707,5.481,5.194,6.96,7.452
2,521641,526641,7.309,7.246,6.564,6.588,21.767,21.822,27.535,27.524,35.819,35.79,34.231,33.96,15.707,6.015,5.194,4.988,7.452,6.795
2,526641,531641,7.246,7.191,6.588,6.528,21.822,21.692,27.524,27.535,35.79,36.904,33.96,33.65,6.015,9.136,4.988,5.153,6.795,6.795
2,531641,536642,7.191,7.033,6.528,7.017,21.692,21.42,27.535,27.524,36.904,36.177,33.65,33.457,9.136,8.561,5.153,5.07,6.795,7.206
2,536642,541642,7.033,7.038,7.017,7.796,21.42,21.424,27.524,27.521,36.177,36.206,33.457,34.715,8.561,8.15,5.07,5.153,7.206,7.042
2,541642,546642,7.038,7.038,7.796,7.766,21.424,21.058,27.521,27.521,36.206,35.916,34.715,33.369,8.15,6.713,5.153,5.07,7.042,6.96
2,546642,551642,7.038,7.038,7.766,7.583,21.058,20.774,27.521,27.521,35.916,36.642,33.369,32.992,6.713,6.343,5.07,5.153,6.96,6.919
2,551642,556643,7.038,6.994,7.583,7.487,20.774,20.304,27.521,27.528,36.642,36.361,32.992,33.544,6.343,6.713,5.153,5.07,6.919,7.042
2,556643,561642,6.994,6.815,7.487,7.056,20.304,20.107,27.528,27.517,36.361,35.887,33.544,33.911,6.713,6.302,5.07,5.358,7.042,6.795
2,561642,566643,6.815,6.722,7.056,6.736,20.107,19.595,27.517,27.517,35.887,35.77,33.911,32.74,6.302,8.767,5.358,5.153,6.795,7.534
2,566643,571643,6.722,6.722,6.736,6.686,19.595,19.295,27.517,27.524,35.77,37.398,32.74,33.108,8.767,13.038,5.153,4.988,7.534,6.877
2,571643,576644,6.722,6.72,6.686,6.668,19.295,18.791,27.524,27.524,37.398,36.129,33.108,33.592,13.038,8.52,4.988,5.112,6.877,7.329
2,576644,581643,6.72,6.412,6.668,6.548,18.791,18.286,27.524,27.531,36.129,37.107,33.592,33.515,8.52,7.986,5.112,5.194,7.329,6.877
2,581643,586644,6.412,6.286,6.548,6.491,18.286,17.974,27.531,27.524,37.107,35.673,33.515,32.798,7.986,7.329,5.194,5.153,6.877,9.382
2,586644,591644,6.286,6.286,6.491,6.48,17.974,17.336,27.524,27.514,35.673,36.681,32.798,34.018,7.329,7.822,5.153,5.153,9.382,6.795
2,591644,596643,6.286,6.286,6.48,6.47,17.336,17.001,27.514,27.514,36.681,35.809,34.018,32.856,7.822,14.27,5.153,5.235,6.795,6.919
2,596643,601643,6.286,6.286,6.47,6.459,17.001,16.65,27.514,27.524,35.809,35.819,32.856,33.834,14.27,9.506,5.235,5.07,6.919,6.919
2,601643,606644,6.286,5.193,6.459,6.136,16.65,16.102,27.524,27.531,35.819,36.71,33.834,32.827,9.506,31.231,5.07,5.44,6.919,7.329
2,606644,611644,5.193,6.313,6.136,5.004,16.102,15.822,27.531,27.535,36.71,36.167,32.827,35.383,31.231,7.37,5.44,5.194,7.329,7.822
2,611644,616644,6.313,6.046,5.004,4.967,15.822,15.538,27.535,27.535,36.167,36.39,35.383,34.415,7.37,6.138,5.194,5.851,7.822,7.288
2,616644,621644,6.046,5.307,4.967,4.841,15.538,15.223,27.535,27.535,36.39,36.69,34.415,34.299,6.138,6.919,5.851,5.317,7.288,6.919
2,621644,626645,5.307,5.331,4.841,5.476,15.223,14.86,27.535,27.528,36.69,37.514,34.299,33.911,6.919,6.22,5.317,5.317,6.919,7.042
2,626645,631644,5.331,5.175,5.476,5.578,14.86,14.533,27.528,27.538,37.514,37.243,33.911,33.95,6.22,9.013,5.317,5.522,7.042,7.329
2,631644,636645,5.175,6.504,5.578,6.214,14.533,14.044,27.538,27.535,37.243,35.286,33.95,32.159,9.013,20.799,5.522,5.358,7.329,8.397
2,636645,641645,6.504,6.694,6.214,6.403,14.044,13.945,27.535,27.524,35.286,36.158,32.159,34.657,20.799,14.722,5.358,5.194,8.397,6.795
2,641645,646645,6.694,6.643,6.403,6.438,13.945,13.748,27.524,27.538,36.158,36.138,34.657,34.444,14.722,7.165,5.194,5.235,6.795,7.083
2,646645,651646,6.643,6.626,6.438,6.453,13.748,13.618,27.538,27.542,36.138,37.281,34.444,34.008,7.165,21.087,5.235,5.235,7.083,6.795
2,651646,656647,6.626,6.618,6.453,6.426,13.618,13.31,27.542,27.535,37.281,35.431,34.008,34.299,21.087,5.768,5.235,5.235,6.795,12.257
2,656647,661647,6.618,6.258,6.426,6.189,13.31,12.983,27.535,27.549,35.431,36.981,34.299,33.515,5.768,10.081,5.235,6.179,12.257,6.713
2,661647,666647,6.258,5.297,6.189,5.842,12.983,12.731,27.549,27.552,36.981,35.964,33.515,34.318,10.081,6.343,6.179,5.317,6.713,8.274
2,666647,671647,5.297,7.2,5.842,5.98,12.731,12.549,27.552,27.535,35.964,35.673,34.318,34.163,6.343,18.992,5.317,5.194,8.274,7.042
