Start,Border,End,Score
2158501,2163501,2168501,0.10086901129737635
2163501,2168501,2173501,6.184910698481261e-06
2168501,2173501,2178501,0.02363103676184003
2173501,2178501,2183501,0.0012981413378732043
2178501,2183501,2188501,0.011877288212023218
2183501,2188501,2193501,0.07318673778924589
2188501,2193501,2198501,6.900054995462312e-05
2193501,2198501,2203501,0.0013768366583281066
2198501,2203501,2208501,0.0008166155054782354
2203501,2208501,2213501,0.06354857908048217
2208501,2213501,2218501,0.001599643967363562
2213501,2218501,2223501,0.01270308152070243
2218501,2223501,2228501,0.14467490707088648
2223501,2228501,2233501,0.028602181290491246
2228501,2233501,2238501,0.5719677591080643
2233501,2238501,2243501,0.004921701852521998
2238501,2243501,2248501,0.054205763577403365
2243501,2248501,2253501,0.16161726007135713
2248501,2253501,2258501,0.205048692566263
2253501,2258501,2263501,2.039599329381522
2258501,2263501,2268501,0.1131962341200956
2263501,2268501,2273501,0.9355394382937793
2268501,2273501,2278501,0.18039305389855198
2273501,2278501,2283501,0.20502000032742917
2278501,2283501,2288501,0.165358006432895
2283501,2288501,2293501,0.2629804172584339
2288501,2293501,2298501,0.18333213627479172
2293501,2298501,2303501,0.11302667909640529
2298501,2303501,2308501,0.03473908145693727
2303501,2308501,2313501,0.04586176986517082
2308501,2313501,2318501,0.5557534999269756
2313501,2318501,2323501,0.052992963510585855
2318501,2323501,2328501,0.09531334598603025
