Start,Border,End,Score
1628001.01,1633001.01,1638001.01,1.0920417869417156
1633001.01,1638001.01,1643001.01,0.7595282312020019
1638001.01,1643001.01,1648001.01,0.30702328088439623
1643001.01,1648001.01,1653001.01,0.14881131064854347
1648001.01,1653001.01,1658001.01,0.09328111576650155
1653001.01,1658001.01,1663001.01,0.09275924297650417
1658001.01,1663001.01,1668001.01,0.23285666918603543
1663001.01,1668001.01,1673001.01,0.2750635635609955
1668001.01,1673001.01,1678001.01,0.32036824288484356
1673001.01,1678001.01,1683001.01,1.5867816048784094
1678001.01,1683001.01,1688001.01,1.1728719874259181
1683001.01,1688001.01,1693001.01,0.7550671655239902
1688001.01,1693001.01,1698001.01,0.09666165578111241
1693001.01,1698001.01,1703001.01,0.4383768213791892
1698001.01,1703001.01,1708001.01,0.8852071841433095
1703001.01,1708001.01,1713001.01,0.3766691282266036
1708001.01,1713001.01,1718001.01,0.2163223521299139
1713001.01,1718001.01,1723001.01,0.14399677640309505
1718001.01,1723001.01,1728001.01,0.5870453596375941
1723001.01,1728001.01,1733001.01,2.0146654520468483
1728001.01,1733001.01,1738001.01,0.4305566247449485
1733001.01,1738001.01,1743001.01,0.2224952272032748
1738001.01,1743001.01,1748001.01,1.0000820339157288
1743001.01,1748001.01,1753001.01,5.915018995048303
1748001.01,1753001.01,1758001.01,0.5426181692482135
1753001.01,1758001.01,1763001.01,3.602572600027308
1758001.01,1763001.01,1768001.01,1.304019870293733
1763001.01,1768001.01,1773001.01,0.54241667013468
1768001.01,1773001.01,1778001.01,0.26540555869842597
1773001.01,1778001.01,1783001.01,0.34007292169504855
1778001.01,1783001.01,1788001.01,0.0824759059383951
1783001.01,1788001.01,1793001.01,0.3541843424536917
1788001.01,1793001.01,1798001.01,0.8477707187822452
