Start,Border,End,Valence,Arousal,Valence Diff,Arousal Diff,Score,GSR_Diff,BVP_Diff,RSP_Diff,SKT_Diff,EMG_ZYGO_Diff,EMG_CORU_Diff,EMG_TRAP_Diff
725293.01,730293.01,735293.01,6.168,7.972,1.7140000000000004,2.798,0.6876511010817623,0.14599999999999902,1.6559999999999988,0.029000000000003467,0.4140000000000015,0.04099999999999948,1.766,4.722000000000001
730293.01,735293.01,740293.01,6.714,7.798,0.5209999999999999,0.18600000000000083,2.579769653994215,0.30799999999999983,1.1920000000000002,0.4160000000000039,0.29100000000000037,0.6980000000000004,0.24600000000000044,2.7920000000000016
735293.01,740293.01,745293.01,6.689,7.786,0.05400000000000027,0.13100000000000023,1.3171457467212957,0.2560000000000002,0.6679999999999993,0.4170000000000016,0.1750000000000007,1.8479999999999999,0.2869999999999999,1.1900000000000013
740293.01,745293.01,750293.01,6.66,7.667,0.17799999999999994,0.008000000000000007,0.0695877588211767,0.03500000000000014,0.6289999999999978,1.2199999999999989,0.09100000000000108,0.04099999999999948,0.45200000000000085,0.9039999999999999
745293.01,750293.01,755293.01,6.511,7.778,0.16800000000000015,0.11099999999999977,0.2348591433030088,0.0600000000000005,1.8500000000000014,0.38700000000000045,0.02499999999999858,1.6430000000000007,0.08199999999999985,0.0
750293.01,755293.01,760293.01,6.492,7.778,0.5720000000000001,0.4559999999999995,1.0408375021050338,0.06300000000000061,1.0459999999999994,1.141999999999996,0.0070000000000014495,5.9959999999999996,0.04099999999999948,4.7230000000000025
755293.01,760293.01,765293.01,7.083,7.322,1.617,0.8469999999999995,4.065628993240885,0.06700000000000017,0.9400000000000048,0.4939999999999998,0.021000000000000796,12.896,0.3689999999999998,0.12399999999999878
760293.01,765293.01,770293.01,8.109,6.931,0.9009999999999998,0.4800000000000004,1.583022938224104,0.03500000000000014,2.992999999999995,0.7259999999999991,0.027999999999998693,3.655000000000001,1.1079999999999997,3.2439999999999998
765293.01,770293.01,775293.01,7.984,6.842,0.13699999999999957,0.07000000000000028,1.0011502274959798,0.03999999999999915,1.3470000000000013,1.4129999999999967,0.027999999999998693,1.4789999999999992,0.5339999999999998,1.6839999999999975
770293.01,775293.01,780293.01,7.972,6.861,1.0229999999999997,0.6159999999999997,2.53205868790578,0.054999999999999716,3.728999999999999,0.134999999999998,0.045999999999999375,1.561,1.0260000000000007,3.613999999999997
