Start,Border,End,Score
2184834.01,2185834.01,2186834.01,0.7312898768346542
2185834.01,2186834.01,2187834.01,4.336731355173481
2186834.01,2187834.01,2188834.01,1.1221082470907322
2187834.01,2188834.01,2189834.01,1.1326647114770805
2188834.01,2189834.01,2190834.01,2.1862673705835687
2189834.01,2190834.01,2191834.01,0.7625773883625206
2190834.01,2191834.01,2192834.01,0.7250759608899363
2191834.01,2192834.01,2193834.01,8.682956636042233
2192834.01,2193834.01,2194834.01,2.3485734706725854
2193834.01,2194834.01,2195834.01,0.8616342536886542
2194834.01,2195834.01,2196834.01,8.007841852354677
2195834.01,2196834.01,2197834.01,1.52303501157753
2196834.01,2197834.01,2198834.01,0.7485917577790725
2197834.01,2198834.01,2199834.01,0.6084894100858583
2198834.01,2199834.01,2200834.01,3.0693028724276283
2199834.01,2200834.01,2201834.01,0.7128647917747304
2200834.01,2201834.01,2202834.01,0.8804616520978474
2201834.01,2202834.01,2203834.01,0.7133026578933763
2202834.01,2203834.01,2204834.01,0.36843447687878783
2203834.01,2204834.01,2205834.01,0.6860505780428167
2204834.01,2205834.01,2206834.01,1.6637193917712656
2205834.01,2206834.01,2207834.01,0.28682403332848516
2206834.01,2207834.01,2208834.01,0.7445385196690621
2207834.01,2208834.01,2209834.01,0.79244219390393
2208834.01,2209834.01,2210834.01,0.5147121887295949
2209834.01,2210834.01,2211834.01,1.5878743304520422
2210834.01,2211834.01,2212834.01,1.206241378527086
2211834.01,2212834.01,2213834.01,0.9905055271095681
2212834.01,2213834.01,2214834.01,0.530345845275891
2213834.01,2214834.01,2215834.01,1.6953303794383712
2214834.01,2215834.01,2216834.01,0.48791083336888386
2215834.01,2216834.01,2217834.01,0.6906836969834819
2216834.01,2217834.01,2218834.01,0.6634573184177763
2217834.01,2218834.01,2219834.01,0.6648039590783239
2218834.01,2219834.01,2220834.01,0.5912431158909439
2219834.01,2220834.01,2221834.01,0.6006365301743689
2220834.01,2221834.01,2222834.01,0.7275953049318816
2221834.01,2222834.01,2223834.01,0.9511661401137752
2222834.01,2223834.01,2224834.01,0.11385693112848039
2223834.01,2224834.01,2225834.01,1.9402308492216025
2224834.01,2225834.01,2226834.01,2.288864820718387
2225834.01,2226834.01,2227834.01,0.05339323463009216
2226834.01,2227834.01,2228834.01,1.9628496705260279
2227834.01,2228834.01,2229834.01,1.5892317145998842
2228834.01,2229834.01,2230834.01,0.45696620964709145
2229834.01,2230834.01,2231834.01,1.791329609428475
2230834.01,2231834.01,2232834.01,0.4137469131410223
2231834.01,2232834.01,2233834.01,0.6287009139228213
2232834.01,2233834.01,2234834.01,1.4877805343400168
2233834.01,2234834.01,2235834.01,2.423207770312257
2234834.01,2235834.01,2236834.01,0.16863805706183033
2235834.01,2236834.01,2237834.01,1.2156966654071604
2236834.01,2237834.01,2238834.01,5.921061828341196
2237834.01,2238834.01,2239834.01,0.10069466667987836
2238834.01,2239834.01,2240834.01,2.2131181070359442
2239834.01,2240834.01,2241834.01,1.6680674281744012
2240834.01,2241834.01,2242834.01,0.24243967288962454
2241834.01,2242834.01,2243834.01,1.232948508666699
2242834.01,2243834.01,2244834.01,1.590217768176387
2243834.01,2244834.01,2245834.01,0.5984694221075231
2244834.01,2245834.01,2246834.01,0.30677504848949766
2245834.01,2246834.01,2247834.01,1.1561007050284668
2246834.01,2247834.01,2248834.01,0.4616197681520662
2247834.01,2248834.01,2249834.01,1.5709488906717797
2248834.01,2249834.01,2250834.01,0.25859425498994715
2249834.01,2250834.01,2251834.01,1.088867740540615
2250834.01,2251834.01,2252834.01,2.3943914881063257
2251834.01,2252834.01,2253834.01,0.3578211482827399
2252834.01,2253834.01,2254834.01,2.3913640359163364
2253834.01,2254834.01,2255834.01,1.0182384835966585
2254834.01,2255834.01,2256834.01,0.5632017256496731
2255834.01,2256834.01,2257834.01,0.7569316281478486
2256834.01,2257834.01,2258834.01,1.8640907316474686
2257834.01,2258834.01,2259834.01,1.0288104822723332
2258834.01,2259834.01,2260834.01,0.8768791319054318
2259834.01,2260834.01,2261834.01,2.9757177444769103
2260834.01,2261834.01,2262834.01,0.08120708806901888
2261834.01,2262834.01,2263834.01,2.7048722524249222
2262834.01,2263834.01,2264834.01,0.8867349386897458
2263834.01,2264834.01,2265834.01,1.6029471065473595
2264834.01,2265834.01,2266834.01,1.7896918391907013
2265834.01,2266834.01,2267834.01,0.3231273406249988
2266834.01,2267834.01,2268834.01,1.5837734905249408
2267834.01,2268834.01,2269834.01,0.45332441459525574
2268834.01,2269834.01,2270834.01,0.7753168382036904
2269834.01,2270834.01,2271834.01,0.8972389934014272
2270834.01,2271834.01,2272834.01,0.3267536082212409
2271834.01,2272834.01,2273834.01,0.896933935460832
2272834.01,2273834.01,2274834.01,1.4791151872312156
2273834.01,2274834.01,2275834.01,0.22981704978870066
2274834.01,2275834.01,2276834.01,2.6225262352560508
2275834.01,2276834.01,2277834.01,0.6591487775472
2276834.01,2277834.01,2278834.01,1.196806306062208
2277834.01,2278834.01,2279834.01,0.41083862822995343
2278834.01,2279834.01,2280834.01,0.7540798061232594
2279834.01,2280834.01,2281834.01,0.5445841902891739
2280834.01,2281834.01,2282834.01,1.2887233111466179
2281834.01,2282834.01,2283834.01,0.30052776777458556
2282834.01,2283834.01,2284834.01,1.328374553748364
2283834.01,2284834.01,2285834.01,0.6258175625148731
2284834.01,2285834.01,2286834.01,0.800584625128883
2285834.01,2286834.01,2287834.01,1.23195379906686
2286834.01,2287834.01,2288834.01,0.14765706267274847
2287834.01,2288834.01,2289834.01,1.4289280081167834
2288834.01,2289834.01,2290834.01,1.3989322742683696
2289834.01,2290834.01,2291834.01,0.14281560947764704
2290834.01,2291834.01,2292834.01,2.0240520751301494
2291834.01,2292834.01,2293834.01,0.8032921325005009
2292834.01,2293834.01,2294834.01,0.5864416207059603
2293834.01,2294834.01,2295834.01,2.940310345165799
2294834.01,2295834.01,2296834.01,1.2422564028884535
2295834.01,2296834.01,2297834.01,0.47302512366402116
2296834.01,2297834.01,2298834.01,4.190966953114312
2297834.01,2298834.01,2299834.01,1.0344911776047874
2298834.01,2299834.01,2300834.01,0.529804832811586
2299834.01,2300834.01,2301834.01,2.100547150228163
2300834.01,2301834.01,2302834.01,0.8443071384658235
2301834.01,2302834.01,2303834.01,1.2818700990382608
2302834.01,2303834.01,2304834.01,0.41817006679677626
2303834.01,2304834.01,2305834.01,2.4107361838496075
2304834.01,2305834.01,2306834.01,0.825377387042728
2305834.01,2306834.01,2307834.01,1.0991488242272882
2306834.01,2307834.01,2308834.01,0.6366803000911256
2307834.01,2308834.01,2309834.01,0.10550317678920984
2308834.01,2309834.01,2310834.01,1.3218683043629005
2309834.01,2310834.01,2311834.01,1.0077283619256159
2310834.01,2311834.01,2312834.01,0.10723594949410153
2311834.01,2312834.01,2313834.01,1.7617029538724551
2312834.01,2313834.01,2314834.01,0.5548319190151858
2313834.01,2314834.01,2315834.01,0.7080465110156583
2314834.01,2315834.01,2316834.01,2.062921901984426
2315834.01,2316834.01,2317834.01,0.2471059721403711
2316834.01,2317834.01,2318834.01,1.16992351669533
2317834.01,2318834.01,2319834.01,0.1868877500433146
2318834.01,2319834.01,2320834.01,0.7927510821426195
2319834.01,2320834.01,2321834.01,0.2615300462118877
2320834.01,2321834.01,2322834.01,0.5580101658140475
2321834.01,2322834.01,2323834.01,0.6448766896413274
2322834.01,2323834.01,2324834.01,0.19359104751420098
2323834.01,2324834.01,2325834.01,1.1116128368907665
2324834.01,2325834.01,2326834.01,1.5461063866641398
2325834.01,2326834.01,2327834.01,0.7014361594437952
2326834.01,2327834.01,2328834.01,0.43235850220293714
2327834.01,2328834.01,2329834.01,1.8014231161564602
2328834.01,2329834.01,2330834.01,0.5880752108627921
