Start,Border,End,Score
803626,804626,805626,3.6058942063929327
804626,805626,806626,3.04328452875704
805626,806626,807626,3.048612734018392
806626,807626,808626,3.0208718367983565
807626,808626,809626,3.5308754617721267
808626,809626,810626,3.310290979978637
809626,810626,811626,2.9527663909583524
810626,811626,812626,2.060256790751103
811626,812626,813626,2.6033509773077705
812626,813626,814626,3.5005732349437824
813626,814626,815626,2.8290534650176697
814626,815626,816626,2.2253739273065634
815626,816626,817626,2.8473781333075854
816626,817626,818626,2.3255319645945334
817626,818626,819626,2.698594495148403
818626,819626,820626,2.723271233653498
819626,820626,821626,2.573938650465162
820626,821626,822626,2.3945918220108493
821626,822626,823626,2.9595011880133706
822626,823626,824626,3.287634993286013
823626,824626,825626,2.6655647496182437
824626,825626,826626,2.422338379781435
825626,826626,827626,3.7532723844334916
826626,827626,828626,3.3133282098670453
827626,828626,829626,2.341664053935127
828626,829626,830626,3.2196190073038147
829626,830626,831626,3.5092717349673856
830626,831626,832626,2.450233282660439
831626,832626,833626,3.1213717421364153
832626,833626,834626,3.5253878127156315
833626,834626,835626,2.8375209754293067
834626,835626,836626,2.996524381531541
835626,836626,837626,3.1219823747438458
836626,837626,838626,2.3257573714592104
837626,838626,839626,3.407475942976421
838626,839626,840626,3.7523638348871042
839626,840626,841626,3.2707269365377583
840626,841626,842626,2.985762534977358
841626,842626,843626,3.3904652264178976
842626,843626,844626,3.6872892847653285
843626,844626,845626,2.8493105862397297
844626,845626,846626,2.8386269140689415
845626,846626,847626,3.4225695498171413
846626,847626,848626,2.690221555709199
847626,848626,849626,2.497363745643562
848626,849626,850626,3.1629922115853297
849626,850626,851626,2.90397868014771
850626,851626,852626,2.334228498270872
851626,852626,853626,3.842034546505194
852626,853626,854626,3.96622721803574
853626,854626,855626,2.3198814904143705
854626,855626,856626,2.9311856976913644
855626,856626,857626,3.0723199804634724
856626,857626,858626,3.247708879252466
857626,858626,859626,2.7244603447684432
858626,859626,860626,2.768348589601686
859626,860626,861626,2.8776409793786737
860626,861626,862626,3.014504297778236
861626,862626,863626,2.16225182828434
862626,863626,864626,2.9133085101257272
863626,864626,865626,2.432035553171745
864626,865626,866626,2.8843230224762744
865626,866626,867626,3.49856265267838
866626,867626,868626,3.0260525249190637
867626,868626,869626,3.205684423318468
868626,869626,870626,2.485395591754709
869626,870626,871626,2.7485223389429434
870626,871626,872626,3.5742517393579747
871626,872626,873626,3.2277241378842776
872626,873626,874626,3.2396326847039814
873626,874626,875626,3.551092101738091
874626,875626,876626,2.7204204150217093
875626,876626,877626,3.0850756065520213
876626,877626,878626,3.084734857944185
877626,878626,879626,2.4228350451924694
878626,879626,880626,3.0055713604984877
879626,880626,881626,3.009948532748485
880626,881626,882626,2.453734674107294
881626,882626,883626,3.1836783194829605
882626,883626,884626,2.7739849108369112
883626,884626,885626,2.61623166754009
884626,885626,886626,3.134574315001311
885626,886626,887626,3.293066463484964
886626,887626,888626,2.703312794698398
887626,888626,889626,2.4575829511459437
888626,889626,890626,3.3459589786405637
889626,890626,891626,3.6267537936239695
890626,891626,892626,3.5953909337098384
891626,892626,893626,2.483236606660399
892626,893626,894626,2.47415626124324
893626,894626,895626,2.7695777861460624
894626,895626,896626,2.907090991376734
895626,896626,897626,3.0882264449461805
896626,897626,898626,3.6201624511210353
897626,898626,899626,3.4762066514577947
898626,899626,900626,1.8973148820253547
899626,900626,901626,3.906501911708809
900626,901626,902626,3.985223767439811
901626,902626,903626,2.8740907816604344
902626,903626,904626,2.669733417796872
903626,904626,905626,3.186303403920248
904626,905626,906626,2.4607876109945357
905626,906626,907626,3.305886833722133
906626,907626,908626,2.764454716883021
907626,908626,909626,2.195563089979472
908626,909626,910626,2.277499161439641
909626,910626,911626,2.249205243061004
910626,911626,912626,2.600101278046643
911626,912626,913626,2.7305506252142795
912626,913626,914626,1.725154990594515
913626,914626,915626,3.2844433319938346
914626,915626,916626,2.075718012178653
915626,916626,917626,1.7588822105048016
916626,917626,918626,2.3035511790857006
917626,918626,919626,2.6890498179723616
918626,919626,920626,1.996886262518394
919626,920626,921626,2.599657318633028
