Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,4.93,4.93,4.93,4.93,4.163475247524753,4.225,4.1,4.147
2,4.630673267326733,4.93,4.551,4.551,4.128009900990099,4.129,4.114,4.129
3,4.561168316831684,4.576,4.551,4.561,4.110821782178218,4.129,4.099,4.101
4,4.613267326732674,4.646,4.576,4.629,4.122930693069306,4.318,3.996,4.093
5,4.469712871287128,4.646,4.268,4.413,4.618693069306931,4.814,4.318,4.697
6,4.43540594059406,4.45,4.406,4.45,4.826980198019802,4.863,4.814,4.816
7,4.454663366336635,4.463,4.45,4.45,4.885099009900991,4.972,4.833,4.863
8,4.486643564356436,5.0,4.463,4.463,4.843039603960396,5.0,4.833,4.833
9,5.340237623762374,5.434,5.0,5.424,4.839455445544555,5.0,4.741,4.853
10,5.4339999999999975,5.434,5.434,5.434,4.906455445544554,4.933,4.853,4.924
11,5.4339999999999975,5.434,5.434,5.434,4.943297029702969,4.948,4.933,4.947
12,4.86931,5.434,3.75,5.0,4.927530000000001,5.0,4.826,4.948
13,4.047841584158417,4.088,3.75,4.061,4.826000000000001,4.826,4.826,4.826
14,4.090799999999999,4.092,4.088,4.092,4.8260000000000005,4.826,4.826,4.826
15,4.209910891089108,4.268,4.092,4.268,4.828871287128711,4.852,4.826,4.826
16,4.271495049504951,4.278,4.268,4.269,4.873346534653466,4.879,4.852,4.875
17,4.2780000000000005,4.278,4.278,4.278,4.879,4.879,4.879,4.879
18,4.251831683168318,4.278,4.235,4.238,4.865633663366339,4.879,4.855,4.855
19,4.235,4.235,4.235,4.235,4.855000000000002,4.855,4.855,4.855
20,4.235,4.235,4.235,4.235,4.855000000000002,4.855,4.855,4.855
21,4.235,4.235,4.235,4.235,4.8444851485148535,4.855,4.783,4.855
22,4.156455445544555,4.235,4.093,4.194,4.697485148514851,4.786,4.633,4.643
23,4.196,4.196,4.196,4.196,4.621584158415842,4.633,4.565,4.633
24,4.19031683168317,4.196,4.189,4.189,4.45491089108911,4.565,4.355,4.437
25,4.189000000000001,4.189,4.189,4.189,4.323762376237624,4.355,4.296,4.335
26,4.189000000000001,4.189,4.189,4.189,4.295999999999999,4.296,4.296,4.296
27,4.189000000000001,4.189,4.189,4.189,4.2654356435643574,4.296,4.244,4.249
28,4.189000000000001,4.189,4.189,4.189,4.178069306930694,4.244,4.173,4.173
29,4.189000000000001,4.189,4.189,4.189,4.173000000000001,4.173,4.173,4.173
30,4.189,4.189,4.189,4.189,4.173,4.173,4.173,4.173
