Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3,5.0,5.0,5.0,5.0,5.004455445544554,5.041,5.0,5.001
4,5.0,5.0,5.0,5.0,5.003445544554457,5.164,4.723,5.06
5,5.0,5.0,5.0,5.0,4.821,4.821,4.821,4.821
6,5.0,5.0,5.0,5.0,4.821,4.821,4.821,4.821
7,5.004831683168316,5.061,5.0,5.0,4.8035643564356425,4.821,4.633,4.821
8,4.8790990099009885,5.061,4.787,4.8,4.64651485148515,4.667,4.639,4.639
9,4.854762376237624,4.903,4.787,4.903,4.728594059405941,4.841,4.639,4.695
10,4.9030000000000005,4.903,4.903,4.903,4.851504950495048,4.858,4.841,4.855
11,4.844830000000001,4.903,4.791,4.833,4.950810000000001,5.0,4.858,5.0
12,4.75889898989899,4.791,4.738,4.738,5.0,5.0,5.0,5.0
13,4.738,4.738,4.738,4.738,5.0,5.0,5.0,5.0
14,4.738,4.738,4.738,4.738,5.0,5.0,5.0,5.0
15,4.752444444444445,5.0,4.728,4.738,5.0,5.0,5.0,5.0
16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18,5.137663366336634,5.382,5.0,5.0,4.921316831683168,5.0,4.688,5.0
19,5.366999999999997,5.367,5.367,5.367,4.841999999999999,4.842,4.842,4.842
20,5.366999999999996,5.367,5.367,5.367,4.841999999999999,4.842,4.842,4.842
21,5.366999999999997,5.367,5.367,5.367,4.841999999999999,4.842,4.842,4.842
22,5.366999999999997,5.367,5.367,5.367,4.841999999999999,4.842,4.842,4.842
23,5.366999999999996,5.367,5.367,5.367,4.841999999999999,4.842,4.842,4.842
24,5.366999999999998,5.367,5.367,5.367,4.841999999999999,4.842,4.842,4.842
25,5.366999999999997,5.367,5.367,5.367,4.841999999999999,4.842,4.842,4.842
26,5.366999999999996,5.367,5.367,5.367,4.841999999999999,4.842,4.842,4.842
27,5.468257425742574,5.725,5.367,5.374,4.827396039603961,4.842,4.771,4.842
28,6.0370198019802,6.094,5.725,6.042,4.84760396039604,4.944,4.771,4.79
29,6.36209900990099,6.467,6.094,6.429,4.898,4.898,4.898,4.898
30,6.49735294117647,6.512,6.467,6.504,4.882882352941176,4.898,4.871,4.877
