Window,Mean Valence,Max Valence,Min Valence,Median Valence,Mean Arousal,Max Arousal,Min Arousal,Median Arousal
1,5.071227722772278,5.477,5.0,5.0,5.071267326732673,5.221,5.0,5.06
2,6.147316831683169,6.592,5.477,6.291,4.708623762376238,5.213,3.994,4.865
3,6.615762376237625,6.667,6.571,6.607,3.8706435643564374,3.994,3.54,3.904
4,6.673970297029702,6.685,6.667,6.669,3.843514851485149,3.941,3.584,3.88
5,6.645613861386138,6.678,6.62,6.64,3.996633663366337,4.213,3.584,4.127
6,6.614861386138615,6.62,6.611,6.615,4.127000000000001,4.127,4.127,4.127
7,6.636633663366335,6.716,6.529,6.611,4.174495049504951,4.291,3.891,4.254
8,6.715999999999999,6.716,6.716,6.716,4.254,4.254,4.254,4.254
9,6.715999999999999,6.716,6.716,6.716,4.258653465346533,4.294,4.254,4.254
10,6.717089108910888,6.733,6.716,6.716,4.436475247524751,4.912,4.294,4.297
11,6.7484851485148525,6.749,6.733,6.749,4.931386138613863,4.944,4.912,4.937
12,6.749000000000001,6.749,6.749,6.749,4.946297029702969,4.955,4.944,4.944
13,6.749000000000001,6.749,6.749,6.749,4.954999999999998,4.955,4.955,4.955
14,6.7490000000000006,6.749,6.749,6.749,4.961680000000001,4.963,4.955,4.963
15,6.747009900990098,6.749,6.746,6.746,4.972732673267326,4.983,4.963,4.968
16,6.745999999999999,6.746,6.746,6.746,4.982999999999999,4.983,4.983,4.983
17,6.745999999999999,6.746,6.746,6.746,5.008712871287126,5.02,4.983,5.02
18,6.745999999999999,6.746,6.746,6.746,5.019999999999998,5.02,5.02,5.02
19,6.745999999999999,6.746,6.746,6.746,5.019999999999998,5.02,5.02,5.02
20,6.745999999999999,6.746,6.746,6.746,5.023435643564356,5.03,5.02,5.02
21,6.745999999999999,6.746,6.746,6.746,5.033009900990099,5.036,5.03,5.033
22,6.752198019801979,6.77,6.746,6.753,5.048425742574257,5.344,5.036,5.04
23,6.851019801980198,6.957,6.751,6.83,6.078910891089108,6.242,5.344,6.136
24,6.703435643564359,6.751,6.681,6.711,5.955821782178219,6.037,5.903,5.964
25,6.660940594059406,6.681,6.648,6.655,5.867990099009902,5.903,5.835,5.866
26,6.778495049504953,6.84,6.646,6.82,5.507069306930694,5.835,5.174,5.453
27,6.878455445544556,6.888,6.84,6.888,5.518207920792079,5.698,5.072,5.531
28,6.987821782178216,7.137,6.864,7.056,5.8627227722772295,6.441,5.005,6.082
29,7.14426732673267,7.145,7.137,7.145,6.4567722772277225,6.462,6.441,6.455
30,7.1450000000000005,7.145,7.145,7.145,6.461999999999999,6.462,6.462,6.462
