Start,Border,End,Valence,Arousal,Valence Diff,Arousal Diff,Score,GSR_Diff,BVP_Diff,RSP_Diff,SKT_Diff,EMG_ZYGO_Diff,EMG_CORU_Diff,EMG_TRAP_Diff
1042293.01,1047293.01,1052293.01,5.328,4.9,0.6280000000000001,0.004999999999999893,0.4289285181666484,1.1240000000000023,0.0870000000000033,0.2710000000000008,0.011000000000002785,0.08199999999999985,0.04099999999999948,7.844000000000001
1047293.01,1052293.01,1057293.01,5.628,5.005,0.3279999999999994,0.07000000000000028,0.4454387336299791,1.7820000000000036,0.21300000000000097,2.6609999999999943,0.018000000000000682,0.28799999999999937,0.1640000000000006,6.528999999999998
1052293.01,1057293.01,1062293.01,5.656,4.83,0.45699999999999985,0.6059999999999999,0.5839499889144484,1.2659999999999982,0.38700000000000045,0.4650000000000034,0.00999999999999801,0.2869999999999999,0.24700000000000077,11.088000000000001
1057293.01,1062293.01,1067293.01,6.085,4.399,0.3380000000000001,0.2999999999999998,0.4765679270435867,0.9029999999999987,0.3200000000000003,2.3519999999999968,0.010000000000001563,0.040000000000000036,0.3290000000000006,2.6689999999999987
1062293.01,1067293.01,1072293.01,5.994,4.53,0.09100000000000019,0.18599999999999994,0.2889727870662535,0.7690000000000055,0.009000000000000341,1.5290000000000035,0.021000000000000796,0.2469999999999999,0.08199999999999985,2.2580000000000027
1067293.01,1072293.01,1077293.01,5.994,4.585,0.0940000000000003,0.6299999999999999,0.0695560928245433,0.7449999999999974,0.30100000000000193,1.2680000000000007,0.013999999999999346,0.1639999999999997,0.08199999999999985,4.6
1072293.01,1077293.01,1082293.01,6.088,5.16,0.13400000000000034,0.6139999999999999,0.0833791822319033,0.5240000000000009,0.25200000000000244,1.5,0.018000000000000682,0.0,0.08199999999999985,5.379000000000001
1077293.01,1082293.01,1087293.01,6.128,5.199,0.05400000000000027,0.051000000000000156,0.2143918874055758,0.42200000000000415,0.6970000000000027,0.19299999999999784,0.02499999999999858,0.1639999999999997,0.1640000000000006,6.694000000000001
1082293.01,1087293.01,1092293.01,6.142,5.211,0.3230000000000004,0.09700000000000042,0.1273180210843651,0.4059999999999988,0.15500000000000114,1.3170000000000002,0.004000000000001336,0.28799999999999937,0.12299999999999933,3.8610000000000007
1087293.01,1092293.01,1097293.01,5.805,5.296,0.09399999999999942,0.10999999999999943,0.1256954501840307,0.42199999999999704,0.8230000000000004,1.355000000000004,0.0030000000000001137,0.08300000000000018,0.24600000000000044,0.04100000000000037
1092293.01,1097293.01,1102293.01,6.236,5.321,0.04600000000000026,0.13100000000000023,0.1390212127692517,0.5129999999999981,0.00999999999999801,1.171999999999997,0.027999999999998693,0.1640000000000006,0.04099999999999948,8.008
1097293.01,1102293.01,1107293.01,5.851,5.165,1.6760000000000002,0.2869999999999999,0.1730541312312626,0.4690000000000012,0.4159999999999968,2.1000000000000014,0.013999999999999346,0.5750000000000002,0.04100000000000037,0.24600000000000222
1102293.01,1107293.01,1112293.01,4.56,5.034,0.7560000000000002,0.01100000000000012,0.4595350442219681,0.36299999999999955,0.26200000000000045,1.742999999999995,0.014000000000002899,0.8620000000000001,0.3290000000000006,1.9299999999999997
1107293.01,1112293.01,1117293.01,5.095,5.176,0.9180000000000001,0.15700000000000003,0.3937963965379581,0.22800000000000153,0.8230000000000004,2.0230000000000032,0.03900000000000148,1.0270000000000001,0.5339999999999998,3.655000000000001
1112293.01,1117293.01,1122293.01,5.478,5.191,1.1589999999999998,0.08599999999999941,0.1010660350826995,0.3620000000000019,0.6009999999999991,1.5009999999999977,0.038999999999997925,0.20500000000000007,0.0,6.693999999999999
1117293.01,1122293.01,1127293.01,6.254,5.262,0.7190000000000003,0.03200000000000003,0.1590539783732949,0.5049999999999955,1.8300000000000054,1.8390000000000057,0.0,0.6980000000000004,0.5339999999999998,8.829
1122293.01,1127293.01,1132293.01,6.197,5.159,0.1379999999999999,0.14499999999999957,0.4591766235063611,0.41799999999999926,0.5810000000000031,0.357999999999997,0.003999999999997783,0.6160000000000005,0.5340000000000007,2.7099999999999973
1127293.01,1132293.01,1137293.01,6.116,5.117,0.492,0.2270000000000003,0.090075643354528,0.3710000000000022,1.0260000000000034,0.07700000000000529,0.0070000000000014495,0.7389999999999999,0.6160000000000005,9.486
1132293.01,1137293.01,1142293.01,5.705,5.386,0.383,0.20999999999999996,0.1865620998451396,0.4540000000000006,1.2880000000000038,2.0619999999999976,0.010999999999999233,0.36900000000000066,0.04099999999999948,1.0680000000000014
1137293.01,1142293.01,1147293.01,5.733,5.327,0.03200000000000003,0.07600000000000051,0.0823183811261907,0.5240000000000009,0.3299999999999983,2.080999999999996,0.013999999999999346,0.1639999999999997,0.20500000000000007,3.901
1142293.01,1147293.01,1152293.01,5.737,5.31,0.7090000000000005,0.02400000000000002,0.3943267292190393,0.42499999999999716,0.2810000000000059,1.9939999999999998,0.013999999999999346,0.5749999999999993,0.3689999999999998,1.7250000000000014
1147293.01,1152293.01,1157293.01,6.442,5.303,0.4399999999999995,0.11199999999999921,0.1075927264826335,0.4299999999999997,1.1049999999999969,2.3029999999999973,0.006999999999997897,1.1909999999999998,0.7389999999999999,2.5470000000000006
1152293.01,1157293.01,1162293.01,6.177,5.198,0.23399999999999999,0.10499999999999954,0.1873072715921357,0.36700000000000443,0.9589999999999961,1.296999999999997,0.0030000000000001137,0.5339999999999998,0.08300000000000018,2.7099999999999973
1157293.01,1162293.01,1167293.01,6.208,5.198,0.20900000000000052,0.011999999999999567,3.4843493103538115,0.4339999999999975,0.6589999999999989,0.9769999999999968,0.028000000000002245,2.628000000000001,0.1639999999999997,0.5339999999999989
1162293.01,1167293.01,1172293.01,6.386,5.21,0.4710000000000001,0.07899999999999974,2.3856859367118712,1.8770000000000024,0.10699999999999932,0.7549999999999955,0.004000000000001336,1.4380000000000006,0.2469999999999999,4.682000000000002
1167293.01,1172293.01,1177293.01,6.679,5.277,0.29300000000000015,0.06700000000000017,1.5957136330903734,0.5280000000000058,0.9879999999999995,1.1129999999999995,0.004000000000001336,1.8070000000000004,0.12300000000000022,1.9720000000000013
1172293.01,1177293.01,1182293.01,6.679,5.277,0.11699999999999999,0.6870000000000003,1.652814103558637,1.080999999999996,1.1820000000000022,0.21300000000000097,0.023999999999997357,0.9859999999999998,0.1639999999999997,10.103000000000002
1177293.01,1182293.01,1187293.01,6.796,5.964,0.2469999999999999,1.0620000000000003,0.7321437782000164,0.5240000000000009,0.1839999999999975,0.9189999999999969,0.021000000000000796,0.9039999999999999,0.2869999999999999,0.9029999999999987
1182293.01,1187293.01,1192293.01,6.926,6.339,0.133,0.5189999999999992,0.3783273445662414,0.5520000000000067,0.4939999999999998,0.47399999999999665,0.004000000000001336,6.446999999999999,0.28800000000000026,7.062999999999999
1187293.01,1192293.01,1197293.01,6.663,6.483,0.3879999999999999,0.08899999999999952,0.9338086581581296,0.4380000000000024,0.33899999999999864,0.43599999999999994,0.0030000000000001137,1.4369999999999994,0.040000000000000036,6.734999999999998
1192293.01,1197293.01,1202293.01,6.538,6.428,0.4660000000000002,0.17099999999999937,0.39711282734873,0.020000000000003126,0.0,0.24200000000000443,0.013999999999999346,4.106999999999999,0.12400000000000055,10.883
1197293.01,1202293.01,1207293.01,6.197,6.312,0.3410000000000002,0.3689999999999998,0.4506634274719537,0.3430000000000035,1.0660000000000025,0.8220000000000027,0.013999999999999346,0.4930000000000003,0.28799999999999937,1.0679999999999996
1202293.01,1207293.01,1212293.01,6.197,6.059,0.04100000000000037,0.2730000000000006,1.0472653396431648,0.13400000000000034,0.9690000000000012,0.20300000000000296,0.01699999999999946,3.285,0.08099999999999952,5.462
1207293.01,1212293.01,1217293.01,6.238,6.039,0.04100000000000037,0.04300000000000015,0.195246012589375,0.6580000000000013,0.04800000000000182,1.1610000000000014,0.027999999999998693,1.109,0.20500000000000007,0.657
1212293.01,1217293.01,1222293.01,6.238,6.102,0.0,0.07400000000000073,0.1458747999051126,0.5679999999999978,1.6950000000000003,1.4129999999999967,0.010999999999999233,1.2319999999999993,0.12300000000000022,10.020000000000001
1217293.01,1222293.01,1227293.01,6.238,6.113,0.1509999999999998,0.17900000000000027,3.7747781202024537,0.4299999999999997,0.357999999999997,0.01899999999999835,0.0030000000000001137,2.5470000000000006,0.08200000000000074,7.474
