Start,Border,End,Valence,Arousal,Valence Diff,Arousal Diff,Score,GSR_Diff,BVP_Diff,RSP_Diff,SKT_Diff,EMG_ZYGO_Diff,EMG_CORU_Diff,EMG_TRAP_Diff
2186459.01,2191459.01,2196459.01,5.0,5.0,1.3609999999999998,0.04800000000000004,0.2067171131747617,0.0,0.804000000000002,0.6969999999999956,0.14399999999999835,0.20500000000000007,0.16500000000000004,0.1640000000000006
2191459.01,2196459.01,2201459.01,6.361,4.952,2.1559999999999997,0.04800000000000004,0.4809342513568364,0.7929999999999993,1.889000000000003,0.05799999999999983,0.09499999999999886,0.7389999999999999,0.20500000000000007,0.2060000000000004
2196459.01,2201459.01,2206459.01,7.156,4.952,0.7780000000000005,0.0,0.1399058995601174,0.4809999999999981,4.522999999999996,0.6969999999999956,0.0730000000000004,0.04100000000000037,0.20500000000000007,0.41000000000000014
2201459.01,2206459.01,2211459.01,7.139,4.952,0.01699999999999946,0.0,0.2271695199005583,0.13400000000000034,1.5009999999999977,1.3060000000000045,0.05600000000000094,0.08199999999999985,0.3280000000000003,0.08300000000000018
2206459.01,2211459.01,2216459.01,7.139,4.952,0.06599999999999984,0.1379999999999999,0.2329913643364877,0.2560000000000002,0.019000000000005457,1.0549999999999997,0.045999999999999375,0.1640000000000006,0.32899999999999974,0.08199999999999985
2211459.01,2216459.01,2221459.01,7.073,4.814,0.06599999999999984,0.1379999999999999,0.024800972091277,0.28800000000000026,0.6490000000000009,1.2870000000000061,0.006999999999997897,0.08199999999999985,0.1640000000000006,0.2060000000000004
2216459.01,2221459.01,2226459.01,7.073,4.814,0.0,0.06299999999999972,0.1277597884908998,0.40300000000000225,1.2980000000000018,0.1739999999999995,0.03200000000000003,0.1640000000000006,0.16500000000000004,0.3280000000000003
2221459.01,2226459.01,2231459.01,7.073,4.751,0.0,0.06299999999999972,0.2121391796490579,0.6819999999999986,1.375,0.1739999999999995,0.023999999999997357,0.04100000000000037,0.08199999999999985,0.4509999999999996
2226459.01,2231459.01,2236459.01,7.073,4.751,0.024999999999999467,0.5790000000000006,0.301083923070145,0.5519999999999996,1.4440000000000026,1.3449999999999989,0.01699999999999946,0.04099999999999948,0.24600000000000044,1.9299999999999997
2231459.01,2236459.01,2241459.01,7.098,4.172,0.05999999999999961,0.5540000000000003,0.2064968876801866,0.5990000000000002,2.8089999999999975,0.5910000000000011,0.02499999999999858,0.08199999999999985,0.2870000000000008,0.8620000000000001
2236459.01,2241459.01,2246459.01,7.133,4.197,0.03500000000000014,0.025000000000000355,0.0945602442721936,0.7530000000000001,0.33799999999999386,0.9390000000000001,0.02499999999999858,0.0,0.2870000000000008,1.6429999999999998
2241459.01,2246459.01,2251459.01,7.133,4.197,0.020999999999999908,0.6830000000000003,0.3293835696853959,0.28800000000000026,0.3680000000000021,0.4930000000000021,0.03100000000000236,0.0,0.0810000000000004,0.04099999999999948
2246459.01,2251459.01,2256459.01,7.154,3.514,0.020999999999999908,0.609,0.3525149125919541,0.14199999999999946,2.168999999999997,0.22299999999999898,0.027999999999998693,0.04099999999999948,0.08200000000000074,0.2869999999999999
2251459.01,2256459.01,2261459.01,7.154,3.588,0.0,0.09600000000000009,0.1940347595870258,0.3309999999999995,0.7460000000000022,0.6289999999999978,0.010999999999999233,0.08200000000000074,0.041999999999999815,0.45199999999999996
2256459.01,2261459.01,2266459.01,7.154,3.61,0.0,0.027000000000000135,0.6052758197258137,1.1750000000000007,2.0050000000000026,0.25200000000000244,0.0070000000000014495,0.04099999999999948,0.0,6.2010000000000005
2261459.01,2266459.01,2271459.01,7.154,3.615,0.0,0.0050000000000003375,0.4848567026855442,0.7220000000000013,0.3680000000000021,0.28000000000000114,0.027999999999998693,0.08200000000000074,0.20500000000000007,0.1639999999999997
2266459.01,2271459.01,2276459.01,7.154,3.615,0.0,0.0,0.5182749637248957,0.9260000000000019,0.7270000000000039,0.7169999999999987,0.04899999999999949,0.04100000000000037,0.12300000000000022,4.148
2271459.01,2276459.01,2281459.01,7.154,3.615,0.0,0.06299999999999972,0.8746614433531611,0.718,1.1139999999999972,1.2580000000000027,0.03900000000000148,0.08199999999999985,0.28800000000000026,0.1639999999999997
2276459.01,2281459.01,2286459.01,7.154,3.678,0.0,0.06299999999999972,1.258140101517298,0.5879999999999974,2.701999999999998,0.12599999999999767,0.021000000000000796,0.08199999999999985,0.08199999999999985,2.1350000000000007
2281459.01,2286459.01,2291459.01,7.154,3.678,0.0,0.02300000000000013,0.06120665944957,0.5680000000000014,0.2710000000000008,1.433000000000007,0.021000000000000796,0.12300000000000022,0.0,0.2869999999999999
2286459.01,2291459.01,2296459.01,7.154,3.655,0.0,0.02300000000000013,0.1308348195695294,0.6419999999999995,1.4429999999999978,0.2809999999999988,0.027999999999998693,0.04100000000000037,0.20500000000000007,0.4509999999999996
2291459.01,2296459.01,2301459.01,7.154,3.655,0.0,0.0,0.1237204830362238,0.41799999999999926,2.7319999999999993,0.134999999999998,0.013999999999999346,0.04100000000000037,0.5350000000000001,0.3280000000000003
2296459.01,2301459.01,2306459.01,7.154,3.655,0.0,0.0,0.24154443780614,0.09399999999999764,2.013999999999996,1.5009999999999977,0.011000000000002785,0.20500000000000007,0.04099999999999948,0.7390000000000008
2301459.01,2306459.01,2311459.01,7.154,3.655,0.0,0.0,0.0615913515627317,0.010999999999999233,4.282000000000004,0.2220000000000013,0.004000000000001336,0.20500000000000007,0.8220000000000001,0.41000000000000014
2306459.01,2311459.01,2316459.01,7.154,3.655,0.0,0.0,0.1673062583075625,0.46899999999999764,1.1140000000000043,0.3190000000000026,0.03200000000000003,0.1639999999999997,0.2469999999999999,0.9850000000000003
