Video,Start,End,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd,gsrStart,gsrEnd,sktStart,sktEnd,bvpStart,bvpEnd,rspStart,rspEnd,emg_zygoStart,emg_zygoEnd,emg_coruStart,emg_coruEnd,emg_trapStart,emg_trapEnd
5,1647223,1652223,7.419,7.912,4.905,5.083,10.976,10.854,22.304,22.304,36.226,36.322,31.53,31.463,8.069,7.288,6.262,6.672,12.052,11.888
5,1652223,1657224,7.912,7.884,5.083,5.031,10.854,10.752,22.304,22.294,36.322,37.136,31.463,31.492,7.288,6.795,6.672,7.124,11.888,8.644
5,1657224,1662224,7.884,7.489,5.031,5.104,10.752,10.696,22.294,22.294,37.136,36.361,31.492,31.53,6.795,6.96,7.124,7.165,8.644,8.192
5,1662224,1667224,7.489,7.489,5.104,5.104,10.696,10.665,22.294,22.297,36.361,36.245,31.53,32.779,6.96,6.549,7.165,6.59,8.192,13.571
5,1667224,1672224,7.489,7.489,5.104,4.95,10.665,10.606,22.297,22.287,36.245,36.448,32.779,31.453,6.549,6.179,6.59,7.288,13.571,7.534
5,1672224,1677225,7.489,7.489,4.95,4.95,10.606,10.515,22.287,22.276,36.448,36.226,31.453,31.501,6.179,6.302,7.288,6.795,7.534,8.767
5,1677225,1682224,7.489,7.489,4.95,4.753,10.515,10.527,22.276,22.283,36.226,36.381,31.501,33.108,6.302,5.687,6.795,6.919,8.767,15.297
5,1682224,1687225,7.489,7.379,4.753,4.385,10.527,10.456,22.283,22.28,36.381,36.109,33.108,31.346,5.687,5.933,6.919,6.631,15.297,9.095
5,1687225,1692225,7.379,7.372,4.385,4.385,10.456,10.346,22.28,22.273,36.109,36.032,31.346,31.917,5.933,5.44,6.631,6.426,9.095,9.013
5,1692225,1697225,7.372,7.331,4.385,4.347,10.346,10.275,22.273,22.276,36.032,36.72,31.917,31.869,5.44,5.974,6.426,7.247,9.013,9.67
5,1697225,1702225,7.331,6.67,4.347,4.219,10.275,10.243,22.276,22.269,36.72,37.088,31.869,31.521,5.974,5.687,7.247,7.534,9.67,9.588
5,1702225,1707226,6.67,6.074,4.219,3.938,10.243,10.212,22.269,22.273,37.088,37.233,31.521,30.766,5.687,5.481,7.534,7.042,9.588,7.534
5,1707226,1712226,6.074,6.772,3.938,3.974,10.212,10.192,22.273,22.269,37.233,36.942,30.766,32.45,5.481,5.317,7.042,6.754,7.534,7.658
5,1712226,1717226,6.772,7.013,3.974,3.956,10.192,9.943,22.269,22.259,36.942,36.226,32.45,31.056,5.317,5.112,6.754,6.96,7.658,7.534
5,1717226,1722226,7.013,7.013,3.956,3.956,9.943,10.07,22.259,22.266,36.226,37.31,31.056,30.756,5.112,5.358,6.96,8.397,7.534,8.192
5,1722226,1727227,7.013,6.694,3.956,4.114,10.07,10.243,22.266,22.276,37.31,36.361,30.756,31.811,5.358,5.317,8.397,7.534,8.192,9.465
5,1727227,1732226,6.694,6.361,4.114,3.904,10.243,10.152,22.276,22.276,36.361,37.301,31.811,30.833,5.317,5.235,7.534,7.37,9.465,8.274
5,1732226,1737227,6.361,6.06,3.904,2.823,10.152,10.062,22.276,22.276,37.301,36.962,30.833,31.279,5.235,5.235,7.37,7.165,8.274,7.781
5,1737227,1742227,6.06,6.191,2.823,2.785,10.062,10.081,22.276,22.28,36.962,37.059,31.279,32.159,5.235,5.194,7.165,7.083,7.781,8.233
5,1742227,1747228,6.191,6.221,2.785,2.68,10.081,9.908,22.28,22.276,37.059,35.451,32.159,30.543,5.194,5.03,7.083,7.945,8.233,8.192
5,1747228,1752227,6.221,5.39,2.68,2.31,9.908,9.88,22.276,22.273,35.451,36.245,30.543,30.92,5.03,5.235,7.945,7.083,8.192,7.617
5,1752227,1757228,5.39,4.861,2.31,2.012,9.88,9.869,22.273,22.259,36.245,36.584,30.92,31.066,5.235,5.194,7.083,6.96,7.617,9.013
5,1757228,1762228,4.861,5.114,2.012,2.049,9.869,9.711,22.259,22.266,36.584,36.952,31.066,31.346,5.194,5.194,6.96,7.288,9.013,9.095
5,1762228,1767228,5.114,5.114,2.049,2.242,9.711,9.691,22.266,22.255,36.952,37.272,31.346,30.824,5.194,5.112,7.288,7.124,9.095,8.52
5,1767228,1772228,5.114,5.114,2.242,2.294,9.691,9.656,22.255,22.273,37.272,35.644,30.824,30.591,5.112,5.276,7.124,7.575,8.52,7.904
5,1772228,1777229,5.114,5.114,2.294,2.294,9.656,9.573,22.273,22.262,35.644,36.1,30.591,30.504,5.276,5.235,7.575,7.165,7.904,8.561
5,1777229,1782229,5.114,5.114,2.294,2.294,9.573,9.447,22.262,22.276,36.1,36.08,30.504,31.037,5.235,5.317,7.165,6.919,8.561,11.518
5,1782229,1787229,5.114,5.129,2.294,2.296,9.447,9.506,22.276,22.283,36.08,36.652,31.037,30.959,5.317,5.481,6.919,7.042,11.518,7.822
