Start,Border,End,Valence,Arousal,Valence Diff,Arousal Diff,Score,GSR_Diff,BVP_Diff,RSP_Diff,SKT_Diff,EMG_ZYGO_Diff,EMG_CORU_Diff,EMG_TRAP_Diff
844084.01,849084.01,854084.01,5.0,5.0,0.0,0.0,0.5261477652570922,0.08299999999999841,0.09700000000000131,0.4159999999999968,0.013999999999999346,2.996999999999999,0.12299999999999933,0.36900000000000155
849084.01,854084.01,859084.01,5.0,5.0,0.0,0.06899999999999995,0.7896867179629249,1.4080000000000013,0.5429999999999993,0.6390000000000029,0.0,0.1639999999999997,0.657,0.3280000000000012
854084.01,859084.01,864084.01,5.0,4.931,0.009000000000000341,1.475,0.3383313873444382,0.6340000000000003,0.05799999999999983,0.047999999999994714,0.013999999999999346,0.20500000000000007,0.04099999999999948,0.5749999999999993
859084.01,864084.01,869084.01,4.991,3.525,0.0030000000000001137,1.3730000000000002,0.1103921722241443,0.016000000000000014,0.5230000000000032,0.16499999999999915,0.013999999999999346,0.20500000000000007,0.4930000000000003,0.04099999999999859
864084.01,869084.01,874084.01,4.997,3.558,0.12799999999999923,0.08099999999999996,0.2641954613585496,0.06300000000000061,0.5519999999999996,0.43499999999999517,0.02400000000000091,0.2469999999999999,0.41000000000000014,1.0269999999999992
869084.01,874084.01,879084.01,4.863,3.606,0.17300000000000004,0.04800000000000004,1.062658295700515,0.24100000000000144,1.4820000000000064,0.2610000000000028,0.0070000000000014495,0.08200000000000074,0.04100000000000037,0.45199999999999996
874084.01,879084.01,884084.01,4.824,3.606,0.7240000000000002,0.13999999999999968,1.1025652862321078,0.07499999999999929,1.6950000000000003,0.20299999999999585,0.013999999999999346,0.4109999999999996,0.20500000000000007,0.2879999999999985
879084.01,884084.01,889084.01,4.139,3.466,0.9889999999999999,0.09399999999999986,0.2142895385747416,0.02400000000000091,0.10599999999999454,0.347999999999999,0.003999999999997783,0.08200000000000074,0.1639999999999997,0.7400000000000002
884084.01,889084.01,894084.01,3.835,3.512,0.39400000000000013,0.043999999999999595,0.9286620905940078,0.6420000000000012,0.4069999999999965,0.05799999999999983,0.0030000000000001137,0.08199999999999985,0.04100000000000037,0.5340000000000007
889084.01,894084.01,899084.01,3.745,3.51,0.08999999999999986,0.002000000000000224,0.5126863653850462,0.18900000000000006,0.0379999999999967,0.10700000000000287,0.038000000000000256,0.3689999999999998,0.04100000000000037,0.45199999999999996
894084.01,899084.01,904084.01,3.745,3.51,0.0,0.004999999999999893,0.1540260239912329,0.8710000000000004,0.9299999999999997,0.04800000000000182,0.03500000000000014,0.12300000000000022,0.0,0.8629999999999995
899084.01,904084.01,909084.01,3.745,3.505,0.0,0.008999999999999897,0.6298272465105208,0.2289999999999992,0.19400000000000261,0.2029999999999994,0.0030000000000001137,0.3689999999999998,0.1639999999999997,0.45199999999999996
904084.01,909084.01,914084.01,3.745,3.501,0.0,0.0040000000000000036,0.5763024959278528,0.04299999999999926,0.7550000000000026,0.07700000000000529,0.0070000000000014495,0.04100000000000037,0.04100000000000037,1.0679999999999996
909084.01,914084.01,919084.01,3.745,3.501,0.006000000000000227,0.008000000000000007,0.2954255210911995,0.012000000000000455,0.6389999999999958,1.5679999999999978,0.003999999999997783,0.3279999999999994,0.0,1.2319999999999993
914084.01,919084.01,924084.01,3.739,3.493,0.008000000000000007,0.008000000000000007,0.709984175103203,0.488999999999999,0.33899999999999864,0.5519999999999996,0.0070000000000014495,0.16499999999999915,0.04100000000000037,0.9030000000000005
919084.01,924084.01,929084.01,3.737,3.493,0.0019999999999997797,0.03399999999999981,1.2930566614480168,0.11899999999999977,0.38800000000000523,1.3639999999999972,0.013999999999999346,0.3689999999999998,0.12400000000000055,0.4919999999999991
924084.01,929084.01,934084.01,3.737,3.459,0.0,0.03399999999999981,1.3170376232852103,0.7799999999999994,0.7549999999999955,0.16499999999999915,0.02400000000000091,0.08199999999999985,0.04100000000000037,0.16499999999999915
929084.01,934084.01,939084.01,3.737,3.459,0.0,0.18500000000000005,0.407453629652299,0.2010000000000005,0.7270000000000039,0.33899999999999864,0.013999999999999346,0.08199999999999985,0.2469999999999999,0.08199999999999896
934084.01,939084.01,944084.01,3.737,3.274,0.03399999999999981,0.1499999999999999,0.0776504867404396,0.22799999999999976,0.6489999999999938,0.0,0.0070000000000014495,0.0829999999999993,0.04099999999999948,0.04100000000000037
939084.01,944084.01,949084.01,3.771,3.309,0.03399999999999981,0.0019999999999997797,0.1944729169933057,0.004000000000001336,1.2299999999999969,0.3680000000000021,0.013999999999999346,0.041999999999999815,0.08199999999999985,0.1639999999999997
944084.01,949084.01,954084.01,3.771,3.276,0.0,0.06400000000000006,0.7443258139255867,0.08300000000000018,0.9979999999999976,0.06799999999999784,0.004000000000001336,0.1640000000000006,0.2060000000000004,0.2469999999999999
949084.01,954084.01,959084.01,3.771,3.245,0.07499999999999973,0.03399999999999981,1.5020080215724825,0.06999999999999851,1.5889999999999986,0.42600000000000193,0.007999999999999119,0.2469999999999999,0.16500000000000004,0.7799999999999994
