Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
1,221548,226550,10.842,10.984,5.0,5.0,5.0,5.05
1,226550,231550,10.984,10.874,5.0,5.041,5.05,5.372
1,231550,236550,10.874,10.819,5.041,5.041,5.372,5.375
1,236550,241550,10.819,10.76,5.041,5.0,5.375,5.126
1,241550,246551,10.76,10.689,5.0,5.0,5.126,5.0
1,246551,251551,10.689,10.649,5.0,5.0,5.0,5.0
1,251551,256551,10.649,10.72,5.0,5.0,5.0,5.0
1,256551,261551,10.72,10.72,5.0,5.0,5.0,5.01
1,261551,266552,10.72,10.677,5.0,5.0,5.01,5.101
1,266552,271551,10.677,10.669,5.0,5.041,5.101,5.327
1,271551,276552,10.669,10.728,5.041,5.111,5.327,5.398
1,276552,281552,10.728,10.752,5.111,5.157,5.398,5.484
1,281552,286553,10.752,10.669,5.157,5.223,5.484,5.611
1,286553,291552,10.669,10.578,5.223,5.168,5.611,5.318
1,291552,296553,10.578,10.582,5.168,5.0,5.318,5.0
1,296553,301553,10.582,10.586,5.0,5.0,5.0,5.0
1,301553,306553,10.586,10.539,5.0,5.0,5.0,5.0
1,306553,311553,10.539,10.499,5.0,5.0,5.0,5.0
1,311553,316554,10.499,10.484,5.0,5.0,5.0,5.0
1,316554,321554,10.484,10.484,5.0,5.0,5.0,5.0
1,321554,326554,10.484,10.491,5.0,5.0,5.0,5.0
1,326554,331554,10.491,10.515,5.0,5.147,5.0,5.336
1,331554,336555,10.515,10.503,5.147,5.148,5.336,5.336
1,336555,341554,10.503,10.448,5.148,5.148,5.336,5.336
1,341554,346555,10.448,10.417,5.148,5.148,5.336,5.376
1,346555,351555,10.417,10.373,5.148,5.165,5.376,5.404
1,351555,356556,10.373,10.365,5.165,5.165,5.404,5.369
1,356556,361555,10.365,10.298,5.165,5.165,5.369,5.364
1,361555,366556,10.298,10.298,5.165,5.165,5.364,5.364
1,366556,371556,10.298,10.255,5.165,5.212,5.364,5.589
1,371556,376556,10.255,10.263,5.212,5.316,5.589,5.705
1,376556,381556,10.263,10.306,5.316,5.428,5.705,5.886
1,381556,386557,10.306,10.326,5.428,5.443,5.886,6.016
1,386557,391557,10.326,10.223,5.443,5.236,6.016,5.629
1,391557,396557,10.223,10.357,5.236,5.21,5.629,5.589
1,396557,401557,10.357,10.275,5.21,5.156,5.589,5.802
1,401557,406558,10.275,10.227,5.156,5.153,5.802,5.843
