Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
3,1330244,1335245,23.242,25.142,5.0,5.0,5.0,5.0
3,1335245,1340245,25.142,24.562,5.0,5.0,5.0,5.0
3,1340245,1345245,24.562,24.03,5.0,5.305,5.0,4.796
3,1345245,1350245,24.03,23.798,5.305,5.321,4.796,4.637
3,1350245,1355246,23.798,23.711,5.321,5.413,4.637,4.216
3,1355246,1360245,23.711,23.66,5.413,5.326,4.216,4.101
3,1360245,1365246,23.66,23.502,5.326,5.326,4.101,4.105
3,1365246,1370246,23.502,23.376,5.326,5.219,4.105,4.16
3,1370246,1375247,23.376,23.234,5.219,5.219,4.16,4.123
3,1375247,1380246,23.234,23.068,5.219,5.153,4.123,4.264
3,1380246,1385247,23.068,22.91,5.153,5.196,4.264,3.818
3,1385247,1390247,22.91,22.729,5.196,5.192,3.818,3.813
3,1390247,1395247,22.729,22.485,5.192,5.19,3.813,3.813
3,1395247,1400247,22.485,22.351,5.19,5.188,3.813,3.813
3,1400247,1405248,22.351,22.213,5.188,5.161,3.813,3.632
3,1405248,1410248,22.213,21.972,5.161,5.238,3.632,3.383
3,1410248,1415248,21.972,21.728,5.238,5.242,3.383,3.626
3,1415248,1420248,21.728,21.373,5.242,5.239,3.626,3.658
3,1420248,1425249,21.373,21.247,5.239,5.227,3.658,3.658
3,1425249,1430248,21.247,21.002,5.227,5.227,3.658,3.655
3,1430248,1435249,21.002,20.663,5.227,5.21,3.655,3.531
3,1435249,1440249,20.663,20.21,5.21,5.21,3.531,3.531
