Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
3,1595355,1600354,4.463,4.448,5.0,5.0,5.0,5.0
3,1600354,1605355,4.448,4.44,5.0,5.094,5.0,4.43
3,1605355,1610355,4.44,4.455,5.094,5.137,4.43,4.437
3,1610355,1615356,4.455,4.416,5.137,5.277,4.437,4.449
3,1615356,1620355,4.416,4.377,5.277,5.331,4.449,4.449
3,1620355,1625356,4.377,4.278,5.331,5.332,4.449,4.449
3,1625356,1630356,4.278,4.317,5.332,5.334,4.449,4.449
3,1630356,1635356,4.317,4.266,5.334,5.348,4.449,4.449
3,1635356,1640356,4.266,4.266,5.348,5.35,4.449,4.449
3,1640356,1645357,4.266,4.286,5.35,5.35,4.449,4.449
3,1645357,1650357,4.286,4.112,5.35,5.35,4.449,4.449
3,1650357,1655357,4.112,4.239,5.35,5.559,4.449,4.748
3,1655357,1660357,4.239,4.195,5.559,5.887,4.748,5.054
3,1660357,1665358,4.195,4.172,5.887,5.887,5.054,5.032
3,1665358,1670357,4.172,4.124,5.887,5.887,5.032,4.97
3,1670357,1675358,4.124,4.14,5.887,5.887,4.97,4.97
3,1675358,1680358,4.14,4.116,5.887,5.887,4.97,4.97
3,1680358,1685359,4.116,4.081,5.887,5.887,4.97,4.97
3,1685359,1690358,4.081,4.097,5.887,5.887,4.97,5.009
3,1690358,1695359,4.097,3.994,5.887,5.887,5.009,5.135
3,1695359,1700359,3.994,4.045,5.887,5.887,5.135,5.005
3,1700359,1705359,4.045,4.022,5.887,5.928,5.005,4.996
