Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
3,491626,496626,15.179,14.659,5.0,5.0,5.0,5.0
3,496626,501626,14.659,14.58,5.0,5.0,5.0,5.0
3,501626,506627,14.58,14.674,5.0,5.0,5.0,5.0
3,506627,511626,14.674,14.639,5.0,5.0,5.0,5.0
3,511626,516627,14.639,14.69,5.0,5.0,5.0,5.0
3,516627,521627,14.69,14.58,5.0,5.0,5.0,5.0
3,521627,526628,14.58,14.469,5.0,5.266,5.0,5.0
3,526628,531627,14.469,14.41,5.266,5.256,5.0,5.0
3,531627,536628,14.41,14.253,5.256,5.256,5.0,5.0
3,536628,541628,14.253,14.201,5.256,5.707,5.0,4.961
3,541628,546628,14.201,14.568,5.707,5.636,4.961,4.981
3,546628,551628,14.568,14.604,5.636,5.387,4.981,5.009
3,551628,556629,14.604,14.647,5.387,5.387,5.009,5.009
3,556629,561629,14.647,14.58,5.387,5.385,5.009,5.009
3,561629,566629,14.58,14.489,5.385,5.377,5.009,5.009
3,566629,571629,14.489,14.493,5.377,5.368,5.009,5.009
3,571629,576630,14.493,14.533,5.368,5.361,5.009,5.009
3,576630,581629,14.533,14.418,5.361,5.356,5.009,5.009
3,581629,586630,14.418,14.367,5.356,5.146,5.009,5.0
3,586630,591630,14.367,14.197,5.146,5.0,5.0,5.0
3,591630,596631,14.197,14.272,5.0,5.0,5.0,5.0
3,596631,601630,14.272,14.142,5.0,5.0,5.0,5.0
