Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
3,226522,231522,20.896,20.754,5.105,6.496,7.005,6.505
3,231522,236522,20.754,20.651,6.496,6.628,6.505,6.174
3,236522,241522,20.651,20.391,6.628,6.628,6.174,6.065
3,241522,246523,20.391,20.281,6.628,6.628,6.065,6.065
3,246523,251523,20.281,20.115,6.628,6.433,6.065,4.8
3,251523,256523,20.115,19.993,6.433,6.62,4.8,4.361
3,256523,261523,19.993,19.847,6.62,6.62,4.361,4.288
3,261523,266524,19.847,19.693,6.62,6.6,4.288,4.165
3,266524,271523,19.693,19.544,6.6,6.58,4.165,4.071
3,271523,276524,19.544,19.406,6.58,6.573,4.071,3.996
3,276524,281524,19.406,19.264,6.573,5.667,3.996,3.538
3,281524,286525,19.264,19.161,5.667,4.94,3.538,3.01
3,286525,291524,19.161,19.003,4.94,5.054,3.01,3.098
3,291524,296525,19.003,18.826,5.054,5.8,3.098,2.644
3,296525,301525,18.826,18.735,5.8,5.8,2.644,2.734
3,301525,306525,18.735,18.617,5.8,5.8,2.734,2.734
3,306525,311525,18.617,18.479,5.8,5.8,2.734,2.747
3,311525,316526,18.479,18.384,5.8,6.037,2.747,2.475
3,316526,321526,18.384,18.254,6.037,6.067,2.475,2.475
3,321526,326526,18.254,18.112,6.067,4.166,2.475,3.733
3,326526,331526,18.112,18.014,4.166,3.259,3.733,2.452
3,331526,336527,18.014,17.931,3.259,3.235,2.452,2.75
