Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
3,532133,537120,45.34,44.287,5.0,5.0,5.0,5.0
3,537120,542120,44.287,43.98,5.0,5.0,5.0,5.0
3,542120,547121,43.98,44.796,5.0,5.0,5.0,5.0
3,547121,552121,44.796,44.453,5.0,5.0,5.0,5.0
3,552121,557121,44.453,44.074,5.0,5.0,5.0,5.0
3,557121,562121,44.074,44.161,5.0,5.0,5.0,5.0
3,562121,567122,44.161,43.723,5.0,5.0,5.0,5.0
3,567122,572121,43.723,44.528,5.0,5.0,5.0,5.0
3,572121,577122,44.528,44.126,5.0,5.0,5.0,5.0
3,577122,582122,44.126,43.656,5.0,5.0,5.0,5.0
3,582122,587123,43.656,43.27,5.0,5.0,5.0,5.0
3,587123,592122,43.27,43.12,5.0,5.0,5.0,5.0
3,592122,597123,43.12,43.893,5.0,5.0,5.0,5.0
3,597123,602123,43.893,44.713,5.0,5.0,5.0,5.0
3,602123,607123,44.713,44.161,5.0,5.0,5.0,5.0
3,607123,612123,44.161,43.79,5.0,5.0,5.0,5.0
3,612123,617124,43.79,43.191,5.0,5.0,5.0,5.0
3,617124,622124,43.191,45.005,5.0,5.0,5.0,5.035
3,622124,627124,45.005,44.323,5.0,5.0,5.035,5.035
3,627124,632124,44.323,43.653,5.0,5.0,5.035,5.035
3,632124,637125,43.653,42.97,5.0,5.0,5.035,5.035
3,637125,642124,42.97,42.836,5.0,5.0,5.035,5.035
