Start,Border,End,Score
2331584,2332584,2333584,2.193362416675545
2332584,2333584,2334584,2.690353822527741
2333584,2334584,2335584,3.230475859493987
2334584,2335584,2336584,2.294502563145411
2335584,2336584,2337584,3.220963115828394
2336584,2337584,2338584,2.5436633770720762
2337584,2338584,2339584,3.475001367583575
2338584,2339584,2340584,3.769734848598617
2339584,2340584,2341584,2.4360433848496807
2340584,2341584,2342584,2.4374117704051583
2341584,2342584,2343584,2.7775809748129365
2342584,2343584,2344584,3.493574510985409
2343584,2344584,2345584,3.2534627867210126
2344584,2345584,2346584,2.4983000188584095
2345584,2346584,2347584,3.0775397440661925
2346584,2347584,2348584,2.2750269564000627
2347584,2348584,2349584,1.9618836668571338
2348584,2349584,2350584,2.4146618479048327
2349584,2350584,2351584,3.42082704014331
2350584,2351584,2352584,3.200557530761528
2351584,2352584,2353584,3.2176612588178806
2352584,2353584,2354584,2.4836308619521477
2353584,2354584,2355584,2.8891717464623072
2354584,2355584,2356584,2.1775739801044773
2355584,2356584,2357584,1.9283072912081571
2356584,2357584,2358584,2.505957871893049
2357584,2358584,2359584,2.4208871829504632
2358584,2359584,2360584,2.4060177260944213
2359584,2360584,2361584,2.5393255206891236
2360584,2361584,2362584,1.6981455769796028
2361584,2362584,2363584,2.3489120172323674
2362584,2363584,2364584,2.9596622699656665
2363584,2364584,2365584,2.3411227496426132
2364584,2365584,2366584,2.61911889723914
2365584,2366584,2367584,2.5117407400575633
2366584,2367584,2368584,1.9395920027598614
2367584,2368584,2369584,1.3743187589524295
2368584,2369584,2370584,2.9604662413772935
2369584,2370584,2371584,3.516813474545589
2370584,2371584,2372584,1.7855810743663068
2371584,2372584,2373584,1.3013319288440213
2372584,2373584,2374584,2.348712470558427
2373584,2374584,2375584,4.610050081796672
2374584,2375584,2376584,3.07008674208574
2375584,2376584,2377584,4.605168504710619
2376584,2377584,2378584,1.8040988568741638
2377584,2378584,2379584,3.1912873588503654
2378584,2379584,2380584,2.3999163785956306
2379584,2380584,2381584,2.427798761351183
2380584,2381584,2382584,1.495287235418328
2381584,2382584,2383584,2.0698565408757252
2382584,2383584,2384584,1.7954498500963474
2383584,2384584,2385584,1.8108224099616899
2384584,2385584,2386584,1.4389251137690446
2385584,2386584,2387584,2.1940817999264715
2386584,2387584,2388584,1.9881673439689658
2387584,2388584,2389584,2.6822857187668303
2388584,2389584,2390584,3.1212487251025696
2389584,2390584,2391584,2.497455353380583
2390584,2391584,2392584,2.795193541109432
2391584,2392584,2393584,2.279118021879758
2392584,2393584,2394584,2.774115969317399
2393584,2394584,2395584,3.448243236450284
2394584,2395584,2396584,2.2569315462376682
2395584,2396584,2397584,2.8267079540009004
2396584,2397584,2398584,2.5325803552739723
2397584,2398584,2399584,2.25440099516982
2398584,2399584,2400584,3.004934608399987
2399584,2400584,2401584,2.5583994438586855
2400584,2401584,2402584,1.984941794473746
2401584,2402584,2403584,19.834065100989484
2402584,2403584,2404584,3.9402182335309144
2403584,2404584,2405584,1.9432593141570949
2404584,2405584,2406584,1.7341129455476259
2405584,2406584,2407584,3.025215316602122
2406584,2407584,2408584,2.8694081199514256
2407584,2408584,2409584,1.9371392765499487
2408584,2409584,2410584,1.4930887773621024
2409584,2410584,2411584,2.7428035793230388
2410584,2411584,2412584,2.355462877628795
2411584,2412584,2413584,1.4057107115094851
2412584,2413584,2414584,2.2063071882847565
2413584,2414584,2415584,2.186926099068173
2414584,2415584,2416584,3.043081105708271
2415584,2416584,2417584,2.0609128046918013
2416584,2417584,2418584,2.1915682093179902
2417584,2418584,2419584,2.4676717291553425
2418584,2419584,2420584,3.0616693478751027
2419584,2420584,2421584,2.3203344671321977
2420584,2421584,2422584,2.518993866829421
2421584,2422584,2423584,2.8410232172200973
2422584,2423584,2424584,3.1426011582375155
2423584,2424584,2425584,2.64700209817849
2424584,2425584,2426584,2.3101197644160463
2425584,2426584,2427584,3.1560216379158716
2426584,2427584,2428584,2.626891279210364
2427584,2428584,2429584,2.2946259595827563
2428584,2429584,2430584,2.718419778354779
2429584,2430584,2431584,2.6183841488633117
2430584,2431584,2432584,2.5856376069563023
2431584,2432584,2433584,2.4015875703231906
2432584,2433584,2434584,2.543011759821309
2433584,2434584,2435584,2.8464461418014375
2434584,2435584,2436584,2.1865037690890703
2435584,2436584,2437584,2.8125135683432587
2436584,2437584,2438584,2.5376850400669113
2437584,2438584,2439584,2.9021770690204374
2438584,2439584,2440584,2.942876674167093
2439584,2440584,2441584,2.893703318498276
2440584,2441584,2442584,2.726065059626138
2441584,2442584,2443584,2.472833638099205
2442584,2443584,2444584,2.9721509881328934
2443584,2444584,2445584,3.4478501101185257
2444584,2445584,2446584,3.3063521733184693
2445584,2446584,2447584,2.0057948891720017
2446584,2447584,2448584,2.746679235625617
2447584,2448584,2449584,2.9483062820040518
2448584,2449584,2450584,2.756529546955506
