Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
7,1330224,1335224,33.91,33.347,5.0,5.0,5.0,5.0
7,1335224,1340224,33.347,32.893,5.0,5.032,5.0,5.949
7,1340224,1345225,32.893,32.593,5.032,5.0,5.949,5.0
7,1345225,1350225,32.593,31.888,5.0,5.0,5.0,5.0
7,1350225,1355225,31.888,31.722,5.0,5.0,5.0,5.0
7,1355225,1360225,31.722,31.257,5.0,5.0,5.0,5.0
7,1360225,1365226,31.257,30.89,5.0,4.936,5.0,5.782
7,1365226,1370225,30.89,30.705,4.936,4.981,5.782,6.463
7,1370225,1375226,30.705,31.675,4.981,5.074,6.463,6.606
7,1375226,1380226,31.675,31.04,5.074,5.063,6.606,6.428
7,1380226,1385227,31.04,30.819,5.063,5.338,6.428,8.973
7,1385227,1390226,30.819,43.479,5.338,5.167,8.973,7.573
7,1390226,1395227,43.479,42.777,5.167,5.167,7.573,7.876
7,1395227,1400227,42.777,41.165,5.167,5.162,7.876,7.876
7,1400227,1405227,41.165,40.952,5.162,5.129,7.876,7.022
7,1405227,1410227,40.952,40.684,5.129,5.129,7.022,7.045
7,1410227,1415228,40.684,40.455,5.129,4.643,7.045,6.85
7,1415228,1420228,40.455,41.224,4.643,5.0,6.85,5.0
7,1420228,1425228,41.224,41.788,5.0,5.07,5.0,7.105
7,1425228,1430228,41.788,40.561,5.07,5.068,7.105,7.102
7,1430228,1435229,40.561,40.238,5.068,5.058,7.102,7.101
7,1435229,1440228,40.238,40.333,5.058,5.048,7.101,7.101
7,1440228,1445229,40.333,48.959,5.048,5.039,7.101,8.215
7,1445229,1450229,48.959,50.024,5.039,4.991,8.215,7.518
7,1450229,1455230,50.024,47.871,4.991,5.054,7.518,6.577
7,1455230,1460229,47.871,48.301,5.054,5.036,6.577,7.65
7,1460229,1465230,48.301,46.337,5.036,5.036,7.65,7.642
7,1465230,1470230,46.337,47.012,5.036,5.036,7.642,7.642
7,1470230,1475230,47.012,45.557,5.036,4.997,7.642,7.065
7,1475230,1480230,45.557,44.638,4.997,4.997,7.065,7.024
7,1480230,1485231,44.638,43.735,4.997,4.997,7.024,6.871
7,1485231,1490231,43.735,43.286,4.997,4.997,6.871,6.017
7,1490231,1495231,43.286,42.927,4.997,4.997,6.017,6.017
7,1495231,1500231,42.927,43.349,4.997,4.997,6.017,6.017
7,1500231,1505232,43.349,42.296,4.997,4.859,6.017,7.434
7,1505232,1510231,42.296,42.434,4.859,4.911,7.434,7.931
7,1510231,1515232,42.434,42.75,4.911,4.97,7.931,7.809
7,1515232,1520232,42.75,41.669,4.97,5.051,7.809,7.129
