Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
7,2139630,2144630,35.633,35.748,4.956,4.965,6.57,6.522
7,2144630,2149631,35.748,35.306,4.965,4.965,6.522,6.259
7,2149631,2154630,35.306,34.935,4.965,5.0,6.259,5.0
7,2154630,2159631,34.935,34.577,5.0,5.0,5.0,5.0
7,2159631,2164631,34.577,34.245,5.0,5.0,5.0,5.0
7,2164631,2169631,34.245,33.871,5.0,5.0,5.0,5.0
7,2169631,2174631,33.871,33.571,5.0,5.025,5.0,3.449
7,2174631,2179632,33.571,33.157,5.025,5.0,3.449,5.0
7,2179632,2184632,33.157,32.877,5.0,5.0,5.0,5.219
7,2184632,2189632,32.877,32.416,5.0,5.05,5.219,6.376
7,2189632,2194632,32.416,32.148,5.05,4.497,6.376,7.145
7,2194632,2199633,32.148,36.063,4.497,3.457,7.145,7.358
7,2199633,2204632,36.063,35.436,3.457,3.446,7.358,7.363
7,2204632,2209633,35.436,35.081,3.446,2.205,7.363,8.045
7,2209633,2214633,35.081,34.691,2.205,2.193,8.045,8.069
7,2214633,2219634,34.691,34.336,2.193,2.192,8.069,8.087
7,2219634,2224633,34.336,33.839,2.192,2.192,8.087,8.087
7,2224633,2229634,33.839,33.524,2.192,4.748,8.087,5.303
7,2229634,2234634,33.524,33.098,4.748,4.507,5.303,5.367
7,2234634,2239634,33.098,32.724,4.507,4.908,5.367,4.28
7,2239634,2244634,32.724,32.31,4.908,5.0,4.28,5.0
7,2244634,2249635,32.31,31.837,5.0,5.0,5.0,5.0
7,2249635,2254635,31.837,32.243,5.0,4.387,5.0,6.614
7,2254635,2259635,32.243,32.597,4.387,4.387,6.614,6.623
7,2259635,2264635,32.597,32.073,4.387,4.387,6.623,6.659
7,2264635,2269636,32.073,31.935,4.387,3.292,6.659,7.573
7,2269636,2274635,31.935,31.864,3.292,3.284,7.573,7.803
7,2274635,2279636,31.864,31.592,3.284,3.284,7.803,7.809
7,2279636,2284636,31.592,31.186,3.284,3.284,7.809,7.812
7,2284636,2289637,31.186,30.93,3.284,2.614,7.812,8.039
7,2289637,2294636,30.93,30.543,2.614,2.541,8.039,8.361
7,2294636,2299637,30.543,30.346,2.541,2.543,8.361,8.361
7,2299637,2304637,30.346,30.283,2.543,2.543,8.361,8.361
7,2304637,2309637,30.283,29.964,2.543,2.543,8.361,8.361
7,2309637,2314637,29.964,29.905,2.543,2.543,8.361,8.361
7,2314637,2319638,29.905,29.778,2.543,2.543,8.361,8.361
7,2319638,2324638,29.778,29.96,2.543,2.543,8.361,8.361
7,2324638,2329638,29.96,30.689,2.543,2.543,8.361,8.361
