Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
7,765762,770761,19.808,21.121,5.0,5.0,5.0,5.0
7,770761,775762,21.121,21.373,5.0,5.0,5.0,5.0
7,775762,780763,21.373,21.385,5.0,5.0,5.0,5.0
7,780763,785763,21.385,21.243,5.0,5.0,5.0,5.0
7,785763,790763,21.243,20.955,5.0,5.0,5.0,5.0
7,790763,795764,20.955,20.856,5.0,5.0,5.0,5.0
7,795764,800764,20.856,20.644,5.0,5.0,5.0,5.0
7,800764,805764,20.644,20.427,5.0,5.0,5.0,5.0
7,805764,810764,20.427,20.352,5.0,4.375,5.0,5.073
7,810764,815765,20.352,20.667,4.375,4.137,5.073,5.04
7,815765,820764,20.667,21.207,4.137,3.417,5.04,5.593
7,820764,825765,21.207,21.661,3.417,0.5,5.593,9.5
7,825765,830765,21.661,28.517,0.5,0.5,9.5,9.5
7,830765,835766,28.517,31.024,0.5,0.5,9.5,9.5
7,835766,840765,31.024,31.659,0.5,0.5,9.5,9.444
7,840765,845766,31.659,32.755,0.5,0.5,9.444,9.216
7,845766,850766,32.755,33.587,0.5,0.5,9.216,9.483
7,850766,855766,33.587,33.69,0.5,1.543,9.483,7.192
7,855766,860766,33.69,33.382,1.543,3.129,7.192,6.333
7,860766,865767,33.382,32.684,3.129,2.838,6.333,6.355
7,865767,870767,32.684,32.365,2.838,0.904,6.355,7.596
7,870767,875767,32.365,32.27,0.904,1.015,7.596,6.885
7,875767,880767,32.27,32.089,1.015,0.5,6.885,7.309
7,880767,885768,32.089,36.954,0.5,0.513,7.309,9.448
7,885768,890767,36.954,39.505,0.513,0.5,9.448,9.5
7,890767,895768,39.505,38.602,0.5,0.5,9.5,9.5
7,895768,900768,38.602,38.007,0.5,0.5,9.5,9.5
7,900768,905769,38.007,38.531,0.5,0.5,9.5,9.5
7,905769,910767,38.531,38.421,0.5,0.5,9.5,9.5
7,910767,915768,38.421,39.805,0.5,1.098,9.5,9.5
7,915768,920768,39.805,40.589,1.098,0.5,9.5,9.5
7,920768,925768,40.589,41.212,0.5,0.5,9.5,9.5
7,925768,930768,41.212,40.932,0.5,0.5,9.5,9.5
7,930768,935769,40.932,39.635,0.5,0.5,9.5,9.5
7,935769,940769,39.635,38.913,0.5,0.5,9.5,9.5
7,940769,945769,38.913,41.441,0.5,0.5,9.5,9.5
7,945769,950769,41.441,42.482,0.5,0.5,9.5,9.5
7,950769,955770,42.482,41.212,0.5,0.5,9.5,9.5
7,955770,960769,41.212,40.948,0.5,0.5,9.5,9.5
