Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
7,221526,226525,29.913,29.731,5.0,5.0,5.0,5.0
7,226525,231525,29.731,29.66,5.0,3.998,5.0,4.705
7,231525,236525,29.66,29.94,3.998,4.271,4.705,4.768
7,236525,241524,29.94,30.149,4.271,4.292,4.768,4.889
7,241524,246524,30.149,30.121,4.292,4.349,4.889,4.762
7,246524,251524,30.121,30.039,4.349,4.708,4.762,3.925
7,251524,256524,30.039,29.916,4.708,4.708,3.925,3.787
7,256524,261523,29.916,29.794,4.708,4.695,3.787,3.714
7,261523,266523,29.794,29.64,4.695,4.817,3.714,6.005
7,266523,271523,29.64,29.672,4.817,4.817,6.005,6.206
7,271523,276522,29.672,29.66,4.817,4.817,6.206,6.206
7,276522,281522,29.66,29.775,4.817,4.859,6.206,7.8
7,281522,286522,29.775,33.433,4.859,4.078,7.8,8.218
7,286522,291522,33.433,36.93,4.078,3.867,8.218,8.061
7,291522,296521,36.93,38.074,3.867,3.845,8.061,7.997
7,296521,301521,38.074,37.719,3.845,3.779,7.997,7.931
7,301521,306521,37.719,37.467,3.779,3.773,7.931,7.875
7,306521,311520,37.467,37.731,3.773,3.736,7.875,7.779
7,311520,316520,37.731,37.545,3.736,3.712,7.779,7.69
7,316520,321521,37.545,37.206,3.712,3.66,7.69,7.65
7,321521,326548,37.206,37.041,3.66,3.591,7.65,7.446
7,326548,331519,37.041,36.781,3.591,3.697,7.446,6.974
7,331519,336519,36.781,36.485,3.697,3.786,6.974,6.504
7,336519,341520,36.485,36.568,3.786,3.288,6.504,7.824
7,341520,346519,36.568,39.398,3.288,3.327,7.824,7.81
7,346519,351518,39.398,38.799,3.327,3.48,7.81,7.988
7,351518,356518,38.799,38.034,3.48,3.48,7.988,7.988
7,356518,361522,38.034,37.849,3.48,3.48,7.988,7.985
7,361522,366519,37.849,37.676,3.48,3.48,7.985,7.98
7,366519,371518,37.676,37.49,3.48,3.439,7.98,7.975
7,371518,376517,37.49,37.277,3.439,3.167,7.975,7.663
7,376517,381516,37.277,37.005,3.167,3.568,7.663,7.768
7,381516,386517,37.005,36.753,3.568,4.264,7.768,7.475
7,386517,391518,36.753,36.382,4.264,4.609,7.475,7.266
7,391518,396516,36.382,35.96,4.609,4.772,7.266,7.144
7,396516,401516,35.96,36.028,4.772,4.211,7.144,7.958
7,401516,406516,36.028,37.313,4.211,3.616,7.958,7.965
7,406516,411515,37.313,37.798,3.616,3.658,7.965,7.975
7,411515,416513,37.798,37.459,3.658,3.658,7.975,8.014
