Video,Start,End,gsrStart,gsrEnd,ValenceStart,ValenceEnd,ArousalStart,ArousalEnd
7,1834015,1839016,13.965,14.264,5.0,5.0,5.0,5.0
7,1839016,1844017,14.264,14.296,5.0,5.0,5.0,5.0
7,1844017,1849017,14.296,14.083,5.0,5.0,5.0,5.0
7,1849017,1854017,14.083,13.981,5.0,5.0,5.0,5.0
7,1854017,1859019,13.981,13.815,5.0,5.0,5.0,5.0
7,1859019,1864017,13.815,13.638,5.0,5.0,5.0,5.0
7,1864017,1869017,13.638,13.701,5.0,5.0,5.0,5.0
7,1869017,1874017,13.701,15.357,5.0,5.0,5.0,5.196
7,1874017,1879018,15.357,16.232,5.0,5.0,5.196,5.196
7,1879018,1884017,16.232,16.11,5.0,5.0,5.196,5.196
7,1884017,1889018,16.11,16.598,5.0,5.052,5.196,8.353
7,1889018,1894018,16.598,20.099,5.052,4.067,8.353,8.973
7,1894018,1899019,20.099,20.837,4.067,4.218,8.973,8.74
7,1899019,1904018,20.837,20.107,4.218,4.218,8.74,8.868
7,1904018,1909019,20.107,20.356,4.218,4.343,8.868,8.685
7,1909019,1914019,20.356,20.537,4.343,4.346,8.685,8.674
7,1914019,1919019,20.537,20.371,4.346,4.471,8.674,8.201
7,1919019,1924019,20.371,20.052,4.471,4.619,8.201,7.964
7,1924019,1929020,20.052,19.808,4.619,4.688,7.964,7.704
7,1929020,1934020,19.808,19.835,4.688,4.688,7.704,7.68
7,1934020,1939020,19.835,19.678,4.688,4.688,7.68,7.624
7,1939020,1944020,19.678,19.626,4.688,4.688,7.624,7.575
7,1944020,1949021,19.626,22.023,4.688,4.552,7.575,8.052
7,1949021,1954020,22.023,21.519,4.552,4.587,8.052,8.012
7,1954020,1959021,21.519,20.845,4.587,4.596,8.012,7.973
7,1959021,1964021,20.845,21.03,4.596,4.61,7.973,7.923
7,1964021,1969022,21.03,21.834,4.61,4.61,7.923,7.923
7,1969022,1974021,21.834,20.785,4.61,4.611,7.923,7.923
7,1974021,1979022,20.785,20.588,4.611,4.611,7.923,7.923
7,1979022,1984022,20.588,20.632,4.611,4.224,7.923,7.752
7,1984022,1989022,20.632,20.403,4.224,4.445,7.752,7.549
7,1989022,1994022,20.403,20.6,4.445,4.445,7.549,7.549
7,1994022,1999023,20.6,20.647,4.445,4.454,7.549,7.557
7,1999023,2004023,20.647,20.821,4.454,4.46,7.557,7.557
7,2004023,2009023,20.821,21.878,4.46,4.478,7.557,7.599
7,2009023,2014023,21.878,21.251,4.478,4.256,7.599,8.085
7,2014023,2019024,21.251,20.675,4.256,4.376,8.085,8.484
7,2019024,2024023,20.675,20.608,4.376,4.156,8.484,8.389
